ID,AreaName_Lang_enUS
1466,"Swamp of Sorrows, Splinterspear"
1467,"Redridge Mountains, Stonewatch"
1468,"Elwynn Forest, Tower of Azora"
1469,"Burning Steppes, Blackrock Mountain"
1470,"Burning Steppes, East GY"
1471,"Dun Morogh, Iceflow Lake"
1472,"Dun Morogh, East Road"
1473,"Loch Modan, The Loch"
1474,"Wintergrasp, Fortress Graveyard (Indoors)"
1476,"Stonetalon Mountains, Southeast GY"
1477,"Dragonblight, Crystal Vice GY"
1478,"Icecrown, Argent Tournament GY"
1480,Icecrown BG - GY - Docks
1481,Icecrown BG - GY - Airport
1482,Icecrown BG - GY - Workshop
1483,Icecrown BG - GY - Alliance Default
1484,Icecrown BG - GY - Horde Default
1485,Icecrown BG - GY - Alliance Keep
1486,Icecrown BG - GY - Horde Keep
1493,"The Barrens, Honor's Stand"
1681,"Dustwallow Marsh, The Wyrmbog"
1682,"Icecrown Glacier, Citadel GY"
1683,Sunwell - Quel'Delar Entrance
1691,AAA - Arena (Dev Test)
1720,"Howling Fjord, Frostblade GY"
