ID,Description_Lang_enUS
3309,Frostweave Bandage
3310,Heavy Frostweave Bandage
3311,Heavy Linen Bandage
3312,Heavy Mageweave Bandage
3313,Heavy Netherweave Bandage
3314,Heavy Runecloth Bandage
3315,Heavy Silk Bandage
3316,Linen Bandage
3317,Mageweave Bandage
3318,Netherweave Bandage
3319,Runecloth Bandage
3320,Silk Bandage
3321,Thick Frostweave Bandage
3322,Warsong Gulch Mageweave Bandage
3323,Warsong Gulch Runecloth Bandage
3324,Warsong Gulch Silk Bandage
3325,Wool Bandage
3351,"Alliance, A Thief's Reward"
3352,"Horde, A Thief's Reward"
3353,3 caps and no death
3354,Total gold looted
3355,Total gold from quest rewards
3356,Gold spent on travel
3357,Gold spent at barber shops
3358,Gold spent on postage
3359,Talent tree respecs
3360,Gold spent on talent tree respecs
3361,Gold from vendors
3362,50 honorable kills in the Hall of the Frostwolf
3363,50 honorable kills in the Hall of the Stormpike
3364,"300,000 healing in av"
3365,"300,000 healing in ab"
3366,"300,000 healing in eots"
3367,"300,000 healing in wsg"
3368,Alterac Valley
3369,Arathi Basin
3370,Eye of the Storm
3371,Warsong Gulch
3372,Defend 3 Bases
3381,2200 rating
3382,2200 rating
3383,2200 rating
3384,Win 10 arenas without losing
3386,Kobold Cave Owned
3387,Trogg Cave Owned
3388,Kobold Cave Owned
3389,Trogg Cave Owned
3390,"""Gigantique"" Bag"
3391,Autographed Picture of Foror & Tigule
3392,Alterac Valley Veteran
3393,Alterac Grave Robber
3394,Tower Defense
3395,Loyal Defender
3396,Everything Counts
3397,The Alterac Blitz
3398,The Sickly Gazelle
3399,Stormpike Perfection
3400,Alterac Valley All-Star
3401,Stormpike Battle Charger
3403,To the Looter Go The Spoils
3404,Alterac Valley Veteran
3405,Alterac Grave Robber
3406,Tower Defense
3407,Loyal Defender
3408,Everything Counts
3409,The Alterac Blitz
3410,The Sickly Gazelle
3411,Frostwolf Perfection
3412,Alterac Valley All-Star
3413,Frostwolf Howler
3415,To the Looter Go the Spoils
3416,Arathi Basin Veteran
3417,Arathi Basin Perfection
3418,Me and the Cappin' Makin' it Happen
3419,Disgracin' The Basin
3420,Overly Defensive
3421,To The Rescue!
3422,Resilient Victory
3423,Territorial Dominance
3424,Let's Get This Done
3427,We Had It All Along *cough*
3429,Arathi Basin All-Star
3430,Arathi Basin Assassin
3431,Arathi Basin Veteran
3432,Arathi Basin Perfection
3433,Me and the Cappin' Makin' it Happen
3434,Disgracin' The Basin
3435,Overly Defensive
3436,To The Rescue!
3437,Resilient Victory
3438,Territorial Dominance
3439,Let's Get This Done
3442,We Had It All Along *cough*
3444,Arathi Basin All-Star
3445,Arathi Basin Assassin
3446,Eye of the Storm Veteran
3447,The Perfect Storm
3448,Eye of the Storm Domination
3449,Flurry
3450,Stormtrooper
3451,Storm Capper
3452,Bound for Glory
3453,Bloodthirsty Berserker
3461,Warsong Gulch Veteran
3462,Capture the Flag
3463,Persistent Defender
3464,Frenzied Defender
3465,Warsong Gulch Perfection
3466,Warsong Expedience
3467,Ironman
3469,Not In My House
3470,Quick Cap
3471,Supreme Defender
3472,Save The Day
3476,Warsong Gulch Veteran
3477,Capture the Flag
3478,Persistent Defender
3479,Frenzied Defender
3480,Warsong Gulch Perfection
3481,Warsong Expedience
3482,Ironman
3484,Not In My House
3485,Quick Cap
3486,Supreme Defender
3487,Save The Day
3488,World Wide Winner
3489,Brutally Dedicated
3490,Just the Two of Us: 2200
3491,Three's Company: 2200
3492,High Five: 2200
3493,Hot Streak
3494,Hotter Streak
3496,Last Man Standing
3500,Master of Alterac Valley
3501,Master of Arathi Basin
3502,Master of Warsong Gulch
3503,Master of Eye of the Storm
3506,Loot 100 gold
3507,"Loot 1,000 gold"
3510,"Loot 10,000 gold"
3511,"Loot 25,000 gold"
3512,"Loot 5,000 gold"
3513,"10,000 gold from quest rewards"
3515,Wild Winter Pilsner
3516,Stranglethorn Brew
3517,Springtime Stout
3518,Metok's Bubble Bock
3519,Lord of Frost's Private Label
3520,Izzard's Ever Flavor
3521,Draenic Pale Ale
3522,Blackrock Lager
3523,Binary Brew
3524,Bartlett's Bitter Brew
3525,Autumnal Acorn Ale
3526,Aromatic Honey Brew
3527,Barleybrew Clear
3528,Barleybrew Dark
3529,Barleybrew Light
3531,Gordok Grog
3534,Mudder's Milk
3535,Ogre Mead
3539,Thunder 45
3540,Thunderbrew Ale
3541,Thunderbrew Stout
3542,Dried Sausage
3543,Pickled Sausage
3544,Savory Sausage
3545,Spiced Onion Cheese
3546,Spicy Smoked Sausage
3547,Succulent Sausage
3548,The Essential Brewfest Pretzel
3549,The Golden Link
3557,Alliance
3558,Horde
3559,Auchenai Key
3560,Crescent Key
3562,Key of Time
3563,Key to the City
3564,Shadow Labyrinth Key
3565,Shadowforge Key
3566,Shattered Halls Key
3567,The Scarlet Key
3568,Workshop Key
3569,Skeleton Key
3572,10x Silver Shafted Arrow
3574,Slad'ran
3575,Moorabi
3576,Drakkari Colossus
3577,Gal'darah
3578,Prince Taldaram
3579,Elder Nadox
3580,Jedoga Shadowseeker
3581,Herald Volazj
3582,Cyanigosa
3583,80 Hellfire quests
3584,54 Zangarmarsh quests
3585,63 Terokkar Forest quests
3586,75 Nagrand quests
3587,86 Blade's Edge Mountains quests
3588,120 Netherstorm quests
3589,90 Shadowmoon Valley quests
3594,Brewdoo Magic
3595,Gordok Grog
3596,Jungle River Water
3597,Long Stride Brew
3598,Mudder's Milk
3599,Ogre Mead
3600,Path of Brew
3601,Small Step Brew
3602,Stout Shrunken Head
3610,Exalted with The Aldor
3615,Squirrel
3622,Fished up Lurker
3623,Brackish Mixed School
3624,Bluefish School
3625,Mudfish School
3626,School of Darter
3627,Highland Mixed School
3628,Sporefish School
3629,Duels won
3630,Duels lost
3631,Total quests
3639,Keristrasza
3643,Anub'arak
3647,Herald Volazj
3651,The Prophet Tharon'ja
3652,Cyanigosa
3656,Gal'darah
3659,Sjonnir the Ironshaper
3663,Kronus
3667,Ley-Guardian Eregos
3669,King Ymiron
3674,Mal'Ganis
3679,Ingvar the Plunderer
3680,Win a duel
3681,Find Fish
3683,Mudskunk Lure
3684,Berserking killing blow
3685,5 Flag Carriers
3686,Obtain a companion pet
3689,Obtain 15 companion pets
3690,Obtain 25 companion pets
3692,Obtain 50 companion pets
3693,Capture a flag with 4 bases held
3698,Horde Flag Carriers
3699,Alliance Flag Carriers
3701,Prince Keleseth
3702,Skarvald the Constructor
3703,Dalronn the Controller
3704,Ingvar the Plunderer
3705,Omor the Unscarred
3706,Nazan
3708,Talon King Ikiss
3709,Kael'thas Sunstrider
3710,Keli'dan the Breaker
3711,Quagmirran
3712,The Black Stalker
3713,Nexus-Prince Shaffar
3714,Exarch Maladaar
3715,Epoch Hunter
3716,Murmur
3717,Aeonus
3718,Warlord Kalithresh
3719,Warchief Kargath Bladefist
3720,Pathaleon the Calculator
3721,Warp Splinter
3722,Harbinger Skyriss
3723,Head
3724,Neck
3725,Shoulder
3726,Chest
3727,Waist
3728,Legs
3729,Feet
3730,Wrist
3731,Hands
3732,Left Ring
3733,Right Ring
3734,First Trinket
3735,Second Trinket
3736,Cloak
3737,Weapon
3738,Ranged
3739,Steam Frog
3741,Borean Frog
3744,Cat
3745,Chicken
3746,Cow
3747,Crab
3748,Deer
3749,Ewe
3750,Fawn
3751,Frog
3752,Gazelle
3753,Hare
3754,Parrot
3755,Rabbit
3756,Ram
3757,Sheep
3758,Skunk
3759,Swine
3760,Toad
3761,Prairie Dog
3762,Aegwynn and the Dragon Hunt
3763,Aftermath of the Second War
3764,Arathor and the Troll Wars
3765,Archimonde's Return and the Flight to Kalimdor
3766,Beyond the Dark Portal
3767,Charge of the Dragonflights
3768,Civil War in the Plaguelands
3769,Empires' Fall
3770,Exile of the High Elves
3771,Icecrown and the Frozen Throne
3772,Ironforge - the Awakening of the Dwarves
3773,Kel'Thuzad and the Forming of the Scourge
3774,Kil'jaeden and the Shadow Pact
3775,Lethargy of the Orcs
3776,Mount Hyjal and Illidan's Gift
3777,Old Hatreds - The Colonization of Kalimdor
3778,Rise of the Blood Elves
3779,Rise of the Horde
3780,Sargeras and the Betrayal
3781,Sunwell - The Fall of Quel'Thalas
3782,The Alliance of Lordaeron
3783,The Battle of Grim Batol
3784,The Betrayer Ascendant
3785,The Birth of the Lich King
3786,The Dark Portal and the Fall of Stormwind
3787,The Founding of Quel'Thalas
3788,The Guardians of Tirisfal
3789,The Invasion of Draenor
3790,The Kaldorei and the Well of Eternity
3791,The Last Guardian
3792,The Lich King Triumphant
3793,The New Horde
3794,The Old Gods and the Ordering of Azeroth
3795,The Scourge of Lordaeron
3796,The Sentinels and the Long Vigil
3797,The Seven Kingdoms
3798,The Twin Empires
3799,The War of the Ancients
3800,The World Tree and the Emerald Dream
3801,War of the Spider
3802,War of the Three Hammers
3803,Wrath of Soulflayer
3804,Overcome a 500 resource disadvantage
3805,Overcome a 500 resource disadvantage
3806,Overcome a 500 resource disadvantage
3807,Overcome a 500 resource disadvantage
3808,Overcome a 500 resource disadvantage
3809,Overcome a 500 resource disadvantage
3810,Overcome a 500 resource disadvantage
3811,Overcome a 500 resource disadvantage
3812,Overcome a 500 resource disadvantage
3813,Overcome a 500 resource disadvantage
3814,Raised as a ghoul
3815,Revive (Rank 7)
3816,Vazruden the Herald
3821,15 Turkeys in 3 minutes
3822,Last man standing
3826,26157
3827,26272
3828,26273
3829,26274
3834,Anub'Rekhan
3835,Grand Widow Faerlina
3836,Maexxna
3837,Patchwerk
3838,Grobbulus
3839,Gluth
3840,Thaddius
3841,Noth the Plaguebringer
3842,Heigan the Unclean
3843,Loatheb
3844,Instructor Razuvious
3845,Gothik the Harvester
3847,Sapphiron
3849,Arcanite Fishing Pole
3850,Hook of the Master Angler
3851,Abundant Oily Blackmouth School
3852,Abundant Firefin Snapper School
3853,Lesser Oily Blackmouth School
3854,School of Deviate Fish
3855,Lesser Sagefish School
3856,Sparse Oily Blackmouth School
3857,Sparse Firefin Snapper School
3858,Sagefish School
3859,Oily Blackmouth School
3860,Firefin Snapper School
3861,Greater Sagefish School
3862,Teeming Oily Blackmouth School
3863,Teeming Firefin Snapper School
3864,Stonescale Eel Swarm
3865,Brackish Mixed School
3866,Bluefish School
3867,Mudfish School
3868,School of Darter
3869,Highland Mixed School
3870,Sporefish School
3872,Steam Pump Flotsam
3873,Bloodsail Wreckage
3874,Schooner Wreckage
3875,Waterlogged Wreckage
3876,Floating Wreckage
3879,Killed a Berserking Player
3880,Killed a Sprinting Player
3881,65 yards without dying while sloshed
3882,50 Honorable Kills with the G.N.E.R.D. buff
3883,To Hellfire and Back
3884,Mysteries of the Marsh
3885,Terror of Terokkar
3886,Nagrand Slam
3887,On the Blade's Edge
3888,Into the Nether
3889,Shadow of the Betrayer
3904,Borean Tundra
3905,Howling Fjord
3906,Dragonblight
3907,Grizzly Hills
3908,Zul'Drak
3909,Sholazar Basin
3910,Storm Peaks
3911,Icecrown
3912,90 Hellfire quests
3913,68 Terokkar Forest quests
3914,87 Nagrand quests
3915,To Hellfire and Back
3916,Mysteries of the Marsh
3917,Terror of Terokkar
3918,Nagrand Slam
3919,On the Blade's Edge
3920,Into the Nether
3921,Shadow of the Betrayer
3922,Fires Over Skettis
3923,Bomb Them Again!
3924,Defending Wyrmrest Temple
3929,Kissed Jeremiah Payson
3931,Kissed Sraaz
3932,Shoot off 10 Red Rocket Clusters in 25 seconds or less
3936,Summon Reindeer Flying Mount Tier 3.5 (Brown) (PVP Reward)
3937,Summon Reindeer Flying Mount Tier 3.0 (Brown)
3938,Summon Reindeer Flying Mount Tier 2.0 (Brown)
3939,Deadmines
3940,Ragefire Chasm
3941,Wailing Caverns
3942,Shadowfang Keep
3943,Blackfathom Deeps
3944,Stormwind Stockade
3945,Gnomeregan
3946,Razorfen Kraul
3947,Razorfen Downs
3948,Scarlet Monastery
3949,Uldaman
3950,Zul'Farrak
3951,Maraudon
3952,Sunken Temple
3953,Blackrock Depths
3954,Blackrock Spire
3955,King of Dire Maul
3956,Scholomance
3957,Stratholme
3964,Hellfire Ramparts
3965,The Blood Furnace
3966,The Slave Pens
3967,Underbog
3968,Mana-Tombs
3969,The Escape From Durnholde
3970,Sethekk Halls
3971,Shadow Labyrinth
3973,Opening of the Dark Portal
3974,The Steamvault
3975,The Shattered Halls
3976,The Mechanar
3977,The Botanica
3978,The Arcatraz
3979,Magister's Terrace
3980,Auchenai Crypts
4009,Blackwing Lair
4010,Molten Core
4011,Temple of Ahn'Qiraj
4012,Zul'Gurub
4013,Ruins of Ahn'Qiraj
4014,Karazhan
4015,Zul'Aman
4016,Gruul's Lair
4017,Magtheridon's Lair
4018,Serpentshrine Cavern
4019,The Battle for Mount Hyjal
4020,Tempest Keep
4021,The Black Temple
4022,Sunwell Plateau
4023,Heroic Hellfire Ramparts
4024,Heroic The Blood Furnace
4025,Heroic The Slave Pens
4026,Heroic Underbog
4027,Heroic Mana-Tombs
4028,Heroic The Escape From Durnholde
4029,Heroic Sethekk Halls
4030,Heroic Shadow Labyrinth
4032,Heroic Opening of the Dark Portal
4033,Heroic The Steamvault
4034,Heroic The Shattered Halls
4035,Heroic The Mechanar
4036,Heroic The Botanica
4037,Heroic The Arcatraz
4038,Heroic Magister's Terrace
4039,Heroic Auchenai Crypts
4040,Utgarde Keep
4041,The Nexus
4042,Caverns of Time: Stratholme
4043,Azjol-Nerub
4044,Ahn'kahet: The Old Kingdom
4045,Drak'Tharon Keep
4046,The Violet Hold
4047,Gundrak
4048,Halls of Stone
4049,Halls of Lightning
4050,The Oculus
4051,Utgarde Pinnacle
4056,Heroic Utgarde Keep
4057,Heroic The Nexus
4058,Heroic Caverns of Time: Stratholme
4059,Heroic Azjol-Nerub
4060,Heroic Ahn'kahet: The Old Kingdom
4061,Heroic Drak'Tharon Keep
4062,Heroic The Violet Hold
4063,Heroic Gundrak
4064,Heroic Halls of Stone
4065,Heroic Halls of Lightning
4066,Heroic The Oculus
4067,Heroic Utgarde Pinnacle
4071,Buttermilk Delight at Romantic Picnic
4072,Yellow Brewfest Stein
4073,Filled Yellow Brewfest Stein
4074,Filled Yellow Brewfest Stein
4075,Filled Yellow Brewfest Stein
4076,Filled Yellow Brewfest Stein
4077,Filled Yellow Brewfest Stein
4078,Blue Brewfest Stein
4079,Filled Blue Brewfest Stein
4080,Filled Blue Brewfest Stein
4081,Filled Blue Brewfest Stein
4082,Filled Blue Brewfest Stein
4083,Filled Blue Brewfest Stein
4090,Gain 25 crashes with your Crashin' Thrashin' Racer
4091,Money from vendors
4092,Money from questing
4093,Money looted from creatures
4111,Coren Direbrew
4112,/dance
4122,Temple City of En'kilah
4123,Steeljaw's Caravan
4124,Riplash Strand
4125,Kaskala
4126,Garrosh's Landing
4127,Death's Stand
4128,Coldarra
4129,Bor'gorok Outpost
4130,Amber Ledge
4131,Warsong Hold
4132,Valiance Keep
4134,The Geyser Fields
4135,The Dens of the Dying
4136,Kamagua
4137,Cauldros Isle
4138,Camp Winterhoof
4139,Apothecary Camp
4140,Vengeance Landing
4141,Steel Gate
4142,Scalawag Point
4143,Nifflevar
4144,Gjalerbron
4146,Ember Clutch
4147,Giant's Run
4148,Fort Wildervar
4149,Ivald's Ruin
4150,Halgrind
4151,New Agamand
4152,Skorn
4153,The Twisted Glade
4154,Utgarde Keep
4155,Westguard Keep
4157,Baelgun's Excavation Site
4158,Baleheim
4159,Galakrond's Rest
4160,Lake Indu'le
4161,Ruby Dragonshrine
4162,Obsidian Dragonshrine
4163,New Hearthglen
4164,Naxxramas
4165,Light's Trust
4166,Icemist Village
4167,Emerald Dragonshrine
4168,Coldwind Heights
4170,Angrathar the Wrath Gate
4171,Agmar's Hammer
4172,Wyrmrest Temple
4173,Westwind Refugee Camp
4174,Venomspite
4175,The Forgotten Shore
4176,The Crystal Vice
4177,Scarlet Point
4178,Conquest Hold
4179,Drak'Tharon Keep
4180,Drakil'jin Ruins
4181,Dun Argol
4182,Granite Springs
4183,Grizzlemaw
4184,Rage Fang Shrine
4185,Thor Modan
4186,Venture Bay
4187,Voldrune
4188,Amberpine Lodge
4189,Blue Sky Logging Grounds
4190,Camp Oneqwah
4191,Westfall Brigade Encampment
4192,Gundrak
4193,Drak'Sotra Fields
4194,Ampitheater of Anguish
4195,Altar of Sseratus
4196,Altar of Rhunok
4197,Altar of Quetz'lun
4198,Altar of Mam'toth
4199,Altar of Har'koa
4200,Zim'Torga
4201,Zeramas
4202,Voltarus
4203,Thrym's End
4204,Light's Breach
4205,Kolramas
4206,River's Heart
4207,The Savage Thicket
4208,The Mosslight Pillar
4209,Makers' Overlook
4210,Makers' Perch
4211,The Suntouched Pillar
4212,Rainspeaker Canopy
4213,The Lifeblood Pillar
4214,The Avalanche
4215,The Glimmering Pillar
4217,Kartak's Hold
4218,The Stormwright's Shelf
4219,Gold Earned from Auctions
4220,Auctions Posted
4221,Total Auction Purchases
4222,Highest Auction Bid
4223,Highest sale value on an auction
4224,Most gold ever owned:
4225,Money from auctions
4227,Handful of Rose Petals on Jeremiah Payson
4230,Graccu's Mince Meat Fruitcake
4238,Slaying the Beast
4239,The Defias Brotherhood
4240,Krik'thir the Gatewatcher
4244,Hadronox
4246,The Glowing Shard
4247,Arugal Must Die
4249,The Stockade Riots
4250,A Vengeful Fate
4251,The Crone of the Kraul
4252,The Grand Betrayal
4253,Rig Wars
4254,Bring the Light
4255,Bring the End
4256,The Platinum Discs 
4257,Find the Gems and Power Source
4258,Restoring the Necklace
4259,Corruption of Earth and Seed
4260,Corruption of Earth and Seed
4261,The Essence of Eranikus
4262,The Fate of the Kingdom
4263,The Royal Rescue
4264,The Heart of Hakkar
4265,The Fall of Ossirian
4266,Victory for the Alliance
4267,Victory for the Horde
4268,A Proper String
4269,The Only Prescription
4270,The Forging of Quel'Serrar
4271,Onyxia Hide Backpack
4272,Ancient Cornerstone Grimoire
4282,Deathbringer
4283,Vis'kag the Bloodletter
4284,Ring of Binding
4285,Sapphiron Drape
4286,Eskhandar's Collar
4287,Shard of the Scale
4288,Auchenai Healing Potion
4289,Bottled Nethergon Vapor
4290,Crystal Healing Potion
4291,Discolored Healing Potion
4292,Fel Regeneration Potion
4293,Greater Healing Potion
4294,Healing Potion
4295,Lesser Healing Potion
4296,Major healing Draught
4297,Major Healing Potion
4298,Major Rejuvenation Potion
4299,Minor Healing Potion
4300,Minor Rejuvenation Potion
4301,Rulkster's Secret Sauce
4302,Super Healing Potion
4303,Super Rejuvenation Potion
4304,Superior Healing Draught
4305,Superior Healing Potion
4306,Volatile Healing Potion
4307,Wildvine Potion
4308,Auchenai Mana Potion
4309,Healing Potion Injector
4310,Super Healing Potion
4311,Mana Potion Injector
4312,Super Mana Potion
4313,Bottled Nethergon Energy
4314,Crystal Mana Potion
4315,Dreamless Sleep Potion
4316,Greater Dreamless Sleep Potion
4317,Major Dreamless Sleep Potion
4318,Dreamless Sleep Potion
4319,Greater Dreamless Sleep Potion
4320,Major Dreamless Sleep Potion
4321,Fel Mana Potion
4322,Greater Mana Potion
4323,Lesser Mana Potion
4324,Mad Alchemist's Potion
4325,Mad Alchemist's Potion
4326,Major Mana Draught
4327,Superior Mana Draught
4328,Major Mana Potion
4329,Major Rejuvenation Potion
4330,Mana Potion
4331,Minor Mana Potion
4332,Rulkster's Brain Juice
4333,Superior Mana Potion
4334,Super Rejuvenation Potion
4335,Unstable Mana Potion
4336,Wildvine Potion
4337,Sheen of Zanza
4338,Spirit of Zanza
4339,Swiftness of Zanza
4340,Adept's Elixir
4341,Arcane Elixir
4342,Bloodberry Elixir
4343,Catseye Elixir
4344,Cerebral Cortex Compound
4345,Earthen Elixir
4346,Elixir of Agility
4347,Elixir of Brute Force
4348,Elixir of Camouflage
4349,Elixir of Defense
4350,Elixir of Demonslaying
4351,Elixir of Detect Demon
4352,Elixir of Detect Lesser Invisibility
4353,Elixir of Detect Undead
4354,Elixir of Draenic Wisdom
4355,Elixir of Dream Vision
4356,Elixir of Empowerment
4357,Elixir of Firepower
4358,Elixir of Fortitude
4359,Elixir of Frost Power
4360,Elixir of Giant Growth
4361,Elixir of Giants
4362,Elixir of Greater Agility
4363,Elixir of Greater Defense
4364,Elixir of Greater Firepower
4365,Elixir of Greater Intellect
4366,Elixir of Greater Water Breathing
4367,Elixir of Healing Power
4368,Elixir of Ironskin
4369,Elixir of Lesser Agility
4370,Elixir of Lion's Strength
4371,Elixir of Major Agility
4372,Elixir of Major Defense
4373,Elixir of Major Firepower
4374,Elixir of Major Fortitude
4375,Elixir of Major Frost Power
4376,Elixir of Major Mageblood
4377,Elixir of Major Shadow Power
4378,Elixir of Major Strength
4379,Elixir of Mastery
4380,Elixir of Mighty Agility
4381,Elixir of Mighty Defense
4382,Elixir of Mighty Fortitude
4383,Elixir of Mighty Mageblood
4384,Elixir of Mighty Strength
4385,Elixir of Minor Agility
4386,Elixir of Minor Defense
4387,Elixir of Minor Fortitude
4388,Elixir of Ogre's Strength
4389,Elixir of Shadow Power
4390,Elixir of Spirit
4391,Elixir of Superior Defense
4392,Elixir of Toughness
4393,Elixir of Water Breathing
4394,Elixir of Water Walking
4395,Elixir of Wisdom
4396,Elixir of the Mongoose
4397,Elixir of the Sages
4398,Elixir of the Searching Eye
4399,Fel Strength Elixir
4400,Gift of Arthas
4401,Gizzard Gum
4402,Greater Arcane Elixir
4403,Ground Scorpok Assay
4404,Lung Juice Cocktail
4405,R.O.I.D.S.
4406,Noggenfogger Elixir
4407,Onslaught Elixir
4408,The Unsent Letter
4409,An Unholy Alliance
4410,Flask of Blinding Light
4411,Flask of Chromatic Resistance
4412,Flask of Chromatic Wonder
4413,Flask of Distilled Wisdom
4414,Flask of Endless Rage
4415,Flask of Fortification
4416,Flask of Mighty Restoration
4417,Flask of Petrification
4418,Flask of Pure Death
4419,Flask of Pure Mojo
4420,Flask of Relentless Assault
4421,Flask of Stoneblood
4422,Flask of Supreme Power
4423,Flask of the Frost Wyrm
4424,Flask of the Titans
4425,Shattrath Flask of Blinding Light
4426,Shattrath Flask of Fortification
4427,Shattrath Flask of Mighty Restoration
4428,Shattrath Flask of Pure Death
4429,Shattrath Flask of Relentless Assault
4430,Shattrath Flask of Supreme Power
4431,Unstable Flask of the Bandit
4432,Unstable Flask of the Beast
4433,Unstable Flask of the Elder
4434,Unstable Flask of the Physician
4435,Unstable Flask of the Soldier
4436,Unstable Flask of the Sorcerer
4437,The Only Prescription
4439,General Drakkisath
4440,Maxwell's Mission
4441,Warlord's Command
4442, General Drakkisath's Command 
4443,General Drakkisath's Demise
4444,Blood of the Black Dragon Champion
4445,Drakefire Amulet
4446,Seal of Ascension
4447,The Lord of Blackrock
4448,The Lord of Blackrock
4449,Nefarius's Corruption
4450,Striker's Hauberk
4451,Deathdealer's Vest
4452,Conqueror's Breastplate
4453,Avenger's Breastplate
4454,Genesis Vest
4455,Stormcaller's Hauberk
4456,Doomcaller's Robes
4457,Enigma Robes
4458,Vestments of the Oracle
4459,C'Thun's Legacy
4460,"Atiesh, the Befouled Greatstaff"
4461,Weaken the Ramparts
4462,Weaken the Ramparts
4463,Stalk the Stalker
4464,Undercutting the Competition
4465,Auchindoun...
4466,Everything Will Be Alright
4467,Escape from Durnholde
4468,Terokk's Legacy
4469,Into the Heart of the Labyrinth
4470,Trial of the Naaru: Strength
4471,The Master's Touch
4472,The Opening of the Dark Portal
4473,The Warlord's Hideout
4474,Trial of the Naaru: Strength
4475,Turning the Tide 
4476,The Will of the Warchief
4477,Imprisoned in the Citadel
4478,Imprisoned in the Citadel
4479,Trial of the Naaru: Mercy
4480,How to Break Into the Arcatraz
4481,How to Break Into the Arcatraz
4482,Harbinger of Doom
4483,Trial of the Naaru: Tenacity
4484,Hard to Kill
4485,Trial of the Naaru: Strength
4486,Trial of the Naaru: Strength
4487,Imprisoned in the Citadel
4488,Imprisoned in the Citadel
4489,Trial of the Naaru: Mercy
4490,Trial of the Naaru: Tenacity
4491,A Demonic Presence
4492,Blood of the Warlord
4493,The Cudgel of Kar'desh
4494,Trial of the Naaru: Magtheridon
4495,The Fall of Magtheridon
4496,The Fall of Magtheridon
4497,The Vials of Eternity
4498,The Vials of Eternity
4499,Kael'thas and the Verdant Sphere
4500,The Fall of the Betrayer
4501,Win Strand of the Ancients
4502,Complete 100 victories in Strand of the Ancients
4504,Ambassador Jerrikar
4505,Bog Lurker
4506,Chief Engineer Lorthander
4507,Coilfang Emissary
4508,Collidus the Warp-Watcher
4509,Crippler
4510,Doomsayer Jurim
4511,Ever-Core the Punisher
4512,Fulgorge
4513,Goretooth
4514,Hemathion
4515,Kraator
4516,Marticar
4517,Mekthorg the Wild
4518,Morcrush
4519,Nuramoc
4520,Okrek
4521,Speaker Mar'grom
4522,Voidhunter Yar
4523,Vorakem Doomspeaker
4544,Onslaught Girdle
4545,Band of Sulfuras
4546,Choker of the Fire Lord
4547,Essence of the Pure Flame
4548,Perdition's Blade
4549,Crown of Destruction
4550,Leggings of Transcendence
4551,Dragonstalker's Legguards
4552,Judgement Legplates
4553,Legplates of Wrath
4554,Legplates of Ten Storms
4555,Bloodfang Pants
4556,Nemesis Leggings
4557,Netherwind Pants
4558,Stormrage Legguards
4559,Malistar's Defender
4560,Band of Accuria
4561,Cloak of the Shrouded Mists
4562,Bonereaver's Edge
4563,Spinal Reaper
4564,Therazane's Link
4565,Archimtiros' Ring of Reckoning
4566,"Ashkandi, Greatsword of the Brotherhood"
4567,Boots of the Shadow Flame
4568,Cloak of the Brood Lord
4569,"Crul'shorukh, Edge of Chaos"
4570,Lok'amir il Romathis
4571,"Mish'undare, Circlet of the Mind Flayer"
4572,Neltharion's Tear
4573,Prestor's Talisman of Connivery
4574,Pure Elementium Band
4575,Staff of the Shadow Flame
4576,Bloodfang Chestpiece
4577,Breastplate of Ten Storms
4578,Breastplate of Wrath
4579,Dragonstalker's Breastplate
4580,Judgement Breastplate
4581,Stormrage Chestguard
4582,Nemesis Robes
4583,Netherwind Robes
4584,Robes of Transcendence
4585,Belt of Never-ending Agony
4586,Cloak of Clarity
4587,Dark Edge of Insanity
4588,Dark Storm Gauntlets
4589,Death's Sting
4590,Gauntlets of Annihilation
4591,Grasp of the Old God
4592,Ring of the Godslayer
4593,Scepter of the False Prophet
4594,Vanquished Tentacle of C'Thun
4595,Cloak of the Devoured
4596,Eyestalk Waist Cord
4597,"Apolyon, the Soul-Render"
4598,Borderland Paingrips
4599,Cloak of Unforgivable Sin
4600,Coif of Alleria
4601,Cover of Ursol the Wise
4602,Cowl of Gul'dan
4603,Cowl of Light's Purity
4604,Crown of Anasterian
4605,Crux of the Apocalypse
4606,Dark Conjuror's Collar
4607,Duplicitous Guise
4608,Golden Staff of the Sin'dorei
4609,Hammer of Sanctification
4610,Hand of the Deceiver
4611,Handguards of Defiled Worlds
4612,Handguards of the Dawn
4613,Helm of Burning Righteousness
4614,Sunflare
4615,Tattered Cape of Antonidas
4616,Thalassian Ranger Gauntlets
4617,"Thori'dal, the Stars' Fury"
4618,Antonidas's Aegis of Rapt Concentration
4619,Apostle of Argus
4620,Bristleblitz Striker
4621,Cataclysm's Edge
4622,Leggings of Eternity
4623,Legguards of Endless Rage
4624,Mail of Fevered Pursuit
4625,Midnight Chestguard
4626,Robes of Rhonin
4627,Savior's Grasp
4628,Scepter of Purification
4629,Tempest of Chaos
4630,Cowl of Absolution
4631,Hood of Absolution
4632,Hood of the Malefic
4633,Lightbringer Faceguard
4634,Lightbringer Greathelm
4635,Lightbringer War-Helm
4636,Gronnstalker's Helmet
4637,Onslaught Battle-Helm
4638,Onslaught Greathelm
4639,Skyshatter Headguard
4640,Skyshatter Helmet
4641,Skyshatter Cover
4642,Slayer's Helm
4643,Cowl of the Tempest
4644,Thunderheart Cover
4645,Thunderheart Headguard
