ID,Text_lang,Text1_lang
82153,Look what dragged itself through my jungle. Fresh meat!,
82154,"We won't go without a fight, Deadeye.",
82155,It looks like you could use a hand.,
82156,No! Fight me instead!,
82157,GOOOO... FIND... KHADGARRRR....,
82178,,Yay! Thank you thank you thank you SO much!
82179,"I thought everyone forgot about me. Thank you, $Gkind mister:kind lady;!",
82180,"Wow, did you fight off all the orcs? You're strong!",
82182,,<The little girl wails inconsolably.>
82199,"With luck, the small ones will now flee, and we can begin construction.",
82215,"We won't go without a fight, Deadeye.",
82258,Mm.,
82259,This slaver and torturer knows nothing of honor.,
82260,We cannot hide here forever.,
82261,Step into my arena and die with honor.,
82262,"You have entered my arena, strangers. You will either leave it as victors, or as corpses.",
82263,Such is the way of the SHATTERED HAND.,
82264,"A combat arena. This may be a trap, but at least we will die with honor.",
82361,,"Hurry, Yrel. Your hammer's might will help us greatly."
82486,I'll move forward and scout their gates while you're taking out those catapults. Lok'tar ogar!,
82494,"Commander, Over here!",
82496,Damn these ogres and their magic! I can't find a way to bring the barrier down so we're just going to have to sneak in around it.,
82497,"I'll go first and clear the way, meet me on the other side.",
82525,"Blood and thunder, what a battle!",
82530,Let's kill some ogres!,
82568,"Fly with me, hero. We will assist them from above!",
82569,The purifying light of the naaru is both our hammer AND shield.,
82570,They are at the very temple gates - fly closer! Hurry!,
82571,Circle back. We must clear the steps.,
82572,Exarch Akama! Watch your flanks!,
82573,"Thank you, old friend!",
82574,Never again will you orcish hordes darken the light of Karabor!,
82575,Press onward. By the light of the naaru!,
82576,"Carry the light, brothers and sisters!",
82577,We've done all we can from up here...,
82578,We did it! We broke the blockade!,
82579,We've broken the main siege. We should meet with our forces on the ground.,
82580,These are the last of our forces. We'll stay here to hold the temple gates.,
82581,"Champion, I need you to fight your way to the harbor.",
82582,,"I'll approach the enemy from the south. Light of the naaru, guide you."
82583,,"Champion, the naaru has come to aid us. We must defend it while it gathers power!"
82584,,We've done it! Now to put an end to this assault...
82585,Witness the TRUE power of the Iron Horde!,
82586,ENOUGH. Play time is over. I will deal with you myself.,
82587,,Up there! The fleet commander shows himself.
82588,,What is the naaru doing?
82589,It is done. Victory is ours!,
82590,,"Hero, you fought fearlessly. For that, please accept my thanks."
82592,"Greetings, savior of my people!",
82593,"If you are hearing this message, it means that I am no more - but Karabor is safe.",
82594,I owe you an explanation.,
82595,The naaru that we draenei revere are creatures of pure light.,
82596,"But if their death is near, they lose their essence, collapsing into creatures of shadow.",
82597,"When we draenei first arrived on this world, naaru accompanied us. But they could not stop our vessel from crashing.",
82598,"The ""Dark Star"" that appeared in the skies above Draenor that terrible night was no celestial body.",
82599,"It was a fallen naaru, ejected from our vessel in moments of panic and terror. Its name was K'ara.",
82600,"What was once a creature of faith and beauty became a dark and hungering God, a living font of darkness.",
82601,"We owed K'ara a great debt. Without the naaru's aid, my people would never have escaped our homeworld of Argus.",
82602,To see K'ara's transformation into shadow was a heavy burden to bear. When the naaru returned to us... I did what I had to do.,
82603,"Remember, life is the light, and light is life itself. They may be exchanged, but nothing is ever lost.",
82676,Darkness... comes...,
82677,The shadows grow closer!,
82678,The Dark Star approaches...,
82679,The void will consume all...,
82684,"Tank ya, mon. Dese Warsong be trixie an' got de drop on ol' J'wan.",
82685,I'm off ta Samedi's realm. I be seein' ya.,
82687,WARLORD BLACKHAND,WARLORD BLACKHAND
82688,LEADER OF THE BLACKROCK ORCS,LEADER OF THE BLACKROCK ORCS
82711,"I 'preciate da blessin', mon. De Lord of de Grave smile upon ya.",
82712,Dey's someting in Oshu'gun pullin' on me soul. I gonna hava look.,
82714,What dis? I be dead!,
82715,I gonna haunt dese Warsong foreva. Stay away from de voodoo.,
82716,AHHHHHHHHHHHHHHHHHHHHHHHH!,AHHHHHHHHHHHHHHHHHHHHHHHH!
82847,"Furies of the Throne of Elements, we answer your call. How may we serve?",
82858,Commander! When I heard the ogre's death cry I came as soon as I could. Did everything go well?,
82860,Someone call for a lift?,
82963,"You three! Follow $p onto the battlefield, and listen for my call.",
82964,I have a plan.,
82969,"And the Raven Mother spoke to me: Krikka, you are my dear child. You shall seek out my other wayward children and bring them back to the nest.",
82970,"When all of the flock have gathered the end shall come. The world will be torn asunder in a great catastrophe! Fear not, for the Raven Mother will save us!",
82971,The Raven Mother will come from the heavens for her children. We will rise upon her great ebon wings to take our rightful place in her dark kingdom!,
82972,Until that time comes give your praise to the Raven Mother! Look after her great kin for guidance and strength. May she cast her shadow upon you!,
82973,Scribe! Did you get all of that?,
82974,"Yes, High Ravenspeaker.",
82975,Praise the Raven Mother!,
82993,"With the keystone, you will be able to pass through, alone. Once inside, deactivate their shields and we will join you.",
83044,,Ared would not want to see me standing here crying like this. Let's go to this armory of yours.
83045,,"This looks amazing! If only Ared was alive to see this, he would be so proud!"
83047,The docks. Run to the docks. Run. RUN!,
83048,"Come at me, Hellscream!",
83049,"Don't be a fool, Ga'nar - Run! We will fight another day.",
83050,,Look out!
83051,,Keep moving. I see the ships ahead.
83052,Their entire army is behind us.,
83053,,Their entire army is behind us.
83054,Where now?,
83056,Head for the ships at the end of the road.,
83057,"This way. Go, go, go!",
83058,"There is no place to run, outsiders. This is MY world. We will find you!",
83060,"We Frostwolves will be waiting for you, Hellscream! You, your ogres, your whole Iron Horde... You're as good as dead!",
83061,"Ignore his threats. We will go to Shadowmoon for reinforcements. This time, the draenei will triumph.",
83062,Let's get underway then. We will need to build a stronghold if we hope to end the Iron Horde threat. And we're going to need help from the natives.,
83063,To Shadowmoon!,
83064,To the home of the Frostwolves!,
83102,,I'll move forward and scout their gates while you're taking out those catapults. Dioniss aca.
83105,,"Commander, over here!"
83106,,That magical barrier is too strong for our explosives to break open. I can't find a way to bring it down so we're going to have to sneak in around it.
83107,,"I'll go first and clear the way, meet me on the other side."
83127,That danged army should be here any minute. Let's move!,
83132,Personnel evacuation system engaged.,
83145,,"By the light, what a battle!"
83154,,Lets do this!
83203,That was close.,
83204,"There is no turning back. We press on, through the very jaws of the beast.",
83255,Who knew the draenei held such... delicious treasures in their temple?,
83256,"Do you dare challenge me, defenders of Auchindoun?!",
83257,Sever my bonds... and the portal falls...,
83258,Such decadence... it will all burn.,
83259,Yes... Yes!,
83260,Grommash will pay for his arrogance.,
83261,The legion comes for you.... We will feast on these souls.,
83262,"Do not delay, mortal. I can feel the life-essence of your armies fading. There will be time for regret later...",
83263,We will meet again... $n.,
83264,"Gul'dan, such foolishness. This gift... so much more than you could ever know....",
83265,Long have I waited...,
83266,...hungered... to be more...,
83268,"And now, all shall bow before me!",
83282,The bonds weaken. Freedom will be mine!,
83285,Everyone - find cover!,
83312,,Giving away our position. The fool brought a genesaur down on us.
83324,"What do we have here? A hero? Gorgrond is no place for heroes, my friend.",
83338,They fired on Veil Akraz!,
83339,It's just... gone...,
83340,"Come, we must go!",
83386,Free at last.,
83387,"I swear, by the spirit of my father, I WILL MAKE THEM PAY.",
83388,Gah!,
83389,Ugh - oh!,
83390,Well now.,
83391,I'd say we made an impact.,
83406,Looks like we arrived just in time.,
83431,"Free at last! Join me in the ogre mound when you are done, and we shall slay the ogre chieftain together.",
83635,"Bring them to me alive, Roltall. They will fetch an excellent price.",
83688,The Iron Horde have landed upon these shores. It is our task to make them regret it.,
83711,In here!,
83718,"We cannot stay here long. Soon, the entirety of the Iron Horde will be upon us.",
83719,"$n, our champion, will stay back and disrupt the enemy camp. The rest of us will seek safe passage through the jungle.",
83720,"Good luck, $n.",
83721,"Fight well, $n.",
83762,AAAAAAHHHHHHHHHH!,
83774,,"Exarch, have your soulbinders meet me at my camp. I intend to stop Teron'gor before he unleashes more demons."
83775,We must stop Teron'gor before this world falls... as so many others have.,
83778,"Don't worry, $n. We've got your back!",
83834,,"Come on, we need to get going pronto!"
83847,"Here you are, miss Pinchwhistle!",
83848,,"About time! Come on, Gazwitz."
83849,,"Of course, ma'am."
83850,,"Supervising of course. Now, get moving!"
83959,"Well done, $n.",
83960,This cave will serve us well.,
84009,"Follow me, and stay close.",
84020,"Now - kill your hundred, or die trying!",
84021,"Sorry, but we don't have that kind of time.",
84022,"Hmph. I only counted ninety-nine kills, wizard.",
84023,Then I guess we owe you one.,
84024,"Everyone, with me!",
84025,"Quickly! Into the cave, before they thaw.",
84062,We've done all we can from up here...,
84086,After them! Don't let them get away!,
84108,I am pleased. I could watch you rats fight for hours.,
84122,"Exarch Maladaar, take Qiana with you and scout the cave.",
84123,As you wish.,
84124,$n - I have a special job for you.,
84125,"Lady Liadrin, take Olin with you and scout the cave.",
84126,,At your command.
84248,"Your scurrying is at an end, rats.",
84249,"Not so fast, Ner'zhul.",
84250,Yes... step closer! I will bury you alive for the glory of the Iron Horde!,
84268,Worthless...,
84374,I've seen it in my dreams... these strangers from other worlds would burn everything we've fought for.,
84375,But it is orc blood that runs in the veins of Draenor!,
84376,"Go forth, Iron Horde!  Make corpses of our enemies.",
84377,For the glory of Grommash!,
84445,"Where is my power, ogre?",
84446,Your power? (It's MY power!),
84447,"You will obey, disciple. Hand over its reins.",
84448,I think not. (We're done taking orders from you!),
84463,We've learned much from K'ure. (We're writing a book.),
84464,You're insane.,
84465,"Run away, old man. (Soon Highmaul will burn. Then, the world!)",
84566,In death... I am free...,
84576,Those Iron cowards were using us as conduits to power their portal. They will regret that.,
84577,The Shadow Council thanks you.,
84580,Seek out Gul'dan if you truly wish to stop the Iron Horde. (Gul'dan! Gul'dan powers the portal!),
84581,Gul'dan! Gul'dan powers the portal!,
84658,"I admit, even in Socrethar's madness, there was a hint of truth.",
84659,"He questioned our complacency. Perhaps we have been too content, too SAFE, hiding here on Draenor.",
84660,"A call is coming, hero. I feel it, large and looming, just beyond the horizon. When the time  comes, the draenei must answer.",
84662,,"Today, we have defeated one of Gul'dan's strongest allies."
84663,,"Without their leader, the Sargerei will crumble. The Auchenai will soon be able to reclaim their city."
84665,,"For now, we can consider this a monumental victory. Thank you, hero."
84866,"Our only course of action is to retreat. Everyone, with me!",
84872,Cho'gall!,
84873,Guards! Stop him!,
84874,Seal the gates! Protect the palace! Highmaul will never fall to the likes you.,
84883,"You thought to imprison us, Mar'gok? (You could never control us!)",
84884,Destroy them all. Raze this city to the ground! (The stones will be ours! All shall fall to darkness!),
85014,Operations in Tanaan go well. The Citadel is almost complete.,
85015,"I am keeping a close eye on the Highmaul ogres, Warchief. So far, they remain... obedient.",
85016,"What of you, Blackhand?",
85017,"Alliance and Horde forces strike at the Foundry, but they are nothing I cannot handle.",
85018,"Again, Blackhand? All I hear are excuses.",
85019,Azuka! How goes the search for the alpha?,
85020,,"Well, Warchief. We need only the Heart of Gorgorek to give it life."
85021,Good. I will have you deal with the other-worlders as well. Or... do you lack the bloodlust of your forefathers?,
85022,,"My blade skills surpass those of my sires, Warchief. I can clean up Blackhand's mess."
85023,Hrahh... I will slice off your tongue for that!,
85024,Ahahaha... bold words from my newest Warlord. Very well!,
85026,Carry forth your ancestral blade. Bathe it in the blood of our enemies. Show me its legendary power.,
85027,"Prove yourself, Azuka, and I shall esteem you among my Warlords.",
85028,,"Don't worry, little mouse. I haven't forgotten about you. I'll take care of you... later."
85041,"Hang tight, $Gsir:my lady;. I'm here to help you.",
85049,Don't worry about me. I know my way around here.,
85050,I'll poke around here. See if you can find anything elsewhere in the camp.,
85052,What do you know about Grommash Hellscream's plans?,What do you know about Grommash Hellscream's plans?
85058,"Grommash Hellscream met with his Warlords - Blackhand, Kargath Bladefist, Kilrogg Deadeye, and Azuka Bladefury. I'd watch out for Azuka... it seems she is charged with destroying the Alliance forces here on Draenor.",
85060,"<Written on a nearby piece of paper:$B$BWe have uncovered Gorgorek the Worldrender, an ancient magnaron frozen in the stone pools of Gorgrond.$B$BThe Warsong elders believe this magnaron was a once-powerful alpha, with the ability to command lesser beings of its own kind.$B$BAncient clan records suggest that the beast can be awakened.>","<Written on a nearby piece of paper:$B$BWe have uncovered Gorgorek the Worldrender, an ancient magnaron frozen in the stone pools of Gorgrond.$B$BThe Warsong elders believe this magnaron was a once-powerful alpha, with the ability to command lesser beings of its own kind.$B$BAncient clan records suggest that the beast can be awakened.>"
85061,<Scraps of paper surround the map of Blackrock Foundry. They look like manufacturing orders for war machines.>,<Scraps of paper surround the map of Blackrock Foundry. They look like manufacturing orders for war machines.>
85062,"<This map bears many markings within Tanaan Jungle, including drawings of fortifications and troop movements. Hellscream seems quite interested in that region.>","<This map bears many markings within Tanaan Jungle, including drawings of fortifications and troop movements. Hellscream seems quite interested in that region.>"
85098,,"Kajassa got ya, mon. I be here ta help ya."
85099,,Shhhh... keep dem eyes an' ears open.
85109,"I've heard of Warlord Bladefury. She is a masta a da blade, undefeated across da orc clans. Those who underestimate her, die.",
85110,"She be ambitious, clever, an' cruel. Now dat she has risen ta Warlord, we had betta watch our backs.",
85111,"I have heard of Warlord Bladefury. She is a master of the blade. Many underestimate her, but she is undefeated across the orc clans.",
85112,"She is ambitious, clever, and cruel. Now that she has risen to power, I fear we must face her soon.",
85175,"Is everyone in their places? Good, let us begin!",
85179,"It was written in the ""Tome of the Falling Sands"", ""Time waits for no one"". The Raven Mother knew we would have one who is not of the flock here for the ritual! Oh, You are truly blessed!",
85270,"Get on in there, champ!",
85374,[Placeholder Scene!],
85430,What good are a handful of slaves against the Blackrock war machine?,
85431,Blackrocks... CRUSH THEM!,
85560,Khadgar! Get us out of here!,
85680,,So it is true. The heart CAN infuse life into these creatures.
85681,,"Ah, hero... I knew you would come. You are just in time to witness the heart's power."
85682,,"This magnaron walked Draenor before the first orc took breath. And now, it... and an endless army of these destroyers... bend to MY will!"
85683,,"Follow me, $n. She's up this way."
85700,But first... I think I need to wash my hands. I will meet you back at your camp.,
85708,"Commander, what's wrong?",
85734,,Argghh! Looks like we'll have to deal with that gronn.
85735,,"Well, at least we took care of that thing. Come on, hero. We'd better report this back to headquarters."
85811,What progress do you have to report? This better not be like last time!,
85812,,We have learned how to dominate the minds of gronn.
85813,Good. Finish your work and bring them to me.,
85814,,"Yes, Commander Gar."
86013,Many leagues of deadly land yet stand between us and the Blackrock.,
86015,,We should have brought an army to fight the Iron Horde!
86019,,"Ha! Your size makes you weak, giant."
86074,They took Corporal Thukmar!,
86212,,For the light!
86245,"Commander, our aerial squadron has weakened the magnaron, but we're pinned out here. We need your help to assault the main compound.",
86246,"I don't like da look a' dis ting, hero.",
86250,,"Ah, welcome, Vindicator Yrel. I see you have come for Maladaar's trial."
86251,,The spirits sense your purpose. They already grow eager to challenge you.
86252,,It is my honor to face the heroes of the ancient past. They will not find me lacking.
86253,,"Good luck, Lady Yrel."
86254,"Yrel, this is how I always wished to see you. Do not let me down.",
86255,,"Greetings, teacher. Let me show you what I have learned in my travels."
86256,"You have exceeded all my hopes, Yrel. You may proceed.",
86257,,"Now, to lay Maraad's ashes to rest."
86258,Yrel... how you have grown since last we met. But... is it enough? Are you worthy of leading our people?,
86259,"Now, it is my turn to test your strength.",
86260,"When you face a more powerful foe, will you stand strong?",
86261,,"Do not fear, for I will stand!"
86262,"When our people look to you, will you be ready to command?",
86263,,I shall not let them down!
86264,"When all hope is lost, will you... still... fight?",
86265,,I shall never yield!
86266,,I... can...
86267,"When you look inside yourself and see only darkness, can you still find the Light?",
86268,What was that?,
86269,,Because... in this world... we are never...
86270,,"Hero! Use the hammer, now!"
86271,Yrel... it is true. The student has surpassed the teacher. You are ready.,
86272,If only Prophet Velen could see you now... he would be proud.,
86273,"Rise, Yrel. It is your charge to unite the draenei. Prepare them for what's to come.",
86274,Farewell...,
86275,,"Maraad, my friend... be at peace."
86276,,"Thank you, hero. I will meet up with you later. I just need a moment to pay my respects to the ancestors."
86277,"One final trial awaits, Yrel. US!",
86278,"You have chosen your champion. Now, let us begin!",
86279,"Ahh, I am defeated.",
86280,,Such strength!
86281,I submit!,
86282,"Yrel, today, you have completed the trials of the exarch.",
86283,"You have proven courage, kindness, faith, and strength... pillars upon which our society has arisen.",
86284,"However, we measure a leader not only by her merit, but also by the character of her companions.",
86285,"Champion, we have watched you throughout this trial.",
86286,"We saw your bravery in Frostfire, your persistence in Nagrand, and your loyalty in Auchindoun.",
86287,Your dedication to Lady Yrel proves to us that she is worthy. We did not choose the next Exarch. YOU did.,
86288,"Yrel, do not forget that an exceptional leader inspires greatness in others. Trust in your people, and trust in yourself.",
86289,"Now, RISE...",
86290,EXARCH YREL!,
86294,,"Gaze upon the source of your demise, heroes."
86295,,This magnaron walked Draenor before the first orc took breath.  And now it bends to my will.
86296,,"It will crush your armies and your pitiful fortress.  But first, it will crush YOU!"
86297,"The beast is defeated, but we cannot rest yet. One enemy still remains.",
86298,I am needed near the gates. Warchief Hellscream has been spotted on the battlefield.,
86299,Find Bladefury. Bring me her head!,
86300,"Taz'dingo! Well fought, mon. But we ain't leavin' until da she-orc be dead.",
86301,I be needed near da main gate. Dey say Grommash has joined da battle.,
86302,Take care a  Bladefury. Bring me her head!,
86303,,"I grow tired of our games, little mouse. It's time to finish this."
86304,,My blade thirsts for your blood!
86305,,No... noooo... Warchief... I have... failed you...
86306,,Halt! Hellscream approaches.
86307,Look! Hellscream shows himself.,
86308,,The battle is finished! We've routed the Iron Horde and pushed them back to the gates!
86309,The Iron Horde is never beaten! I will NEVER surrender!,
86310,"I will remember this day, heroes. I will remember your names and your faces, and when the time comes, I will carve you limb from limb.",
86373,The entrance to the main vestibule opens!,
86374,The barrier behind Exarch Hataaru slides open!,
86377,The teleporter to the central platform is now active!,
86467,,ALONE!
86586,"Thanks, pal! You're a life saver!",
86635,Knowledge is half the battle.,
86636,"Keep your wits about you, commander.",
86637,The battle is heating up. We must push forward!,
86638,This is our chance to send the Iron Horde scattering. Steel yourself. We must hold the front line!,
86673,"Good luck $r, I am going to find a nice warm fire!",
86678,,"Good luck, $r. Don't waste time, ever!"
86715,"If you dare challenge me, I will be waiting in Tanaan Jungle. You will find only death beyond these gates.",
86747,,"Follow me, hero!"
86748,,"Give up, Grommash! Look around you. You are beaten!"
86749,,"Very well, Grommash... then we will come for you."
86750,,"Congratulations, hero. This victory is ours."
86775,"Commander, our rylak riders have weakened da magnaron, but we're pinned outside. We need ya help ta break inta da main compound.",
86786,,The battle is finished. We've pushed the Iron Horde army back to the gates.
86788,"Lay down your weapons, Grommash! Look around you. You are lost.",
86789,"Wait then, Grommash. Wait, because we are coming for you.",
86790,"Thank you, hero.  Today, we taste victory! Lok'tar ogar!",
86947,My next pet won't be so easy!,
86948,All's fair in tiny monkeys and war.,
86949,"What? How?? I will have my revenge, you liver-scented codswallup!",
86950,"A fitting conclusion to yet another epic battle, featuring me!",
86951,Prepare for the smiting of a lifetime!,
86952,"Ah, lucky for you I was not paying attention this time!",
86958,"As powerful as I am, I cannot be everywhere at once.",
86959,"But you, commander, are my greatest resource. Between the skill of your allies and the might of your garrison, there is not a stronghold that can withstand you.",
86960,"Under your leadership, the full might of the Alliance expeditionary force will engage the Iron Horde.",
86961,"Under your command, the Horde's greatest warriors will engage Grommash and his army.",
86962,But I will be concentrating on the single greatest threat to the safety of Azeroth:,
86963,Gul'dan. Darkness incarnate.,
86964,"In all my years, Gul'dan is the craftiest, most diabolical foe I have ever encountered. I hold myself accountable for his release.",
86965,We MUST find and eliminate Gul'dan and his nascent Shadow Council network.,
86966,"With your help, I can track him down. I will ask a great deal of you. I will task you to the very edge of your abilities.",
86967,But I will also help you as much as I am able. Together we will create for you an artifact of legendary power.,
86968,"With a core forged from the heart of Draenor's sun, this ring is a foundation upon which we will build a wonder.",
86969,...there! It is done. Now to find Gul'dan.,
86970,"Follow me, commander!",
86971,"Once we locate Gul'dan, we may have to move quickly...",
86972,"My eyes are open: Van shalach, om aeschis, khaz'tolim!",
86973,"Come on, come on... Where are you...",
86974,Wait - here - what...?,
86975,Hiding! He's countering my spell.,
86976,"Champion, killing Teron'gor must've shaken him up. That's good. But now he knows we're getting closer.",
86977,We need... more power!,
86979,,We'll track you from the air!
86980,The trail will not be easy to follow. Start by heading east.,
86981,,Follow the trail of time anomalies like this.
86982,,Here! It looks like Garrosh came down this way alone after he first arrived on Draenor. But where was Kairoz?
86983,Look at Garrosh. His hands are bound. But he's alone. When did he and Kairoz part ways?,
86984,,Hmmm... That ogre shouldn't be here. Something strange must've happened up on this ridge.
86985,Who is that?,
86986,,That's Kairoz in disguise. Garrosh killed him! But where was the body?
86987,We must be close!,
87018,I know now how to defeat Gul'dan's magic and reveal the Shadow Council. But we'll need more power.,
87020,We will have to tear artifacts from the very heart of the Ogre Empire.,
87021,I can help you. Let us augment the power of that ring of yours...,
87022,"Hold out your hand, and step into the light!",
87023,"I'm sorry, I should've mentioned that you would be... slightly killed.",
87026,Marvelous... we have everything we need!,
87027,Gul'dan will NOT be able to hide from my gaze this time.,
87028,,"Archmage, be careful."
87030,We have him where we want him!,
87031,"My eyes are open: Val'mir, khar abra, mal ozymius...",
87032,"Come, come, come... I will find you...",
87033,...there! Gul'dan! He is -,
87034,You! The human mage from Tanaan...,
87035,I have found you!,
87036,"I've been inquiring about you, ""Khadgar."" It would seem we have a history.",
87037,Then you know how this ends. Give yourself up.,
87038,Your clumsy magic works both ways. I have also found you.,
87039,,"Archmage, look ou-"
87040,Foolish mage. Your death will be excruciatingly slow. I only wish I could be there to enjoy it.,
87041,,Champion - The archmage!
87055,,"Be still, Khadgar. Garona's dagger was enchanted."
87056,%s groans in pain.,
87057,,This wound is grisly. You should see a priest.
87061,"No - no priest. Cordana, stitch me up.",
87072,"Come, this way. This will only hurt - well, quite a bit actually.",
87073,"The power once reserved for the Sorcerer Kings, I place in your hands.",
87074,"Omnivus, al-vitrade! Arcanum totalus!",
87075,,"These are dangerous forces you're working with, archmage."
87076,Our friend needs them. The hardest trials are yet to come.,
87085,,I'll be keeping my eyes on you.
87086,,"Good luck, champion. Be careful in that foundry!"
87087,"Now, stand perfectly still.",
87088,"This magic is extremely reliable and - maybe a tiny bit fatal. Hold still, I said!",
87089,"I draw my strength, from the HEART of Draenor...",
87090,"Come, Grommash. Drink.",
87091,I told you - get out!,
87092,They assault your foundry. They murder your allies. Mine is the only way.,
87093,Go!,
87095,,It worked.
87096,"I maintain a pair of goblin jumper cables for just such an emergency. Are you well, commander?",
87098,Come with me. Gul'dan will not give up control of his pet without a fight.,
87099,,"Just kill me and be done with it, archmage."
87100,"I'm not here to kill you, assassin.",
87101,,%s reels in pain.
87102,Where is your master? Tell me!,
87103,,Burn... in a thousand... hells...
87104,You first. Where is Gul'dan!?,
87105,,Argghgh - he - will undo you -
87106,Where is he hiding?,
87107,,Archmage...
87108,TELL ME!,
87109,,%s grasps her head.
87110,,"Khadgar, stop! What's the difference between this and torture?"
87111,But she knows...,
87112,,I don't even know what you're fighting for anymore.
87113,You - you're right. Gul'dan has butchered her mind already.,
87114,"I am sorry, Garona. We will find another way.",
87156,"If she is searching for this ""Heart of Gorgorek,"" then we must find it before her. I will notify you as soon as I learn more.",
87157,"Commander, this will be a protracted campaign. I should have more information for you in a week's time.",
87158,"If she and da Iron Horde be searchin' for dis ""Heart a Gorgorek,"" den we must find it first. I will send for ya when I hear more.",
87159,"Commander, dis will be a long campaign. I will have more information for ya in a week's time.",
87198,"It looks like everyone is in position. Ka'alu, give the signal and get us out of here!",
87393,There are still Iron Horde in the northern courtyard.,
87419,"Gro the Uncreator, I call to you!",
87420,"The spirits of the Laughing Skull have spoken. We must join together to fight our common enemy, the Iron Horde!",
87421,Yes! It is working! The spirits were right!,
87423,Xuk...,
87447,"Ahhh, there it is. There's MY artifact. How foolish of me to trust Brak with something so valuable.",
87448,"It's a shame that you're too late to stop me. Surrender the artifact, and I will allow you to escape with your lives.",
87449,"Hahahaha, so be it! IRON HORDE, ADVANCE!",
87450,See what weapons I have in my arsenal!,
87451,You will never withstand the might of Goc!,
87452,RELEASE THE IRON STARS!,
87453,"Gronnlings, attack!",
87454,ARGH... UNBELIEVEABLE! You will DIE for your insolence! I'LL TEAR YOU LIMB FROM LIMB!,
87455,NO! I will DIE before I let you take what is mine! YOU... WILL NOT... WIN... THIS... WAR! AAARRRRGHH!,
87456,"Hahaha! Not so confident now, are we?! Face me on even ground, cowards!",
87556,The Laughing Skull will rise again!,
88053,,"It is done! As for you, I think it is fitting that one of my tools dispatches the others..."
88605,For Skettis!,
88606,"You trust your eyes too much, fool.",
88712,,"The Light prevails, because WE stand against the darkness."
88942,,What ARE these creatures?
88945,"Go ahead, Ga'nar. Take the clan. Slay your own brother in cold blood. See who follows you then.",
88946,You think THIS is what father wanted?,
88948,My totem will empower you!,
88949,Stand nearby to use my totem's strength.,
88950,Stand beside my totem to gain its power.,
89096,,My wolves will tear your pets apart!
89106,,%s glares intensely at you.
89372,Come! You have your orders. I ride for Tanaan.,
89379,I only hope my people will understand.,
90001,,"Oh, this should be interesting.  You don't mind if I take notes, do you?"
90002,,"It's easy to see why objects such as these would have been highly prized by their cultures!  Er, sorry about your pets."
90003,,Very interesting results.  Thanks for helping me test them out!
90004,,"Well, what can you expect from something that's been buried in the ground for a millennium?"
90005,,"In its native culture, that pet might have been revered as a martyr."
90006,,"Huh, I kinda thought that might happen."
90007,,"Fortunately, Gyraxle can repair anything.  Even himself."
90008,,"Now, was that result the device performing as expected, or did it just explode?"
90009,,All in the name of science.
90011,,I've got bandages in my field kit if you need some...
90012,,You have to respect the ingenuity of such an ancient device.
90014,,I'll add a special thanks to your pet when I publish this research.
90019,,Here we go!
90020,,Oh my pets did so good.  They're going to get so many extra snuggles for that.
90021,,"Oh, that's okay I guess.  Doodle will need a new eye though."
90022,,"Don't worry, I'll kiss the boo-boo all better."
90023,,Soup will make you all better!
90024,,Oh no!
90025,,"She's not dead, she's just sleeping."
90026,,We'll put the rainbow bandage on that.
90027,,Oh no!
90028,,Is your pet sleeping too?
90029,,"You can make your pet all better, right?"
90032,,"You are lucky my wolves are not yet full grown, or else you would have been the meal."
90033,,Only defeat truly exposes our weaknesses.  This loss will improve their training.
90034,,That one was too stupid.
90035,,That one did not lack courage.
90036,,That one won't make that mistake again.
90037,,That one was too slow.
90038,,That one will need some healing.
90039,,A good kill.
90040,,A clean kill.
90041,,Hardly even a challenge.
90042,,Why are your pets so weak?
90043,,An easy kill.  My wolves will learn nothing.
90044,"Gladiators, kill!",
90045,I remain the greatest warlord in all of Nagrand!,
90046,What?  How is this possible?  You must have cheated!,
90047,What is one death when I have an army of three?,
90048,My gladiators fight to the death!,
90049,You make Tarr angry!,
90050,"I told you to kill, not die!",
90051,"Haha, puny $r has puny pets.",
90052,Gladiator smash!,
90053,Are you not entertained?,
90054,Tarr will rock you!,
90055,This is why Tarr is the greatest warlord in all of Nagrand!,
90058,,"I may be small, but if you hurt my pets, I'll hurt you."
90059,,Thanks $gMister:Lady;!  I bet 100 coppers on this fight.
90060,,This is just like the time my home town was overrun by demons.
90061,,"It's okay, they're used to dying."
90062,,Not the first time someone has hunted that one to the ends of the earth.
90063,,Easy now!  I paid a pretty copper for that one.
90064,,I'll sell ya a Stone of Jordan if you promise not to do that again.
90065,,Bad luck just runs in my family.
90066,,"Sorry, $gMister:Lady;."
90067,,"Don't throw that one away, it can still be fixed up."
90068,,That's right!  My pets are from the mean streets of Caldeum.
90069,,"That's a bit of bad luck there, $gMister:Lady;."
90072,Our hopes lie in what these pets will become.  They are sacred to us.,
90073,Glory to Anzu!,
90074,We are Arakkoa.  We are not broken by a single defeat.,
90075,A bad omen.,
90076,Anzu protect your children!,
90077,No!  The guardians cannot fall!,
90078,Doom and gloom!  Dooooooooom and glooooooom!,
90079,The curse of Sethe is upon us.,
90080,A good omen.,
90081,The strength of the Arakkoa is with us.,
90082,The raven god blesses us today.,
90083,The guardians stand strong.,
90084,Anzu protects his children.,
90087,,"Pay attention, $n.  Strength is often found where you least expect it."
90088,,I hope you have learned something today.
90089,,I hope you have learned something today.
