ID,Name_lang,HordeName_lang
1758,Weapons,
1759,Contracts,
1760,Skyriding,
1761,Runes and Sigils,
1762,Mysteries,
1763,Scrolls,
1764,Section II - Draconium,
1765,Section I - Serevite,
1766,Minable Creatures,
1767,Reagents,
1768,Recrafting,
1770,Fishing Spots,
1771,Tuskarr Fishing Gear,
1772,Fishing Gear,
1773,Fishing Gear Upgrades,
1774,Ring Enchantments,
1775,Boot Enchantments,
1776,Bracer Enchantments,
1777,Chest Enchantments,
1778,Cloak Enchantments,
1779,Weapon Enchantments,
1780,Profession Tool Enchantments,
1781,Rods and Wands,
1782,Illusory Goods,
1783,Shatters,
1784,Recrafting,
1785,Recrafting,
1786,Shields,
1788,Appendix II - Overload,
1789,Crafting Tool Missives,
1790,Gathering Tool Missives,
1791,Refinement,
1792,Finishing Reagents,
1793,Section I - Hochenblume,
1794,Section III - Saxifrage,
1795,Section II - Bubble Poppy,
1796,Section IV - Writhebark,
1797,Appendix II - Overload,
1798,Finishing Reagents,
1799,Skyriding - Renewed Proto-Drake,
1800,Skyriding - Windborne Velocidrake,
1801,Skyriding - Highland Drake,
1802,Skyriding - Cliffside Wylderdrake,
1803,Magical Merchandise,
1804,Skinning Details,
1805,Dragon Isles Fishing,
1806,Freshwater,
1807,Saltwater,
1808,Specialty Fishing,
1809,General Fishing,
1810,Decayed Patterns,
1811,Elemental Patterns,
1812,Bestial Patterns,
1813,Recrafting,
1814,Appendix I - Boundless Knowledge,
1815,Appendix I - Boundless Knowledge,
1818,Section III - Khaz'gorite,
1819,Optional Reagents,
1820,Optional Reagents,
1824,Orcish Cuisine,
1838,Ancient Plans,
1839,Ancient Patterns,
1840,Ancient Formulas,
1841,Ancient Techniques,
1842,Ancient Patterns,
1855,Artisan Curios,
1856,Artisan Curios,
1857,Artisan Curios,
1858,Artisan Curios,
1859,Artisan Curios,
1860,Artisan Curios,
1861,Artisan Curios,
1862,Artisan Curios,
1863,Artisan Curios,
1864,Delicious and Nutritious,
1870,Primordial Stones,
1871,Infusions of Power,
1872,EZ-Thro,
1873,Skyriding - Winding Slitherdrake,
1874,Glyphs,
1877,Legendary,
1878,Legendary,
1879,Bestial - Obsidian Combatant,
1880,Bestial - Crimson Combatant,
1881,The Ruby Feast,
1882,Legendary,
1886,Ancient Designs,
1887,Ancient Schematics,
1891,Bestial - Verdant Combatant,
1892,Shipments,
1893,Shipments,
1894,Legendary,
1895,Legendary,
1896,Legendary,
1897,Khaz Algar Alchemy - Header,
1898,Khaz Algar Recipes,
1899,Khaz Algar Blacksmithing - Header,
1900,Khaz Algar Plans,
1901,Khaz Algar Cuisine - Header,
1902,Khaz Algar Cuisine,
1903,Khaz Algar Enchanting - Header,
1904,Khaz Algar Formulas,
1905,Khaz Algar Engineering - Header,
1906,Khaz Algar Schematics,
1907,Khaz Algar Fishing - Header,
1908,Khaz Algar Fishing,
1909,Khaz Algar Herbalism - Header,
1910,Khaz Algar Herbalism,
1911,Khaz Algar Inscription - Header,
1912,Khaz Algar Techniques,
1913,Khaz Algar Designs - Header,
1914,Khaz Algar Designs,
1915,Khaz Algar Leatherworking - Header,
1916,Khaz Algar Patterns,
1917,Khaz Algar Mining - Header,
1918,Khaz Algar Mining,
1919,Khaz Algar Skinning - Header,
1920,Khaz Algar Skinning,
1921,Khaz Algar Tailoring - Header,
1922,Khaz Algar Patterns,
1924,Section I - Bismuth,
1925,Section II - Aqirite,
1926,Section III - Ironclaw,
1927,Appendix I - Boundless Knowledge,
1928,Appendix II - Overload,
1933,Appendix I - Boundless Knowledge,
1934,Appendix II - Overload,
1935,Supply Shipments,
1936,Herb Shipments,
1937,Basic Training,
1938,Ore Shipments,
1939,Skinning Shipments,
1940,Food Shipments,
1941,Cloth Shipments,
1943,Recrafting,
1944,Alchemy Essentials,
1945,Recrafting,
1946,Jewelcrafting Essentials,
1947,Recrafting,
1948,Recrafting,
1949,Inscription Essentials,
1950,Tailoring Essentials,
1959,Skyriding - Grotto Netherwing Drake,
1960,Gem Shipments,
1969,Bestial - Draconic Combatant,
1972,Reagents,
1973,Potions,
1974,Flasks,
1975,Phials,
1976,Transmutations,
1977,Alchemist Stones,
1978,Cauldrons,
1979,Basic Concoctions,
1980,Vicious Flasks,
1981,Novelties,
1986,Ambivalent Amber,
1987,Extravagant Emeralds,
1988,Ostentatious Onyxes,
1989,Radiant Rubies,
1990,Stunning Sapphires,
1991,Lavish Luxuries,
1992,Jewelry,
1993,Competitor's Crafts (PvP),
1994,Profession Equipment,
1995,Basic Reagents,
1996,Prisms,
1997,Benevolent Blasphemite,
1998,Optional Embellishments,
1999,Khaz Algar Herbalism - Header,
2000,Khaz Algar Herbalism,
2001,Section I - Mycobloom,
2002,Section II - Luredrop,
2003,Section III - Orbinid,
2004,Section IV - Blessing Blossom,
2005,Section V - Arathor's Spear,
2008,Finishing Reagents,
2009,Refinement,
2010,Competitor's Crafts (PvP),
2011,Competitor's Leather (PvP),
2012,Competitor's Plate (PvP),
2013,Competitor's Crafts (PvP),
2014,Competitor's Armaments (PvP),
2015,Competitor's Mail (PvP),
2016,Armor,
2018,Arathi,
2019,Smelting,
2020,Nerubian,
2021,Weapons,
2022,Embellishments,
2023,Finishing Reagents,
2024,Profession Equipment,
2025,Other,
2026,Embellished Gear,
2029,Refinement,
2030,Skinning Details,
2031,Quest Techniques,
2032,Bait Recipes,
2033,Fishing Lure Recipes,
2034,Ore Refinement,
2035,Tracking,
2036,Tracking,
2037,Tracking,
2038,Tracking,
2039,Tracking,
2040,Tracking,
2041,Tracking,
2042,Tracking,
2043,Tracking,
2044,Mulch,
2045,Devices,
2046,Leather Armor,
2047,Mail Armor,
2048,Bestial Patterns,
2049,Nerubian Patterns,
2050,Arathi Patterns,
2051,Reagents,
2052,Consumables,
2053,Consumables,
2054,Profession Equipment,
2055,Inks,
2056,Reagents,
2057,Combat Stats,
2058,Embellishments,
2059,Weapons,
2060,Runes,
2061,Glyphs,
2062,Profession Equipment,
2063,Scrolls,
2064,Mysteries,
2065,Contracts,
2066,Profession Treatises,
2067,Competitor's Crafts,
2068,Common Fish,
2069,Uncommon Fish,
2070,Rare Fish,
2071,Hearty Meals,
2072,Snacks,
2073,Quick and Easy,
2074,A Full Belly,
2075,Nutritious and Delicious,
2076,Best of the Best,
2077,Cooking For Others,
2078,Crisp and Refreshing,
2079,Shadow-Infused Feasts,
2080,Potluck Meals,
2081,Desserts,
2086,Profession Stats,
2087,Prepared Ingredients,
2088,Earthen Enchantments,
2089,Arathor Enchantments,
2090,Nerubian Enchantments,
2091,Algari Illusions,
2092,Mana Oils,
2093,Reagents,
2094,Rods and Wands,
2095,Shattering,
2098,Woven Cloth,
2099,Woven Dawn,
2100,Woven Dusk,
2101,Garments,
2102,Optional Reagents,
2103,Finishing Reagents,
2104,Profession Accessories,
2105,Spellthread,
2106,Embroidered Bags,
2107,Tinker's Essentials,
2108,Geared For Combat,
2109,Profession Equipment,
2110,Explosives,
2111,Parts,
2112,Tinkers,
2113,Safety Components,
2114,Cogwheels,
2117,Everburning Forge,
2118,Frameworks,
2119,Stonework,
2120,Angler's Log,
2121,Embellishments,
2122,Algari Weaverline,
2123,Test Your Ability,
2124,Secret Recipes,
