ID,SourceText_lang
5149,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5150,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (55)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t
5151,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (20)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5152,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (25)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5153,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (30)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5154,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (40)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t
5155,|cFFFFD200Profession Trainer: |rNorthrend Blacksmithing (35)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5156,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (40)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5157,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (40)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5158,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5159,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5160,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5161,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5162,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5163,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5164,|cFFFFD200Profession Trainer: |rNorthrend Jewelcrafting (25)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5165,|cFFFFD200Profession Trainer: |rInscription (125)|n|cFFFFD200Cost: |r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t
5166,|cFFFFD200Profession Trainer: |rInscription (175)|n|cFFFFD200Cost: |r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t
5167,|cFFFFD200Profession Trainer: |rInscription (225)|n|cFFFFD200Cost: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t
5168,|cFFFFD200Profession Trainer: |rInscription (275)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5169,|cFFFFD200Profession Trainer: |rOutland Inscription (25)|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5170,|cFFFFD200Profession Trainer: |rNorthrend Inscription (25)|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5171,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (25)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5172,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (25)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5173,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (25)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5174,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5175,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5176,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5177,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5178,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5179,|cFFFFD200Profession:|r Northrend Alchemy|n|cFFFFD200Discovery:|r Northrend Alchemy Research
5180,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (20)|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5181,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (20)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5182,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5183,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5184,|cFFFFD200Vendor: |rLogistics Officer Brighton|n|cFFFFD200Zone: |rHowling Fjord|n|cFFFFD200Faction: |rAlliance Vanguard - Exalted|n|cFFFFD200Cost: |r400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLogistics Officer Silverstone|n|cFFFFD200Zone: |rBorean Tundra|n|cFFFFD200Faction: |rAlliance Vanguard - Exalted|n|cFFFFD200Cost: |r400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5185,|cFFFFD200Vendor: |rGara Skullcrush|n|cFFFFD200Zone: |rBorean Tundra|n|cFFFFD200Faction: |rHorde Expedition - Exalted|n|cFFFFD200Cost: |r400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSebastian Crane|n|cFFFFD200Zone: |rHowling Fjord|n|cFFFFD200Faction: |rHorde Expedition - Exalted|n|cFFFFD200Cost: |r400|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5186,|cFFFFD200Profession Trainer: |rNorthrend Engineering (75)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5187,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5188,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5189,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5190,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (25)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5191,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5192,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5193,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5194,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5195,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5196,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5197,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5198,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5199,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5200,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (25)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5201,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5202,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5203,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5204,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5205,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5206,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5207,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5208,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5209,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5210,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (25)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5211,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5212,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5213,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5214,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (1)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5215,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5216,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5217,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5218,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (10)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5219,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5220,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (20)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5221,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (25)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5222,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (5)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5223,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (65)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5224,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (65)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5225,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (25)|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5226,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (30)|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5227,|cFFFFD200Vendor: |rSairuk|n|cFFFFD200Zone: |rDragonblight|n|cFFFFD200Faction: |rThe Kalu'ak - Revered|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTanaika|n|cFFFFD200Zone: |rHowling Fjord|n|cFFFFD200Faction: |rThe Kalu'ak - Revered|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5228,|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Honored|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5229,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (40)|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5230,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5231,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5232,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5233,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5234,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5235,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5236,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5237,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5238,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (50)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5239,|cFFFFD200Profession Trainer: |rNorthrend Leatherworking (45)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5240,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5241,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5242,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5243,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5244,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5245,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5246,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5247,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5248,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5249,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5250,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5251,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5252,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5253,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5254,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5255,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5256,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5257,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5258,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5259,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5260,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5261,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5262,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5263,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5264,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5265,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5266,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5267,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5268,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5269,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5270,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5271,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r3|Hitem:38425|h|TINTERFACE\ICONS\INV_MISC_LEATHERSCRAP_19.BLP:0|t|h
5272,|cFFFFD200Profession Trainer: |rNorthrend Alchemy (25)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5273,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5274,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5275,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5276,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5277,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5278,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5279,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5280,|cFFFFD200Vendor: |rBraeg Stoutbeard|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r2|Hitem:44128|h|TINTERFACE\ICONS\INV_MISC_PELT_14.BLP:0|t|h
5281,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (1)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t
5282,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (50)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5283,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (50)|n|cFFFFD200Cost: |r18|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5284,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r18|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
5285,|cFFFFD200Profession Trainer: |rNorthrend Tailoring (45)|n|cFFFFD200Cost: |r18|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
