ID,QuestTitle_lang,BulletText_lang
43932,Forces of Oppression,
43943,Withered Army Training,
43951,An Overdue Debt,
43959,Stelleris Shakedown,
43963,Vampirates!,
43964,A Jarl's Feast,
43985,A Dark Tide,
44002,Undersea Survey,
44010,WANTED: Oreth the Vile,
44011,Lost Wisp,
44012,WANTED: Siegemaster Aedrin,
44013,WANTED: Guardian Thor'el,
44015,WANTED: Mal'Dreth the Corruptor,
44016,WANTED: Cadraeus,
44017,WANTED: Apothecary Faldren,
44018,WANTED: Magister Phaedris,
44019,WANTED: Lieutenant Strathmar,
44021,WANTED: Hertha Grimdottir,
44022,WANTED: Shal'an,
44023,WANTED: Siegemaster Aedrin,
44024,WANTED: Shal'an,
44025,WANTED: Oreth the Vile,
44026,WANTED: Mal'Dreth the Corruptor,
44027,WANTED: Magister Phaedris,
44028,WANTED: Lieutenant Strathmar,
44029,WANTED: Hertha Grimdottir,
44030,WANTED: Guardian Thor'el,
44031,WANTED: Cadraeus,
44032,WANTED: Apothecary Faldren,
44033,"Aw, Nuts!",
44044,Felled Experiment,
44048,Nagana Happen,
44049,Evil Has Many Legs,
44050,The Felsworn Must Fall,
44054,Demonicide,
44067,Consolidating Power,
44113,DANGER: Achronos,
44114,DANGER: Magistrix Vilessa,
44118,DANGER: Auditor Esiel,
44119,"DANGER: Volshax, Breaker of Will",
44121,DANGER: Az'jatar,
44122,DANGER: Sorallus,
44157,Withered Wrangling: Tel'anor,
44158,Withered Wrangling: Falanaar,
44185,WANTED: Sanaar,
44186,WANTED: Broodmother Shu'malis,
44187,DANGER: Cinderwing,
44189,DANGER: Bestrix,
44190,DANGER: Jade Darkhaven,
44191,DANGER: Karthax,
44192,DANGER: Lysanis Shadesoul,
44193,DANGER: Sea King Tidross,
44194,DANGER: Torrentius,
44287,DEADLY: Withered J'im,
44289,WANTED: Arru,
44290,WANTED: Bristlemaul,
44291,WANTED: Crawshuk the Hungry,
44292,WANTED: Majestic Elderhorn,
44293,WANTED: Slumber,
44294,WANTED: Sekhan,
44298,WANTED: Dreadbog,
44299,WANTED: Darkshade,
44300,WANTED: Seersei,
44301,WANTED: Bahagar,
44302,WANTED: Seersei,
44303,WANTED: Dreadbog,
44304,WANTED: Darkshade,
44305,WANTED: Bahagar,
44494,Brood of Alexstrasza,
44730,Ravaged Dreams,
44737,Helarjar Landing: Grey Shoals,
44744,Lifelines,
44746,Helarjar Landing: Rockaway Coast,
44748,Winged Terrors,
44751,No Soldier Left Behind,
44759,The Vale of Dread,
44765,Stranglethorn Fishing Extravaganza,
44769,Arming the Populace,
44776,Feelin' Floppy,
44780,Backlash,
44784,Advanced Wanding,
44786,Midterm: Rune Aptitude,
44788,Work Study: Bestiaries of Azsuna,
44799,Safe Keeping,
44801,Defending Shal'aran,
44802,Ancient Guidance,
44805,In the Thick of It,
44811,Help on the Way,
44812,Running on Empty,
44813,Ley Line Interference,
44815,Sick of the Sycophants,
44816,Continued Exposure,
44817,Stirring the Swarm,
44823,Thunder Totem Cleanup Detail,
44846,Clearing the Path,
44847,Straight From the Source,
44856,Cut the Cattitude,
44857,"Not There, Not Then, Not Forever",
44867,Contain their Advance,
44884,Defense of Emerald Bay,
44892,Snowfeather Swarm!,
44893,Direbeak Swarm!,
44894,Bloodgazer Swarm!,
44895,Sharptalon Swarm!,
44923,Helarjar Landing: Vrekt,
44932,The Nighthold: Ettin Your Foot In The Door,
44933,The Nighthold: Wailing In The Night,
44934,The Nighthold: Creepy Crawlers,
44935,The Nighthold: Gilded Guardian,
44936,The Nighthold: Supply Routes,
44937,The Nighthold: Focused Power,
44938,The Nighthold: Love Tap,
44939,The Nighthold: Seeds of Destruction,
44942,Wind in Their Feathers,
44943,Now That's Just Clawful!,
45032,Like the Wind,
45035,The Call of Battle,
45046,Like the Wind,
45047,Like the Wind,
45048,Like the Wind,
45049,Like the Wind,
45058,Release the Wardens!,
45068,Barrels o' Fun,
45069,Barrels o' Fun,
45070,Barrels o' Fun,
45071,Barrels o' Fun,
45072,Barrels o' Fun,
45134,The Soul Harvesters,
45178,Contagion Containment,
45203,Battle for the Ruins,
45307,Claws for Alarm!,
45358,Contagion Containment,
45379,Treasure Master Iks'reeged,
45390,Souls of the Vrykul,
45439,An Invasion of... Murlocs?,
45472,Kraken Eggs,
45473,A Giant Problem,
45520,Behind Enemy Portals,
45531,Creeping Fel,
45541,How Do YOU Like It?!,
45542,Behind Enemy Portals,
45549,Salving the Corruption,
45550,Salving the Corruption,
45559,Behind Enemy Portals,
45626,Set You Up the Bomb!,
45651,The Ruins of Ahn'Qiraj: Ossirian,
45653,Kill it with Fire!,
45654,Ahn'Qiraj: C'Thun,
45655,The Colossus of Ashi,
45656,Lesser Wind Stones,
45657,Silithyst,
45674,The Colossus of Regal,
45675,The Colossus of Zora,
45694,Arachnicide,
45736,The Ruins of Ahn'Qiraj: Ossirian,
45737,Ahn'Qiraj: C'Thun,
45738,The Colossus of Ashi,
45739,Lesser Wind Stones,
45740,Silithyst,
45741,The Colossus of Regal,
45742,The Colossus of Zora,
45743,Judgment of Odyn,
45744,Fall of the Felskorn,
45776,Keys are a Crutch,
45786,Feast of the Hounds,
45791,War Materiel,
45792,Occultist Onslaught,
45793,Occultist Onslaught,
45797,Playing with Green Fire,
45804,Impvasion!,
45805,The Burning Keys,
45806,Boat Tour,
45807,Garbage Fishing,
45808,Beach Ball Bash,
45809,"Grog, Rum, and Ale",
45810,The Gnomes Stole Our Bombs!,
45811,The Goblins Stole Our Bombs!,
45837,Creeping Fel,
45878,Exterminating with Impunity,
45921,Thal'xur,
45922,Agmozuul,
45923,Gloth,
45924,Abyssal Monstrosity,
45925,Nez'val,
45926,Zar'teth,
45927,Zagmothar,
45928,Gelthrak,
45929,Purging the Flames,
45930,We Didn't Start the Fire,
45934,Fowl Play,
45969,Defense of the Ancient,
45970,Duty's End,
45972,The Accursed Thicket,
45973,Unchecked Power,
45977,Where There is a Whip...,
45985,Hellish Scavengers,
45988,Ancient Bones,
46001,Rules of the Hunt,
46006,Arkuthaz,
46008,Balnazoth,
46010,Bonecrusher Korgolath,
46011,Colossal Infernal,
46012,Fel Commander Urgoz,
46013,Firecaller Rok'duun,
46014,Gelthrog,
46015,Idra'zuul,
46016,Magdrezoth,
46017,Shel'drozul,
46021,Thel'draz,
46032,The Tormented Return,
46046,Life's a Lich,
46063,The Wailing Dead,
46066,I Fel Bat For You,
46068,Brute Wrangling,
46072,Full Fel,
46073,Break Their Garrison,
46075,Relic Hunting,
46076,Restless Spirits,
46077,Felbound Spirits,
46104,Arachnid Toxicity,
46105,Arachnid Superiority,
46109,Stand!,
46111,Illidari Masters: Sissix,
46112,Illidari Masters: Madam Viciosa,
46113,Illidari Masters: Nameless Mystic,
46116,On Unhallowed Grounds,
46126,Fel-Corrupted Feathers,
46134,Gemcutter Needed,
46135,Gemcutter Needed,
46136,Gemcutter Needed,
46137,Gemcutter Needed,
46138,Gemcutter Needed,
46139,Gemcutter Needed,
46146,The Burning Shores,
46160,The Shackled Void,
46161,Felcaller Thalezra,
46162,Subjugator Val'rek,
46163,Thaz'gul,
46164,Mal'serus,
46165,Kazruul,
46166,Garthulak the Crusher,
46167,Kozrum,
46168,Commander Vorlax,
46169,Dro'zek,
46170,Thar'gokk,
46175,Rolling Thunder,
46179,Crushing the Legion,
46180,Power of Our Enemy,
46183,Commander Zarthak,
46184,Gelgothar,
46185,Iroxus,
46186,Ix'dreloth,
46187,Larthogg,
46188,Orgrokk,
46189,Shel'zuul,
46190,Ulgrom,
46191,Balinar,
46192,Zar'vok,
46193,Borne of Fel,
46194,Wolves of the Legion,
46195,Swarming Skies,
46196,Class Dismissed,
46197,From the Skies They Fel,
46198,Gems of Destruction,
46201,By Water Be Purged,
46209,A Flare In The Dark,
46212,Get Them Up,
46216,Congealed Corruption,
46236,Stonebound Soldiers,
46261,The Taste of Corruption,
46262,Save the Tadpoles!,
46263,Weaving Fel Webs,
46264,Their Eyes Are Upon Us,
46265,The Fel and the Fawns,
46279,Zargrom,
46288,Everyone to the Front,
46308,Leave a Trail,
46325,The United Front,
46360,Simply Stunning,
46500,Tomb of Sargeras: Legend of the Deep,
46502,Tomb of Sargeras: Hand of the Legion,
46503,Tomb of Sargeras: A Lesson in Pain,
46504,Tomb of Sargeras: Crushing Depths,
46505,Tomb of Sargeras: Lost But Not Forgotten,
46506,Tomb of Sargeras: Life After Death,
46507,Tomb of Sargeras: The Dread Stalker,
46508,Tomb of Sargeras: Azshara's Reach,
46707,Minion! Kill That One Too!,
46750,Battery Backup,
46752,On Borrowed Wings,
46754,Magical Beasts,
46755,Mission: Felraging,
46756,Mission: Felrage Destruction,
46761,Brew Bandits,
46762,Storm Brew Hustle,
46763,Drol'maz,
46766,Ulgthax,
46811,The Broodmother's Wrath,
46814,Call of the Frostwyrm,
46817,Infernal Downfall,
46821,Creepy Crawlies,
46822,Natural Selection,
46825,Mud Mucking,
46829,Elemental Abuse,
46833,Nature Unshackled,
46844,Cathedral of Eternal Night: Mistress of Blades,
46865,Cathedral of Eternal Night: Mother of Flame,
46866,Torture Chamber,
46867,Cathedral of Eternal Night: Fel Beast,
46868,Cathedral of Eternal Night: Infernal Dead,
46869,Cathedral of Eternal Night: Temptress of Pain,
46932,A Tad More Corruption,
46933,Felrglrglrglrgl,
46942,The Cost of Power,
46945,Si'vash,
46947,Brutallus,
46948,Malificus,
47061,Apocron,
47132,Fel Fire and Ice,
47135,For Their Own Good,
47456,Calming the Void,
47496,Bunker Buster,
47507,Khazaduum,
47527,Rituals of Heresy,
47542,Siegemaster Voraan,
47551,Lessons of Fire and Pain,
47552,Mistress Il'thendra,
47561,Blistermaw,
47563,Spirits of the Fallen,
47566,Gar'zoth,
47567,Umbra'jin,
47624,Bury It,
47625,The Ritual We Share,
47646,Rope Around,
47647,Monsters of Zem'lan,
47704,Ranishu Feeding Frenzy,
47705,Behind Legion Lines,
47707,Melting Down,
47712,The Devastator,
47720,Eternal Vengeance,
47722,Watertusk,
47724,Besieged,
47728,Talestra the Vile,
47756,The Libation's Liberation,
47797,Occupation Hazard,
47828,Memories of the Fallen,
47833,Shadowcaster Voruun,
47834,X'ue,
47839,Angry Troll Spirit,
47842,Asheva: Defiled Pools,
47844,Recurring Madness,
47858,Security: Engaged,
47875,Irixus: Legion Shipyard,
47876,Sholoth: Slave Pits,
47953,Tereck the Selector,
47969,Fallhaven's Curse,
47996,Mawfiend Extermination,
48091,Vagath the Betrayed,
48093,Nagating the Threat,
48094,Void Clot,
48095,Dark Experimentation,
48096,Core Mechanics,
48097,Gatekeeper's Review: Cunning,
48098,Garden Pests,
48099,Hostile Echology,
48100,The Defense of Eredath,
48101,Bully Pulpit,
48102,Scale Samples,
48103,Gatekeeper's Review: Tenacity,
48105,Peer Review,
48106,No Love Lost,
48175,Hidden in the Hollows,
48181,Nooooope,
48192,Tar Spitter,
48282,Imp Mother Laglath,
48284,Reap the Fields,
48285,Aerial Superiority,
48286,Crystal Methods,
48287,Harvesters of Sorrow,
48318,Work Order: Lightblood Elixirs,
48323,Work Order: Tears of the Naaru,
48337,Work Order: Astral Glory,
48338,Supplies Needed: Astral Glory,
48349,Work Order: Empyrium,
48358,Supplies Needed: Empyrium,
48359,Work Order: Fiendish Leather,
48360,Supplies Needed: Fiendish Leather,
48363,Work Order: Florid Malachite,
48364,Work Order: Hesselian,
48373,Work Order: Lightweave Cloth,
48374,Supplies Needed: Lightweave Cloth,
48386,Jed'hin Tournament,
48465,Vrax'thul,
48466,Ven'orn,
48467,Puscilla,
48474,Crypt Keepers,
48502,"Naroua, King of the Forest",
48503,Vindicator Hakbi,
48509,Commander Sathrenael,
48510,Commander Vecaya,
48511,Commander Endaxis,
48512,Sister Subversia,
48514,Slumbering Behemoths,
48525,Break Them to Splinters,
48526,Scuttled,
48543,Kandak,
48545,Strange Ecologies,
48588,Purge the Infection,
48592,Holding the Spire,
48614,Woeful Implications,
48615,War Never Changes,
48624,Who Let The Dogs Out?,
48625,Ahalt'cob,
48637,Cleansing Fire,
48640,The Immortal Squadron,
48662,Short Fuses,
48680,Not the Bees!,
48691,Soul Chain,
48694,Soultwisted Monstrosity,
48696,Wrangler Kravos,
48698,Kaara the Pale,
48701,Baruut the Bloodthirsty,
48722,Feasel the Muffin Thief,
48723,Vigilant Thanos,
48724,Vigilant Kuro,
48725,Venomtail Skyfin,
48726,Turek the Lucid,
48727,Captain Faruq,
48728,Umbraliss,
48729,Ataxon,
48730,Sorolis the Ill-Fated,
48731,Herald of Chaos,
48732,Sabuul,
48733,Jed'hin Champion Vorusk,
48734,Overseer Y'Beda,
48735,Overseer Y'Sorna,
48736,Overseer Y'Morna,
48737,Instructor Tarahna,
48738,Zul'tan the Numerous,
48739,Commander Xethgar,
48740,Skreeg the Devourer,
48777,Den of Fiends,
48780,Gladius,
48783,Nobody Expects Them,
48827,Varga,
48828,Lieutenant Xakaar,
48829,Wrath-Lord Yarez,
48830,Inquisitor Vethroz,
48831,Commander Texlaz,
48832,Admiral Rel'var,
48833,Ritual Completion,
48834,Worldsplitter Skuul,
48835,Houndmaster Kerrax,
48836,Watcher Aival,
48837,All-Seer Xanarian,
48852,Stopping Zardrax,
48866,Void Warden Valsuran,
48867,Chief Alchemist Munculus,
48875,Mix It Up,
48931,Behemoths Awakened,
48934,Mark of the Damned,
48936,Slithon the Last,
48951,Seat of the Triumvirate: Voidmaw,
48952,Throw Them a Bone,
48953,Seat of the Triumvirate: Darkcaller,
48957,Seat of the Triumvirate: Void-Blade Zedaat,
48958,Ritual Interruption,
48959,Seat of the Triumvirate: Dark Fissures,
48983,Mining Regulation,
48985,Seat of the Triumvirate: Twilight-Harbinger Tharuul,
49013,A Jolt of Power,
49041,Ruinhoof,
49042,Foulclaw,
49043,Baneglow,
49044,Retch,
49045,Deathscreech,
49046,Gnasher,
49047,Bucky,
49048,Snozz,
49049,Gloamwing,
49050,Shadeflicker,
49051,Corrupted Blood of Argus,
49052,Mar'cuus,
49053,Watcher,
49054,Bloat,
49055,Earseeker,
49056,Pilfer,
49057,Minixis,
49058,One-of-Many,
49068,Quelling the Cove,
49300,Creature Corruption,
49315,Dreadpearl Collusion,
49345,Buried Treasure,
49367,Tracking Quest,
49368,Tracking Quest,
49369,Tracking Quest,
49397,Sausage Party,
49406,Zalamar Slaughter,
49413,Scamps With Scrolls,
49444,Underfoot,
49529,Spring Cleaning,
49675,Tracking Quest,
49695,Tracking Quest,
49739,Enemies at the Gate,
49800,Atal'Dazar: Spiders!,
49809,Atal'Dazar: From the Shadows,
49888,Atal'Dazar: A Little Mojo,
49918,Gorilla Gorge,
49994,Sliding with Style,
50000,Beastly Dealings,
50009,Shipwreck Recovery Crew,
50072,Test WQ Quest [RNM],
50080,Raiding the Raiders,
50091,Village Repair,
50133,Weed Whacking,
50164,Polly Want A Cracker?,
50178,Trouble in the Rootway,
50234,Crews of Freehold,
50267,Xu'e,
50287,Unending Gorilla Warfare,
50295,Like Pulling Teeth,
50296,Billy Goat Barber,
50299,Gryphon Wranglin',
50315,Not On the Itinerary,
50322,A Feathery Fad,
50324,Picturesque Fizzsprings Resort,
50357,Reclaiming the Mine,
50369,Bruin Potions,
50421,Sparring on the Spar,
50443,Down to the Roots,
50448,Reclaiming Corlain,
50459,Vugthuth,
50461,Zujothgul,
50468,Shul-Nagruth,
50474,The Other Side,
50483,Underlord Xerxiz,
50488,Ancient Jawbreaker,
50489,Xu'ba,
50490,Uroku the Bound,
50491,Corpse Bringer Yal'kar,
50492,Cursed Chest,
50496,Glompmaw,
50497,Krag'wa's Favor,
50498,Gutrip,
50499,Gwugnug,
50501,Queen Tzxi'kik,
50502,Jax'teb the Reanimated,
50503,Juba the Scarred,
50505,Kal'draxa,
50506,King Kooba,
50507,Krubbs,
50509,Lo'kuno,
50510,Overstuffed Saurolisk,
50511,Bajiatha,
50512,Scout Skrasniss,
50513,Tainted Guardian,
50514,Totem Maker Jash'ga,
50515,Venomjaw,
50516,Wardrummer Zurula,
50517,Mala'kili and Rohnkor,
50518,Zanxib,
50519,Za'amar,
50521,Scorched Earth,
50524,Purify the Temple,
50527,Behind Mogu Lines,
50529,The Spirits Within,
50540,Rally the Rastari,
50545,Forked Lightning,
50547,Knives of Zul,
50548,Enforcing the Will of the King,
50549,Absolutely Barbaric,
50559,Getting Out of Hand,
50564,Azerite Infused Slag,
50566,Lost Scroll,
50568,Chag's Challenge,
50570,Azerite Infused Elemental,
50571,Eggstermination,
50572,Bloody Intrusion,
50574,Preservation Methods,
50577,Unaccounted For,
50578,Bring Ruin Again,
50581,Scrolls and Scales,
50587,Nagative Feedback,
50591,Son of a Bee,
50592,Tiny Terror,
50619,What Goes Up,
50633,Pterrible Ingredients,
50634,Save Our Scrolls!,
50636,Ravoracious,
50648,Bubbles and Trouble,
50650,Smashing Zalamar,
50651,Cut Off Potential,
50652,Biting the Hand that Feeds Them,
50660,Survival Strategy,
50665,Cancel the Blood Troll Apocalypse,
50667,Past Due,
50676,River Toll,
50689,It's the Pits,
50695,It's Never Time for Cannibalism,
50717,"Don't Stalk Me, Troll",
50718,Agent of Death,
50735,Burial Detail,
50737,Silence the Speakers,
50744,Refresh Their Memory,
50747,No Good Amani,
50756,Subterranean Evacuation,
50765,Herding Children,
50767,The Scrimshaw Gang,
50776,False Prophets,
50779,A Clean Slate,
50782,Word on the Streets,
50786,Revenge of Krag'wa,
50792,Taking Bribes,
50805,Skycaller Shutdown,
50813,Cargo Reclamation,
50845,Kul'krazahn,
50846,Headhunter Lee'za,
50847,Twisted Child of Rezan,
50848,Brgl-Lrgl the Basher,
50849,Witch Doctor Habra'du,
50850,Tia'Kawan,
50851,Mor'fani the Exile,
50852,Lady Seirine,
50853,Umbra'rix,
50854,Crimsonclaw,
50855,Old R'gal,
50857,Golrakahn,
50858,Sky Queen,
50859,Kandak,
50861,Torraske the Eternal,
50862,Bloodbulge,
50863,Avatar of Xolotal,
50864,Atal'zul Gotaka,
50866,Zayoos,
50867,Tambano,
50868,Bramblewing,
50869,Kiboku,
50870,G'Naat,
50871,Daggerjaw,
50872,Warcrawler Karkithiss,
50873,Strange Egg,
50874,Hakbi the Risen,
50875,Darkspeaker Jo'la,
50876,Murderbeak,
50877,Gahz'ralka,
50885,Lei-zhi,
50899,"Don't Stalk Me, Troll",
50936,Survival Strategy,
50957,Wrath of Rezan,
50958,Watch Your Wallets,
50959,Plundering Pirates,
50961,Save Our Scrolls!,
50962,Cargo Reclamation,
50964,Ritual Combat,
50966,Cleanup Crew,
50969,Emergency Management,
50975,Azerite Mining,
50977,Smuggler Shakedown,
50981,Work Order: Riverbud,
50982,Work Order: Star Moss,
50983,Work Order: Akunda's Bite,
50984,Work Order: Winter's Kiss,
50985,Work Order: Siren's Pollen,
50986,Work Order: Sea Stalk,
50987,Work Order: Monelite Ore,
50989,Work Order: Storm Silver Ore,
50991,Work Order: Blood-Stained Bone,
50992,Work Order: Calcified Bone,
50993,Work Order: Coarse Leather,
50994,Work Order: Tempest Hide,
50995,Work Order: Shimmerscale,
50996,Work Order: Mistscale,
50997,Work Order: Tidespray Linen,
50998,Work Order: Deep Sea Satin,
50999,Work Order: Riverbud,
51000,Work Order: Star Moss,
51002,Work Order: Akunda's Bite,
51003,Work Order: Winter's Kiss,
51004,Work Order: Siren's Pollen,
51005,Work Order: Sea Stalk,
51006,Work Order: Monelite Ore,
51007,Work Order: Storm Silver Ore,
51008,Work Order: Blood-Stained Bone,
51009,Work Order: Calcified Bone,
51010,Work Order: Coarse Leather,
51011,Work Order: Tempest Hide,
51012,Work Order: Shimmerscale,
51013,Work Order: Mistscale,
51014,Work Order: Tidespray Linen,
51015,Work Order: Deep Sea Satin,
51017,Supplies Needed: Monelite Ore,
51021,Supplies Needed: Storm Silver Ore,
51022,Supplies Needed: Riverbud,
51023,Supplies Needed: Star Moss,
51024,Supplies Needed: Akunda's Bite,
51025,Supplies Needed: Winter's Kiss,
51026,Supplies Needed: Siren's Pollen,
51027,Supplies Needed: Sea Stalk,
51028,Supplies Needed: Blood-Stained Bone,
51029,Supplies Needed: Calcified Bone,
51030,Supplies Needed: Coarse Leather,
51031,Supplies Needed: Tempest Hide,
51032,Supplies Needed: Shimmerscale,
51033,Supplies Needed: Mistscale,
51034,Supplies Needed: Tidespray Linen,
51035,Supplies Needed: Deep Sea Satin,
51036,Supplies Needed: Riverbud,
51037,Supplies Needed: Star Moss,
51038,Supplies Needed: Akunda's Bite,
51039,Supplies Needed: Winter's Kiss,
51040,Supplies Needed: Siren's Pollen,
51041,Supplies Needed: Sea Stalk,
51042,Supplies Needed: Monelite Ore,
51043,Supplies Needed: Storm Silver Ore,
51044,Supplies Needed: Blood-Stained Bone,
51045,Supplies Needed: Calcified Bone,
51046,Supplies Needed: Coarse Leather,
51047,Supplies Needed: Tempest Hide,
51048,Supplies Needed: Shimmerscale,
51049,Supplies Needed: Mistscale,
51050,Supplies Needed: Tidespray Linen,
51051,Supplies Needed: Deep Sea Satin,
51064,Azerite Wounds,
51081,Syrawon the Dominus,
51084,Dark Chronicler,
51090,Picturesque Norwington Estate,
51092,Picturesque Boralus,
51095,Ashmane,
51096,Azer'tor,
51097,Bloated Krolusk,
51098,Commodore Calhoun,
51099,Gut-Gut the Glutton,
51100,Jumbo Sandsnapper,
51102,Kamid the Trapper,
51103,Nez'ara,
51104,Skycaller Teskris,
51105,Ak'tar,
51106,Songstress Nahjeen,
51107,Scaleclaw Broodmother,
51108,Hivemother Kraxi,
51109,Scorched Earth,
51112,Warbringer Hozzik,
51113,Warlord Zothix,
51114,Warmother Captive,
51115,Zunashi the Exile,
51116,Skycarver Krakit,
51117,Bajiani the Slick,
51118,Bloodwing Bonepicker,
51119,Vathikur,
51120,"Stef ""Marrow"" Quin",
51121,Enraged Krolusk,
51122,Scorpox,
51123,Sirokar,
51124,Relic Hunter Hazaak,
51125,Jungleweb Hunter,
51127,Getting Out of Hand,
51131,Absolutely Barbaric,
51153,Mor'fani the Exile,
51154,Past Due,
51155,Brgl-Lrgl the Basher,
51156,Fangcaller Xorreth,
51157,Golanar,
51166,Down to the Roots,
51172,Forked Lightning,
51173,Sandfishing,
51174,Instructions Not Included,
51175,Azerite Wounds,
51176,Unaccounted For,
51178,Hundred Troll Holdout,
51179,Azerite Madness,
51180,Instructions Not Included,
51181,Instructions Not Included,
51185,Azerite Empowerment,
51198,Fertilizer Duty,
51210,Blast Back the Siege,
51212,Waycrest Manor: Witchy Kitchen,
51213,Waycrest Manor: No need to Hag-gle,
51216,Waycrest Manor: Something to Crow About,
51223,Walking on Broken Glass,
51225,Albatrocity,
51228,"Instant Meat, Ready to Eat",
51232,Hundred Troll Holdout,
51238,Abandoned in the Burrows,
51239,Instructions Not Included,
51241,The Bear Witch Project,
51245,I'm a Lumberjack and I'm Okay,
51250,Buzz Off!,
51252,Kiro's Desert Flower,
51284,Falcon Hunt,
51285,Feeding Frenzy,
51287,Tol Dagor: Sealed Supplies,
51296,Tol Dagor: The Overseer's Pride,
51297,Tol Dagor: Shorefront Property,
51311,Energizing Extract,
51315,Wild Flutterbies,
51316,Walking in a Spiderweb,
51317,Grounding the Grimestone,
51318,Go for the Boat,
51322,Wings and Stingers,
51330,Resilient Seeds,
51333,Anchors Aweigh!,
51373,Ears Everywhere,
51374,Unending Gorilla Warfare,
51377,Temple of Sethraliss: Ecological Research,
51378,Temple of Sethraliss: A Bazaar Menagerie,
51379,Temple of Sethraliss: Navigating Currents,
51385,A Supply of Stingers,
51388,Stopping the Infestation,
51397,Up In Your Drill,
51405,Corruption in the Bay,
51406,The Lord's Hunt,
51411,Azerite Mining,
51412,Azerite Empowerment,
51415,Azerite Madness,
51422,Azerite Madness,
51428,Azerite Wounds,
51429,King Clickyclack,
51431,Soul Goliath,
51433,Matron Morana,
51434,Stone Golem,
51444,Azerite Empowerment,
51450,Azerite Mining,
51453,"Shrine of the Storm: Behold, Pure Water",
51454,Once More Into Battle,
51455,Shrine of the Storm: Cleansing Fonts,
51456,Shrine of the Storm: Crawling Corruption,
51457,Whargarble the Ill-Tempered,
51461,Deathcap,
51462,Paratroopers,
51463,Sky Drop Rescue,
51466,Arvon the Betrayed,
51467,Hyo'gi,
51468,Bonesquall,
51469,Betsy,
51475,Brutal Escort,
51491,Balethorn,
51494,The Blood Gate,
51495,Old Rotana,
51496,Loa Your Standards,
51497,Hex Education,
51500,Kings' Rest: The Weaponmaster Walks Again,
51501,Kings' Rest: Malfunction Junction,
51502,Kings' Rest: Kingsguard,
51505,Quillrat Matriarch,
51506,Barbthorn Queen,
51507,Gorehorn,
51508,Vicemaul,
51512,Bilefang Mother,
51527,Executioner Blackwell,
51528,Captain Leadfist,
51529,Talon,
51530,Wedding Crashers,
51534,The Battle for Brennadam,
51541,Arclight,
51542,Avalanche,
51546,It's the Pits,
51548,Nagative Feedback,
51550,Bubbles and Trouble,
51558,Spider Scorching,
51559,Damaged Goods,
51561,Spider Scorching,
51562,Damaged Goods,
51564,Fertilizer Duty,
51565,Feeding Frenzy,
51566,Resurgence of the Beast,
51576,Any Witch Way but Dead,
51577,Defending the Academy,
51578,The Sea Runs Red,
51579,Dark Ranger Clea,
51580,Rear Admiral Hainsworth,
51581,Azerite Mining,
51583,Azerite Wounds,
51584,Azerite Madness,
51585,Quit Your Witchin',
51586,Azerite Empowerment,
51588,Familiar Foes,
51604,Hunters Hunted,
51608,Azerite Madness,
51609,Azerite Wounds,
51610,Adhara White,
51611,Ghost of the Deep,
51612,Azerite Empowerment,
51613,Bloodmaw,
51615,Azerite Mining,
51616,A Final Rest,
51617,Azerite Empowerment,
51618,Azerite Madness,
51619,Trapline,
51620,Natural Resources,
51621,Tidal Teachings,
51622,Tidal Teachings,
51623,Azerite Wounds,
51625,Shell Game,
51626,Shell Game,
51627,Shell Game,
51628,Shell Game,
51629,Shell Game,
51630,Shell Game,
51631,Make Loh Go,
51632,Make Loh Go,
51633,Make Loh Go,
51634,Make Loh Go,
51635,Make Loh Go,
51636,Make Loh Go,
51637,Beachhead,
51638,Beachhead,
51639,Beachhead,
51640,Beachhead,
51641,Beachhead,
51642,Beachhead,
51644,Azerite Mining,
51646,Polly Want A Cracker?,
51647,Crews of Freehold,
51651,Squacks,
51652,Barman Bill,
51653,Auditor Dolp,
51654,Fowlmouth,
51655,Teres,
51656,Saurolisk Tamer Mugg,
51657,Twin-Hearted Construct,
51658,Fly the Coop!,
51659,Merianae,
51660,Pack Leader Asenya,
51661,Raging Swell,
51662,Foxhollow Skyterror,
51664,Kulett the Ornery,
51665,Broodmother Razora,
51666,Bashmu,
51667,This Bird You Cannot Change,
51669,Black-Eyed Bart,
51670,Lumbergrasp Sentinel,
51671,Billy Goat Barber,
51672,Tangled Webs,
51676,What a Gull Wants,
51681,Basic Witch,
51682,Witches by the Dozen,
51683,Slash and Burn Tactics,
51686,Where My Witches at?,
51687,A Smelly Solution,
51689,Tortollan Rescue,
51690,The Shadows of Corlain,
51693,Intercepting the Irontide,
51694,Which Witch?,
51697,Hunting for Truffle Hunters,
51699,Blighted Monstrosity,
51706,Deadwood,
51707,More Valuable Than Gold,
51709,Bombarbment,
51710,Rise of the Yetis,
51719,A Glaive Mistake,
51727,A Shot at the Dark Iron,
51737,Bruin Potions,
51738,Witches by the Dozen,
51739,Rise of the Yetis,
51740,Hunting for Truffle Hunters,
51741,Bombarbment,
51742,Intercepting the Irontide,
51743,More Valuable Than Gold,
51745,A Smelly Solution,
51746,The Shadows of Corlain,
51747,Early Warning,
51754,Dogged Tenacity,
51758,Weapons Shipment,
51759,Seabreaker Skoloth,
51760,Ranishu Feeding Frenzy,
51761,Familiar Foes,
51763,Zem'lan Rescue,
51764,Hunters Hunted,
51765,Tangled Webs,
51767,Trapline,
51768,Natural Resources,
