ID,Description_lang
285290,Perrexx slain.
285291,Thondrax slain.
285292,Kiranys Duskwhisper slain.
285337,Demons slain
285384,Demons slain
285389,
285402,
285403,
285466,
285467,
285468,
285469,
285472,
285473,
285477,
285478,Court of Stars assaulted
285483,Darkfiend satyr slain
285484,
285495,
285516,Gilneas Brigade worgen slain
285517,Gilneas Brigade captain slain
285518,Queensguard troops slain
285519,Queensguard captain slain
285520,Gilneas Brigade worgen slain
285521,Gilneas Brigade captain slain
285522,Queensguard troops slain
285523,Queensguard captain slain
285539,
285540,
285541,Release Su'esh
285542,Arcanist Shal'iman slain.
285543,Arcavellus slain.
285544,Brogozog slain.
285545,Captain Volo'ren slain.
285546,Doomlord Kazrok slain.
285547,Infernal Lord slain.
285548,Inquisitor Tivos slain.
285549,Normantis the Deposed slain.
285550,Syphonus slain.
285551,Vorthax slain.
285552,Warbringer Mox'na slain.
285553,Bodash the Hoarder slain.
285554,Devouring Darkness slain.
285555,Gurbog da Basher slain.
285556,Shara Felbreath slain.
285557,Egyl the Enduring slain.
285558,Fathnyr slain.
285559,Glimar Ironfist slain.
285560,Hannval the Butcher slain.
285561,Isel the Hammer slain.
285562,Nameless King slain.
285563,Thane Irglov slain.
285564,Tiptog the Lost slain.
285565,Urgev the Flayer slain.
285566,Kiranys Duskwhisper slain.
285567,Perrexx slain.
285568,Skul'vrax slain.
285569,Theryssia slain.
285570,Thondrax slain.
285575,Sludge Face slain
285576,Advisor Vandros slain
285577,Silver Serpent slain
285578,Advisor Vandros slain
285581,Arcanist Naran rescued
285582,Advisor Vandros slain
285583,Nightforged Keystone found
285584,Advisor Vandros slain
285585,The Rat King slain
285586,Advisor Vandros slain
285590,General Tel'arn and Ranger General Feleor slain
285592,Dantalionax slain
285624,
285638,
285670,Druid of the Fin roused
285671,Hypnotic Water Lily destroyed
285672,Thistleleaf Sprite slain
285678,Dark Runes destroyed
285684,
285686,Dantalionax slain
285687,
285688,Dantallionax slain
285689,
285690,Dantallionax slain
285703,Elite Helarjar kvaldir slain
285704,
285719,
285720,Gloomscale Egg destroyed
285740,
285751,Sabotage the Plague Cistern
285752,Ignite the Powder Kegs
285753,Ley Line Energy Collected
285754,Scouting Complete
285755,Item Found
285756,Enigma Solved
285757,Target Hit
285758,Underlight murloc slain
285760,
285764,
285765,Dantallionax slain
285770,Ley Line Energy Collected
285771,Scouting Complete
285773,Item Found
285774,Enigma Solved
285775,Target Hit
285776,Ley Line Energy Collected
285777,Scouting Complete
285778,Item Found
285779,Enigma Solved
285780,Target Hit
285781,Ley Line Energy Collected
285782,Scouting Complete
285783,Item Found
285784,Enigma Solved
285785,Target Hit
285795,
285797,Nightmare Creatures slain
285801,King's Fang boarded
285803,Raven Nests removed
285805,Get Rocket Boots from Pazzo Gimbletorque
285812,Kosumoth the Hungering slain
285813,Bloodtotem challenger defeated
285814,Felskorn challenger defeated
285818,Mak'rana Siltwalker slain
285819,Saltspray Crab slain
285820,Restless Tides slain
285821,Saltsea Droplet slain
285822,Skrog Wavecrasher slain
285823,Saltscale Lurker slain
285824,Hatecoil Naga slain
285826,Hatecoil Naga slain
285827,Wandering Shellback slain
285835,Withered sent to Shal'Aran
285902,North Portal Destroyed
285903,East Portal Destroyed
285904,South Portal Destroyed
285905,
285906,Nightborne Collaborators slain
285913,Deathbringer boarded
285914,
285992,Harpies slain
285993,Disturbed spirits slain
285995,Guards and Demons assaulted
285996,
285997,
286015,Bring 400 Ancient Mana to Thalyssra
286029,Highmountain prisoners rescued
286035,Stelleris Libertine persuaded
286036,Corvelyn slain
286052,Stolen artifacts collected
286054,
286072,
286081,Northern pylon activated
286082,Western pylon activated
286083,Eastern pylon activated
286084,Southern pylon activated
286085,Revelry.
286086,
286091,
286092,
286093,
286098,Monuments activated
286101,
286102,Pay respects to the Fallen Jarl
286104,
286105,The Twisted Glade
286110,
286112,
286113,
286114,
286115,
286116,
286118,
286121,
286122,
286124,
286125,
286126,
286127,
286128,
286129,
286130,
286131,
286132,
286133,
286144,Squirrels captured
286145,Nuts cracked
286161,
286162,
286165,Naga slain
286166,
286167,Purge demonic spiders.
286168,
286170,
286171,
286176,
286177,
286178,
286191,Purge demons.
286192,
286193,
286195,
286203,
286204,8
286218,Callus slain
286223,Garion slain
286224,Leleyna slain
286286,
286287,
286291,
286292,
286293,
286294,
286308,Withered sent to Shal'Aran
286309,Withered sent to Shal'Aran
286341,Speak with Spiritwalker Graysky
286342,Speak with Leafbeard the Storied
286347,
286348,
286369,
286370,
286371,
286372,
286373,
286374,
286375,
286385,
286386,
286387,
286391,
286392,
286393,
286415,Get Points
286416,Get Points
286417,Get Points
286418,Get Points
286419,Get Points
286492,
286493,
286495,
286513,Arru defeated
286514,
286527,
286528,
286529,
286530,
286535,
286547,
286548,
286549,
286550,
286551,
286552,
286553,
286554,
286565,Nightmare purged
286566,
286570,Gilblin slain
286571,Kill Oublion
286572,Shala'nir Druid released
286573,Nightmare Totem destroyed
286574,Creature of Nightmare slain
286575,
286576,
286581,Escape the Menagerie
286582,
286661,Harpoon Launchers destroyed
286662,Drekirjar forces slain
286666,Murlocs slain
286667,Stolen armaments destroyed
286675,
286676,
286679,
286693,
286694,
286720,Ride the Subdued Nightwing
286777,Shade of Xavius defeated
286778,Shade of Xavius defeated
286779,Shade of Xavius defeated
286780,Shade of Xavius defeated
286781,Shade of Xavius defeated
286783,
286787,Kill Horde Forces or Players
286788,Horde players slain
286789,Kill Alliance Forces or Players
286790,Alliance Players slain
286791,Kill Horde Forces or Players
286792,Horde players slain
286793,Kill Alliance Forces or Players
286794,Alliance players slain
286795,Kill Horde Forces or Players
286796,Horde players slain
286797,Kill Alliance Forces or Players
286798,Alliance players slain
286799,Kill Horde Forces or Players
286800,Horde players slain
286801,Kill Alliance Forces or Players
286802,Kill Alliance players
286803,Kill Horde Forces or Players
286804,Kill Horde players
286805,Kill Alliance Forces or Players
286806,Alliance players slain
286808,Kill Horde Forces or Players
286809,Horde players slain
286810,Kill Alliance Forces or Players
286811,Alliance players slain
286858,Legion Structures disabled
286859,Legion Barracks disabled
286865,Legion Forces repelled
286884,Arcwine distribution defended
286885,Citizens fed
286886,Nightborne Assailant slain
286894,Legion Portal disabled
286896,Injured Dreamrunner revived
286897,Defeat the Helarjar Ritualists
286912,Felwing Devourers slain
286919,Spire of Dread destroyed
286940,
286963,Rebellious Citizens armed
286982,Fish returned to river
287002,Avenge the Waning Crescent
287003,
287004,
287005,
287007,
287008,Legion Forces repelled
287009,Wand Target
287012,Arcane Rune drawn
287013,Fire Rune drawn
287014,Frost Rune drawn
287015,
287016,Place book on Sythorne's Podium
287017,
287018,
287019,Place book on Sythorne's Podium
287020,
287021,
287022,Place book on Sythorne's Podium
287023,
287083,Soldiers rescued
287084,
287111,
287112,
287113,
287142,Disable southern Mana Pylon
287143,Disable central Mana Pylon
287144,Disable northwestern Mana Pylon
287145,Disable eastern Mana Pylon
287146,
287173,
287176,Lost Feathermane Kittens Herded
287177,Destroy Darkfiend Totems
287185,Duskwatch Forces slain
287188,Desperate Refugees rescued
287220,Disrupt the Helarjar Landing
287221,
287222,
287223,
287226,
287238,
287243,Cull Snowfeather Falcosaurs
287244,
287245,
287246,
287247,
287248,
287249,Cull Direbeak Falcosaurs
287250,
287251,
287252,
287253,
287254,
287255,Cull Bloodgazer Falcosaurs
287256,
287257,
287258,
287259,
287260,
287261,Cull Sharptalon Falcosaurs
287262,
287263,
287264,
287265,
287266,
287289,Thunder Totem assisted
287290,Frightened Mountainstrider returned
287291,Fel Spreader destroyed
287303,Helya's Helarjar slain
287308,Ritual Performed
287309,
287313,
287320,Notices served
287330,Wounded Druid rescued
287400,Goal Reached
287404,Shal'dorei Foodstuff stolen
287405,Magically Purified Water stolen
287408,Goal Reached
287409,Goal Reached
287410,Goal Reached
287411,Goal Reached
287413,
287414,
287415,
287416,
287450,Captured Scalewarden freed
287466,Assault on Felborne Outpost
287467,
287468,
287475,Loyalist Sycophants slain
287482,Game Completed
287483,Game Completed
287484,Game Completed
287485,Game Completed
287486,Game Completed
287489,
287500,Purify the corruption
287506,
287514,
287515,Southeast Siphon destroyed
287516,Southwest Siphon destroyed
287517,Northeast Siphon destroyed
287518,Northwest Siphon destroyed
287519,Central Siphon destroyed
287520,
287542,Locate Murky's Egg
287543,Withered Exposed to Volatile Fel
287603,Legion Forces repelled
287604,
287605,
287606,Nightborne Troops slain
287607,Captain Fiora slain
287619,Doomlash slain
287626,Gilded Guardian slain
287627,Ariadne slain
287628,Flightmaster Volnath slain
287648,
287649,
287650,
287666,
287674,
287675,
287676,
287677,
287685,Legion Forces repelled
287686,
287694,
287695,
287730,Defeat the Test of the Moon Guard
287737,Rendezvous with the Messenger
287741,
287772,
287773,
287774,
287775,
287776,
287777,
287779,Locate Murky's Egg
287793,East Beacon Activated
287794,West Beacon Activated
287795,Duskwatch Attackers slain
287827,Torm the Brute slain
287829,
287830,Assault the Sashj'tar Ruins
287831,
287832,
287833,
287837,Kar'zun slain
287839,Eliminate Elisande's Private Attendants
287840,
287842,Nightwell Diviner slain
287887,Bring 100 Nethershards to Iks'reeged
287904,Legion Soul Harvesting Operations destroyed
287905,
287915,
287919,
287920,
287921,
287922,
287923,
287924,Soul Well Group 0
287925,Soul Well Group 1
287926,Soul Well Group 2
287927,Soul Well Group 3
287928,Soul Well Group 5
287930,
288001,Legion Forces repelled
288014,
288015,
288025,
288026,
288054,
288069,
288070,
288077,
288078,
288079,
288080,
288084,
288085,Demon commander assassinated
288088,Demonic Portal entered
288092,Legion Creep purged
288099,
288100,
288108,Demonic Portal entered
288109,
288110,Dreadsoul demons slain
288111,Demonic Portal entered
288112,Speak with Tehd for a disguise
288113,Stuff robbed
288129,Demonic Portal entered
288131,
288137,Legion Forces repelled
288151,Legion Forces repelled
288197,
288232,Burn all of the things
288251,
288272,Nests burned
288273,Legion Forces repelled
288274,
288275,
288276,
288293,
288296,Burn all of the things
288297,
288298,
288299,Nests burned
288300,
288303,
288304,Summoned Templar slain
288309,Return 5 Silithyst to the Horde collector
288327,
288329,
288345,
288346,
288347,
288353,
288398,
288399,
288400,
288401,Summoned Templar slain
288402,Return 5 Silithyst to the Alliance collector
288403,
288404,
288410,
288411,
288412,Northwestern Altar Consecrated
288413,
288422,Felskorn slain
288424,Felskorn slain
288448,
288449,
288450,
288451,
288452,
288471,Legion Forces repelled
288472,
288485,Cage Locks picked
288504,
288505,Legion Forces repelled
288506,
288507,
288508,
288516,
288517,
288519,Ride Mana Saber
288521,Ride Mana Saber
288522,Ride Mana Saber
288523,Ride Mana Saber
288524,Ride Mana Saber
288525,Save Lostlight Grotto
288528,
288549,
288557,
288581,Prisoners rescued
288591,Garbage fished from the water
288592,
288593,
288594,
288595,Imps slain
288596,
288597,
288600,Bounce the beach ball 10 times in a row
288601,
288627,
288628,
288629,
288630,
288631,
288632,
288637,
288639,
288640,
288641,Report to Fizzle and Pozzik
288642,Report to Tu-Luak on the north side of the lake
288643,Report to Theldurin the Lost on the east side of the lake
288644,Report to Ilthine Sunsong on the south side of the lake
288657,Eggs broken
288664,
288665,
288709,
288710,Sunken Cache reclaimed
288712,Darkstone Imps slain
288733,
288734,
288735,
288736,
288737,
288738,
288739,
288740,
288741,
288742,
288753,
288754,
288757,
288758,Lay the fallen to rest
288759,
288767,Demonic Portal entered
288768,Dreadsoul demons slain
288769,
288771,Enslave a Dreadsoul demon.
288773,
288777,
288778,Ancient Bones placed
288779,
288780,
288783,
288788,Saltwater Crane Egg
288789,Saltwater Crane rescued
288792,
288793,
288794,
288795,
288796,
288797,
288798,
288799,
288800,
288801,
288802,
288803,
288806,
288816,Cleanse the Soul Ruin.
288817,
288818,
288819,
288820,
288821,Bony Grasp destroyed
288829,
288836,
288837,Speak with Amal'thazad
288841,Spirits slain
288844,
288845,Deepsurge Naga slain
288849,Demon Essence drained
288852,Destroy the Garrison forces.
288853,
288854,
288855,
288861,
288873,
288874,Felbound Spirits released
288896,Precious Antiquities
288898,Legionfall Soldier detoxed
288899,
288906,Demons slain
288912,Defeat Sissix
288913,Defeat Madam Viciosa
288914,Defeat Nameless Mystic
288917,Corruption Efforts halted
288918,Fel Corruptor
288919,
288920,
288921,
288922,
288923,
288959,
288960,
288961,Harpy Nests burned
288963,Talk to Archmage Kesalon
288967,Talk to Archmage Kesalon
288969,Talk to Archmage Kesalon
288971,Talk to Archmage Kesalon
288972,Talk to Archmage Kesalon
288973,Cut an orange gem
288974,Cut a red gem
288975,Cut a yellow gem
288976,Cut a green gem
288977,Cut a blue gem
288978,Cut a purple gem
288985,
288987,Demons slain
289002,
289003,
289004,Void expunged.
289005,
289006,
289007,
289008,
289009,
289010,
289011,
289012,
289013,
289014,
289015,
289016,
289017,
289027,Brew delivered
289042,Fel Corruptors smashed
289053,Unleash Eastern Fel Tower
289054,
289055,
289056,
289057,
289058,
289059,
289060,
289061,
289062,
289063,
289067,
289071,
289076,Demons slain
289086,Spotter locations flared
289087,Wounded Highmountain Warrior rescued
289088,
289090,
289091,Demons slain
289094,
289096,Feltotem slain
289103,Prisoners rescued
289104,Legionfall Soldier cured
289105,
289106,
289127,
289128,Skyhorn Interceptor rescued
289129,Great Eagle rescued
289130,
289131,Corrupting Rituals stopped
289138,Northeastern Altar Consecrated
289139,Northern Altar Consecrated
289140,Southern Altar Consecrated
289141,Icefang Pups rescued
289168,
289179,Demons slain
289181,Demonic Tomes destroyed
289182,Portals closed
289183,Demons slain
289184,Petrified Infernal dismantled
289185,
289186,
289190,
289197,
289200,Felbat Pup scattered
289215,Cages Opened
289225,
289226,
289227,
289228,
289229,
289230,Demons slain
289233,Rappel used
289234,Fel-Infused Gunpowder acquired
289235,Felfire Explosives placed
289236,Gunpowder lit
289244,
289246,
289249,
289259,Demons slain
289275,Legion Portal disabled
289276,Observation Notes burned
289308,Progress complete
289314,Demons  stunned in the chasm
289318,Deepmaw slain
289319,Dresanoth slain
289320,Erdu'val slain
289321,Kelpfist slain
289322,Naisha slain
289323,Ryul the Fading slain
289324,The Dread Stalker slain
289325,Warlord Darjah slain
289330,Felcrawler Eggs Destroyed
289333,
289336,
289337,
289338,Legionfall Fighters cured
289339,
289340,Fel Spreaders destroyed
289341,
289342,
289343,
289344,
289345,
289346,Fel-Corrupted Eggs destroyed
289347,
289360,Obtain Smoke Bombs
289381,Felfire Extinguished
289382,
289383,Join forces with Champion Aquaclease
289388,Citizens Rescued
289391,
289392,
289393,
289402,Investigate Curious Fel Energy
289403,
289482,Villagers released
289503,Corrupted Waters cleansed
289505,
289506,Fel Corruptors destroyed
289507,Fel Crystals absorbed
289508,
289509,Fel Crystals destroyed
289518,Felborne killed
289519,Felborne killed
289525,
289526,Subdued Punisher mounted
289533,Manaroot applied
289534,Manaroot applied
289547,
289548,Power Core replenished
289549,
289556,
289557,Power Core replenished
289558,
289563,Felbound Manasaber rescued
289569,Confinement Crystals destroyed
289570,
289572,
289593,Felskorn Enemies slain
289595,Demons slain
289597,
289619,Felborne Insurgents killed
289639,Captured warrior squads rescued
289641,Felrage insurgents killed
289643,Disrupt the Felrage encampment
289648,Crates Destroyed
289649,
289650,
289651,Captured Warriors Released
289654,Daumyr mounted
289655,Demons killed
289683,Demons slain
289687,First Infernal ritual stopped
289688,Second Infernal ritual stopped
289689,Third Infernal ritual stopped
289694,
289696,
289698,Sparkling Kirin Tor Coin
289699,
289700,
289703,
289707,
289708,
289709,
289715,
289716,Legion Portal destroyed
289744,Plans disrupted
289745,Demons slain
289746,
289747,Captured Druid freed
289748,
289749,Larithia Slain
289750,Mephistroth Slain
289786,Raga'yut Slain
289787,Mephistroth Slain
289790,Wa'glur Slain
289791,Mephistroth Slain
289792,Serilis Slain
289793,Mephistroth Slain
289794,Dominix Slain
289795,Mephistroth Slain
289798,Speak with Zipp Fizzlebonk
289804,Corrupting Crystals destroyed
289805,Legion forces slain
289809,Felfin Murlocs killed
289811,Deadwood Demons killed
289812,Captives rescued
289848,
289849,
289856,
289857,
289858,Felsurge Naga slain
289867,
289871,
289872,
289880,Legion Forces slain
289881,Defenses destroyed
289882,
289898,Unleash Northern Fel Tower
289899,Unleash Southern Fel Tower
289933,
289934,Norgabbon of Stonedark freed
289938,
290002,Talk to Master Jiedari
290003,Talk to Master Jiedari
290004,
290005,Felskorn Enemies slain
290008,Threat extinguished
290009,
290010,
290011,
290012,
290016,
290059,Spirits slain
290346,Frenzied Wurms calmed
290359,
290553,Tome of Torment destroyed
290554,
290557,
290568,
290569,Purge the woods
290570,
290572,
290576,Demons slain
290580,Spirit released
290583,
290584,
290604,
290605,
290641,
290642,Eredar ritualists slain
290643,
290666,
290670,Panthara slain
290671,Wild Cragscaler returned
290709,
290776,
290777,Ranishu Grub stomped
290784,Lightforged Scout healed
290792,Clear the fel contamination
290793,
290794,
290795,
290799,Deactivated Spreader
290818,
290819,Activate the Fel Devastator
290838,Demons slain
290845,Southern Devastator destroyed
290847,Western Devastator destroyed
290848,Eastern Devastator destroyed
290849,Cannon A destroyed
290856,
290863,Frenzied Marsuul Kits calmed
290895,Vindicaar Targets marked
290896,
290906,Vilescale Naga defeated
290964,Liberate the Temple of Rezan.
290965,
290966,
290967,
290986,
290998,
291006,Talk to Grand Lector Enaara
291007,Void Manifestations cleansed
291015,Rift Creatures Cleared
291016,
291017,
291018,Escape the Rift
291019,Destroy Anchoring Crystal
291029,Assault Irixus Shipyard
291030,
291031,
291032,Destroy Anchoring Crystal
291033,Escape the Rift
291034,Rift Creatures Cleared
291035,
291036,
291037,Destroy Anchoring Crystal
291038,Escape the Rift
291076,
291135,
291156,
291191,Disrupt the blood rituals
291192,
291193,Voodoo Pile smashed
291200,
291212,Legion Garrison slain
291313,
291324,
291331,Combat the curse
291332,
291333,
291334,
291335,
291336,
291355,Mawfiend threat elimated
291361,
291418,
291526,
291530,Disrupt Naga Encampment
291531,
291534,
291624,
291647,
291823,Kill spiders and egg sacs
291824,
291832,Household Vigilant activated
291923,
291927,Face the cannon towards Kil'jaeden's Ship
291929,
291938,
291939,
291941,Fire the Fel Devastator
291942,
291943,
291944,
291945,
291946,
291947,
291958,
291959,
291988,
292009,
292021,
292075,Shadowguard slain
292121,
292176,
292177,
292178,
292238,Cemetery cleansed
292239,
292240,
292241,
292261,Hostile echoes defeated
292267,
292268,
292269,
292289,Disrupt Legion forces in Arinor Gardens
292290,
292291,
292292,
292293,
292294,
292295,
292296,
292297,
292298,
292336,
292368,
292373,
292374,
292375,
292376,
292385,
292386,
292418,Northern bomb planted
292424,Central bomb planted
292443,Southern bomb planted
292444,Get to a safe distance
292489,Ride a <PH Bat> up to the top of one of the caps.
292504,
292508,Gather spores from an Energized Vine
292509,Crush Spores Stalks with Dive ability.
292519,Reclaim Fletcher's Hollow
292520,
292521,
292522,
292523,
292553,
292571,
292575,Attackers slain
292586,Infected saurolisks and eggs destroyed
292596,Take control of the Lightforged Warframe
292597,Reinforcements slain
292598,Nath'raxxan Rift closed
292602,Western Soul Harvester destroyed
292603,Eastern Soul Harvester destroyed
292604,Northern Soul Harvester destroyed
292624,Felspawn slain
292628,Spire of Woe dismantled
292641,Lightforged Armament recovered
292658,Soldiers rescued
292672,
292677,Spiders killed
292695,
292701,Immortal Squadron Fighters targeted
292736,Legion Hullbreaker fuses replaced
292775,Drive back the Barbthorn Swarm
292780,
292789,Broken Souls freed
292791,
292793,
292795,
292807,
292811,
292813,
292815,
292817,
292819,
292821,
292823,
292825,
292827,
292829,
292831,
292833,
292835,
292837,
292839,
292841,
292843,
292845,
292847,
292865,Clear the cave of demons
292866,
292867,
292868,
292869,
292875,Fly a Warframe into Antorus
292879,Spire of Woe destroyed
292886,Lightforged Dragoons freed
292896,
292916,Talk to Y'mera
292934,Demons slain
292935,Sentinax destroyed
292947,Legion portals closed
292948,Legion forces slain
292979,Test subjects released
292998,
292999,
293000,
293001,
293002,
293003,
293005,
293006,
293007,
293008,
293014,
293015,
293016,
293019,Weaken Zardrax's Followers
293020,
293021,
293022,
293047,Enter the Hall of Enlightenment
293048,
293049,
293050,
293051,Complete the Trial of Tenacity
293077,
293078,
293082,
293116,Enter the Void Tear
293134,Ethereal activities disrupted
293164,Wyrmtongue slain
293165,Legion Unguent destroyed
293173,Spider Nests burned
293216,
293224,Hadrox slain
293226,Radix slain
293237,Corrupted Spirits disrupted
293243,
293245,Ancient Spirits slain
293247,
293249,
293273,
293284,
293285,Slave Traps disarmed
293288,Voidmaw slain
293289,L'ura slain
293292,Darkcaller slain
293293,L'ura slain
293295,Participate in a Jed'hin Match
293302,Void-Blade Zedaat slain
293303,L'ura slain
293305,Dark Fissure closed
293306,L'ura slain
293311,
293312,Banish the Everburning Doombringer
293355,Stop the Legion Mining Effort
293356,
293357,
293358,
293366,Twilight-Harbinger Tharuul slain
293367,L'ura slain
293369,
293409,
293496,Stormhide Lizards revived
293567,Defeat Ruinhoof
293569,Defeat Foulclaw
293571,Defeat Baneglow
293573,Defeat Retch
293575,Defeat Deathscreech
293577,Defeat Gnasher
293579,Defeat Bucky
293581,Defeat Snozz
293583,Defeat Gloamwing
293585,Defeat Shadeflicker
293587,Defeat the Corrupted Blood of Argus
293591,Defeat Mar'cuus
293593,Defeat Watcher
293595,Defeat Bloat
293597,Defeat Earseeker
293601,Defeat Pilfer
293603,Defeat Minixis
293605,Defeat One-of-Many
293658,Dreadpearl Disrupted
293659,
293660,
293661,
293662,
293663,
293916,
293921,Ancient Augari Essence
293928,
293929,
293930,
293935,
293936,
293937,
293938,
293942,Assault the Port of Zem'lan
293943,
293947,
293948,
293949,
293986,
294129,Cannon B destroyed
294130,Cannon C destroyed
294140,
294168,
294171,
294227,Cleanse the Dreadpearl Shallows
294228,
294229,
294230,
294231,
294232,
294261,
294283,
294346,Blood Corruption Cleansed
294347,Ancient Spirits slain
294348,
294349,
294350,
294356,Blood Corruption Cleansed
294357,Ancient Spirits slain
294358,
294359,
294360,
294366,Blood Corruption Cleansed
294367,Ancient Spirits slain
294368,
294369,
294370,
294410,Purge the corruption
294411,
294426,
294427,
294473,Transformed Workers rescued
294475,Zalamar Disrupted
294480,
294481,
294482,
294500,Scheming Street Scamps dispelled
294518,
294536,
294606,
294614,Fragile Cargo recovered
294683,
294699,
294775,Fizzsprings Resort cleaned
294776,Kill Hissing Swells
294794,
294816,
294852,
295024,Blood Corruption Cleansed
295025,Ancient Spirits slain
295026,
295027,
295028,
295061,
295069,Blood Corruption Cleansed
295070,Ancient Spirits slain
295071,
295072,
295073,
295285,Creepy Spiders squished
295286,
295289,Sailors Freed
295290,
295358,
295359,
295503,
295504,
295520,
295615,Slay Da'kani gorillas
295669,
295814,Talk to the Penguing Sledding Barker
295815,Ride the pengling to the goal
295851,Destroy signs of witchcraft
295867,Kill Creatures and Collect Cargo
295868,
295936,
296002,
296003,
296049,Kill Boar 83093 [DNT]
296050,Kill Bear 109908 [DNT]
296062,
296085,Destroy signs of witchcraft
296102,
296103,
296121,Farmlands cleared
296123,
296240,
296241,
296243,
296248,
296249,
296277,
296278,
296286,Runaway Macaw fed
296325,Cull aggressive wildlife
296326,
296327,Feathered Viper slain
296329,Feathered Viper Eggs destroyed
296331,Feathered Viper Hatchling slain
296333,Wild Ravasaur slain
296664,
296665,
296666,
312063,Disrupt Da'kani Gorillas
312064,Da'kani Gorillas slain
312065,Da'kani Gorillas slain
312066,King Da'ka slain
312067,Zayoos slain
312084,
312085,
312092,Wild Gryphon wrangled
312149,Gorilla Totems destroyed
312156,
312157,
312163,Save the Resort Guests!
312164,
312165,
312166,
312168,Assault Koramar
312174,
312175,
312197,
312204,Enriched Rockshell captured
312208,Resort Lodge captured
312216,Midland Fawn captured
312218,Secluded Spring captured
312290,Bear Heart collected
312354,Reclaim the mine
312355,
312356,
312357,
312425,
312426,
312540,Climb the mast
312541,Push the opponent off the spar
312560,Bloodlasher Seedling destroyed
312570,
312601,Combat the Heartsbane Coven
312602,
312603,
312604,
312605,
312606,
312607,
312608,
312609,
312610,
312626,
312629,
322737,
322746,Fettered Spirits liberated
332859,
332862,
332864,
332865,
332866,
332867,
332868,
332886,
332890,Offerings for Krag'wa collected
332891,
332892,
332893,
332894,
332897,
332900,
332901,
332904,
332906,
332907,
332910,
332911,
332912,
332913,
332914,
332915,
332916,
332917,
332918,
332919,
332920,
332921,
332932,Dreadtick Latcher Nests destroyed
332933,Dreadtick Latcher killed
332946,
332947,
332948,
332956,Purify the Temple Grounds
332957,
332958,
332959,
332960,
332961,
332968,Chao's report received
332978,Feng's report received
332980,Spirits returned to the Necropolis
332994,
333014,Pao-me's report received
333015,Mogu slain
333022,Rastari Defenders rallied
333023,Mogu slain
333036,Skycaller Gem Chips collected
333056,Enforce the Will of Rastakhan
333063,Zal'amak razed
333064,Zal'amak Trolls slain
333066,
333098,Undead destroyed
333106,
333107,
333108,
333109,
333125,Feathered Viper Eggs destroyed
333134,Troll Corpses burned
333135,Troll Invaders slain
333141,Preserves Beasts darted
333159,
333165,
333166,
333169,Injured Darkspear Scout rescued
333171,
333188,
333197,Disrupt Naga Encampment
333198,
333199,
333200,
333203,
333207,
333212,
333224,
333247,
333367,Traps set
333390,Pterrordax Salivary Gland collected
333395,Intact Tortollan Scroll collected
333406,Ravasaur Stomach Lining collected
333446,
333447,Corruption source destroyed
333449,Zalamar Disrupted
333450,
333451,
333454,Preserves Beasts darted
333455,Zandalari Beastkeeper slain
333463,
333479,Savagemane Hatchling Fed
333482,Saurid Feathers collected
333489,Diremaw Hide collected
333490,Pterrordax Claws collected
333497,Speak with Patch to board the A.F.M.O.D
333498,Blood Trolls slain
333504,Ancient Texts examined
333513,Bloodhunter Trolls slain
333514,Bloodhunter War Supplies destroyed
333543,
333544,Goblin Prospector rescued
333558,
333559,Zandalari Sacrifice rescued
333595,Talanji's mojo potion used
333598,Assault on The Necropolis repelled
333599,Corpse Rituals prevented
333601,Blood Troll invaders slain
333607,
333608,
333609,
333634,Cracked Vessels purified
333652,Speakers slain
333679,Amani Disciples defeated
333688,Amani Disciples defeated
333718,Spirits helped
333732,Craven Spirits slain
333739,Kul Tiran Captive freed
333755,Orphans Chased
333761,
333763,
333792,
333806,Kaldorei Agent found
333821,Meet Krag'wa outside Zal'amak
333822,Blood Trolls Slain
333827,Dubious Guard questioned
333837,
333850,Disrupt the Skycallers' Spire
333851,Destroy Crystal
333852,Pick Up Staff
333880,
333882,
334040,
334077,
334079,
334087,
334088,
334089,
334091,
334092,
334095,
334100,
334101,
334102,
334115,
334116,
334117,
334118,
334123,
334124,
334125,
334126,
334127,
334128,
334129,
334130,
334131,
334133,
334141,
334142,
334143,Strange Egg investigated
334144,
334145,
334148,
334153,
334179,
334195,Purge the corruption
334196,
334197,
334200,
334201,
334204,Portable Revealing Occular used
334205,Blood Troll invaders slain
334253,
334262,
334266,Lord Stormsong statue toppled
334294,Saurid Feathers collected
334295,Diremaw Hide collected
334296,Pterrordax Claws collected
334334,Climb aboard Old K'zlotec
334335,Deliver Rezan's Wrath
334337,Pickpocket Stopped
334345,Drive back the Irontide
334346,
334347,
334348,
334349,
334351,
334352,
334366,Intact Tortollan Scroll collected
334369,
334370,
334376,Loa champions defeated
334386,
334387,
334398,
334402,Injured Sailor Healed
334420,
334449,
334450,
334481,Azerite recovered
334482,Elite kill credit
334489,
334490,
334497,
334498,
334499,
334500,
334501,
334502,
334503,
334506,
334509,
334510,
334511,
334512,
334513,
334514,
334515,
334516,
334518,
334526,
334535,
334536,
334537,
334538,
334539,
334540,
334541,
334543,
334544,
334545,
334546,
334547,
334548,
334549,
334552,
334559,
334560,
334561,
334562,
334563,
334564,
334565,
334566,
334567,
334568,
334569,
334570,
334571,
334572,
334573,
334574,
334575,
334576,
334577,
334578,
334579,
334580,
334581,
334582,
334583,
334584,
334585,
334586,
334587,
334588,
334589,
