ID,Failure_description_lang
73290,Source: Enforcers of recycling and reclamation.
73293,
73303,
73308,
73310,
73311,
73312,
73313,Recruit-A-Friend
73328,
73331,
73335,
73345,
73351,
73352,
73353,
73367,
73375,
73383,
73384,
73385,
73395,
73396,
73397,
73398,
73403,
73404,
73405,
73408,
73411,
73414,
73417,
73418,
73419,
73420,
73433,
73434,
73435,
73436,
73439,
73440,
73441,
73442,
73443,
73447,
73454,You must complete the quest 'Korrak the Bloodrager' in Classic Alterac Valley to purchase this item.
73456,You must complete the quest 'The Legend of Korrak' in Classic Alterac Valley to purchase this item.
73457,
73459,
73460,
73474,Requires Exalted with the Honeyback Hive and a Mature Honeyback Harvester.
73483,
73498,
73505,
73506,
73507,
73512,
73521,
73525,
73543,
73544,
73545,
73546,
73552,
73555,
73557,
73558,
73559,
73560,
73563,
73566,
73602,
73606,
73611,
73616,
73628,
73629,
73632,
73633,
73643,
73646,
73648,
73653,
73654,
73655,
73664,
73665,
73666,Requires level $pcMinLevel.
73667,Requires level $pcMinLevel.
73668,Requires level $pcMinLevel.
73669,Requires level $pcMinLevel.
73670,Requires level $pcMinLevel.
73671,Requires level $pcMinLevel.
73672,Requires level $pcMinLevel.
73673,Requires level $pcMinLevel.
73674,Requires level $pcMinLevel.
73675,Requires level $pcMinLevel.
73676,Requires level $pcMinLevel.
73677,Requires level $pcMinLevel.
73678,Requires level $pcMinLevel.
73679,Requires level $pcMinLevel.
73680,Requires level $pcMinLevel.
73681,Requires level $pcMinLevel.
73682,Requires level $pcMinLevel.
73683,Requires level $pcMinLevel.
73684,Requires level $pcMinLevel.
73689,The Honeyback hive have exhausted their supply of honey. Come back next week.
73693,
73694,
73719,
73767,
73768,
73769,
73770,
73771,
73772,
73773,
73774,
73775,
73776,
73777,
73779,
73780,
73781,
73782,
73793,
73794,
73795,
73796,
73797,
73798,
73799,
73800,
73801,
73804,
73805,
73830,
73834,
73839,
73851,
73858,
73872,
73879,
73885,
73893,
73900,
73910,
73911,
73918,
73921,
73930,
73931,
73968,
73981,
73982,
73987,
73995,
73997,
74029,
74048,
74049,
74065,
74066,
74067,
74068,
74069,
74070,
74071,
74072,
74073,"Ny'alotha, the Waking City is not yet available."
74074,"Ny'alotha, the Waking City is not yet available."
74075,"Ny'alotha, the Waking City is not yet available."
74078,"Requires Ashjra'kamas, Shroud of Resolve."
74085,
74086,
74087,
74088,
74089,
74090,
74113,
74114,
74128,
74129,
74130,
74133,
74196,
74198,
74199,
74200,
74201,
74203,
74204,
74207,
74217,
74218,
74219,
74220,
74227,
74228,
74229,
74230,
74231,
74232,
74233,
74270,
74271,
74289,
74299,
74302,
74330,
74331,
74332,
74336,
74342,
74344,
74345,
74354,You must be at least level $pcMinLevel to enter Stormwind Stockade.
74355,You must be at least level $pcMinLevel to enter Deadmines.
74357,You must be at least level $pcMinLevel to enter Razorfen Kraul.
74358,You must be at least level $pcMinLevel to enter Uldaman.
74360,You must be at least level $pcMinLevel to enter Iron Docks.
74361,You must be at least level $pcMinLevel to enter Auchindoun.
74363,Must be level $pcMinLevel to enter...
74364,You must be at least level $pcMinLevel to enter The Blood Furnace.
74366,You must be at least level $pcMinLevel to enter Ragefire Chasm.
74367,You must be at least level $pcMinLevel to enter Molten Core.
74368,You must be at least level $pcMinLevel to enter Razorfen Downs.
74376,
74379,
74390,
74393,
74394,
74403,
74409,
74410,
74411,
74412,
74415,
74434,
74435,
74453,
74460,
74461,
74465,
74466,
74467,
74468,
74469,You must be at least level $pcMinLevel to enter Court of Stars on Heroic difficulty.
74471,
74480,
74481,
74482,
74483,
74484,
74485,
74490,
74494,
74504,You must be at least level $pcMinLevel to enter Seat of the Triumvirate on Mythic difficulty.
74505,You must be at least level $pcMinLevel to enter Seat of the Triumvirate on Mythic difficulty.
74506,You must be at least level $pcMinLevel to enter Temple of Atal'hakkar.
74525,
74526,
74528,
74531,
74540,
74543,
74544,
74548,
74550,
74551,
74561,
74563,
74581,
74582,
74584,
74588,
74592,
74608,
74609,
74622,
74623,
74624,
74625,
74629,
74630,
74631,
74632,
74633,
74648,
74650,
74651,
74652,
74653,
74654,
74655,
74657,
74658,
74659,
74660,
74661,
74662,
74663,
74664,
74665,
74666,
74667,
74668,
74669,
74680,
74688,
74689,
74693,
74694,
74695,
74698,
74699,
74702,
74703,
74704,
74705,
74709,
74710,
74711,
74712,
74713,
74714,
74715,
74716,
74717,
74718,
74719,
74720,
74721,
74722,
74731,
74755,
74756,
74757,
74758,
74759,
74760,
74761,
74776,
74777,
74791,
74792,
74794,
74795,
74796,
74797,
74798,
74799,
74800,
74809,
74811,
74814,
74815,
74850,
74851,
74853,
74878,
74879,
74880,
74881,
74882,
74883,
74884,
74885,
74886,
74887,
74888,
74889,
74890,
74891,
74892,
74893,
74894,
74895,
74896,
74897,
74898,
74899,
74900,
74901,
74902,
74903,
74904,
74905,
74906,
74907,
74908,
74909,
74911,
74912,
74913,
74915,
74917,
75046,
75047,
75058,
75059,
75060,
75061,
75062,
75063,
75070,
75071,
75089,
75099,
75100,
75106,
75122,
75124,
75125,
75134,
75135,
75148,
75157,
75158,
75159,
75170,"Requires the achievement ""Through the Depths of Visions"" and the Rank 3 Essence unlocked. (Cannot purchase if already known)"
75180,"Requires the achievement ""Through the Depths of Visions"" and the Rank 3 Essence unlocked. (Cannot purchase if already known)"
75191,"Requires the achievement ""Through the Depths of Visions"" and the Rank 3 essence unlocked. (Cannot purchase if already known)"
75194,
75195,
75196,
75197,
75198,
75199,
75200,
75201,
75202,
75203,
75204,
75205,
75212,
75213,
75229,
75233,
75254,
75257,
75258,
75261,
75263,
75266,
75267,
75269,
75270,
75271,
75272,
75273,
75274,
75275,
75284,
75285,
75287,
75288,
75295,
75296,
75300,
75301,
75302,
75303,
75304,
75305,
75306,
75308,
75329,
75335,
75336,
75337,
75338,
75343,
75344,
75345,
75346,
75351,
75360,
75361,
75362,
75363,
75364,
75366,
75368,
75369,
75374,
75385,
75388,
75396,
75402,
75413,
75419,
75422,Requires you to be Revered with the Rajani. (Cannot purchase if already known.)
75424,Requires you to be Revered with the Rajani. (Cannot purchase if already known.)
75425,
75428,
75431,
75439,
75443,Requires you to be Revered with the Uldum Accord. (Cannot purchase if already known.)
75445,
75459,
75460,
75461,
75475,
75476,
75477,
75479,
75481,
75482,
75483,
75520,
75525,
75526,
75527,
75528,
75529,
75530,
75542,
75558,
75559,
75563,
75564,
75565,
75566,
75569,
75574,
75581,
75582,
75586,
75587,
75597,
75600,
75608,
75611,
75621,
75622,
75635,
75638,
75639,
75640,
75658,
75659,
75664,
75671,
75672,
75673,
75674,
75675,
75676,
75677,
75678,
75679,
75680,
75681,
75682,
75683,
75688,
75689,
75695,
75711,
75712,
75713,
75714,
75715,
75716,
75717,
75718,
75719,
75721,
75723,
75724,
75725,
75727,
75728,
75730,
75731,You are in the wrong phase. Speak to Zidormi in Silithus to return to the present time.
75733,
75734,
75735,
75738,
75741,
75751,
75752,
75760,
75773,
75777,
75779,
75790,
75808,
75823,
75833,
75837,
75838,
75840,
75842,
75843,
75844,
75845,
75846,
75854,
75856,
75858,
75861,Requires Decaying Fusion Core
75862,
75863,
75864,
75865,
75866,
75867,
75868,
75870,
75871,
75873,
75874,
75875,
75876,
75877,
75878,
75882,
75883,
75886,
75887,
75888,
75889,
75892,
75893,
75895,
75897,
75898,
75900,
75904,
75910,
75911,
75912,
75913,
75918,
75919,
75920,
75921,
75922,
75923,
75924,
75925,
75932,Requires Revered reputation with the Waveblade Ankoan.
75949,Unavailable
75955,
75956,
75987,
75988,Complete the Battle for Darkshore on Heroic Difficulty.
75989,
75990,
75991,
75993,
75994,
76015,
76017,
76018,
76022,
76023,
76026,
76027,
76029,
76030,
76031,
76032,
76033,
76034,
76035,
76036,
76037,
76038,
76039,
76040,
76041,
76042,
76045,
76046,
76059,
76061,
76064,
76066,
76067,Drop: Valeera's Corrupted Chest - Horrific Vision of Stormwind
76068,
76069,
76072,
76073,
76090,
76091,
76092,
76093,
76108,
76109,
76110,
76111,
76112,
76113,
76114,
76115,
76116,
76117,
76118,
76119,
76128,
76129,
76130,
76132,
76133,
76134,
76135,
76147,
76148,
76149,
76150,
76151,
76152,
76153,
76154,
76155,
76161,
76162,
76163,
76165,
76178,
76180,
76182,Source: Find a Cypher of the Beast.
76184,
76193,
76194,
76196,
76207,
76216,
76226,
76227,
76228,
76229,
76230,
76231,
76232,
76233,
76244,
76245,
76248,
76250,
76255,
76256,
76257,
76264,
76267,
76268,
76285,
76298,
76299,
76304,Ve'nari must regard you with Respect.
76305,Ve'nari must regard you with Consideration.
76306,Ve'nari must regard you with Esteem.
76309,Ve'nari must regard you with Disrespect.
76310,Ve'nari must regard you with Favor.
76311,Ve'nari must regard you with Resentment.
76312,
76313,
76314,
76315,
76316,
76317,
76318,
76319,
76320,
76321,
76322,
76323,
76324,
76325,
76326,
76327,
76328,
76329,
76330,
76331,
76332,
76333,
76334,
76335,
76336,
76337,
76338,
76339,
76340,
76341,
76342,
76343,
76344,
76345,
76346,
76347,
76348,
76349,
76350,
76351,
76352,
76354,
76355,
76356,
76357,
76358,
76359,
76360,
76361,
76362,
76366,
76367,
76368,
76369,
76370,
76371,
76372,
76373,
76374,
76375,
76376,
76377,
76378,
76379,
76380,
76381,
76382,
76383,
76384,
76385,
76386,
76387,
76388,
76389,
76390,
76392,
76394,
76395,
76396,
76397,
76398,
76399,
76400,
76401,
76402,
76403,
76404,
76405,
76406,
76407,
76408,
76409,
76413,Ve'nari must regard you with Admiration.
76415,
76416,
76422,
76424,Requires the effects of a Cypher of Obfuscation.
76425,
76427,Source: Find a Cypher of Erasure.
76428,
76429,Ve'nari must regard you Appreciatively.
76430,
76436,
76437,
76447,
76448,
76454,
76466,
76468,
76469,Requires you to be Exalted with the Rajani.
76470,Requires you to be Exalted with the Rajani. (Cannot purchase if already known.)
76472,Requires you to be Exalted with the Uldum Accord. (Cannot purchase if already known.)
76483,
76484,
76485,
76490,
76492,
76509,
76510,
76526,
76527,
76528,
76529,
76530,
76531,
76532,
76533,
76537,
76539,Requires Friendly reputation with the Uldum Accord.
76543,
76546,
76550,
76561,
76562,
76563,
76572,
76581,
76582,
76584,
76591,
76598,
76604,
76608,
76623,
76624,
76634,
76635,
76637,
76640,
76646,
76647,
76648,
76649,
76650,
76651,
76652,
76653,
76658,You must be at least level $pcMinLevel to enter Karazhan.
76661,You must be at least level $pcMinLevel to enter Dark'Tharon Keep.
76662,You must be at least level $pcMinLevel to enter Mana-Tombs.
76666,
76672,
76673,
76674,
76675,
76676,
76677,
76678,
76680,
76690,
76691,
76693,
76694,
76695,
76696,
76701,
76702,
76703,
76707,
76708,
76709,
76710,
76711,
76712,
76713,
76714,
76715,
76716,
76717,
76718,
76719,
76720,
76721,
76722,
76723,
76724,
76725,
76726,
76727,
76728,
76729,
76733,
76734,
76759,
76781,
76787,
76790,
76798,
76804,
76805,
76806,
76808,
76816,
76817,
76818,
76819,
76821,
76822,
76825,Requires all Corrupting Cores to be used before proceeding.
76828,
76829,
76831,
76832,
76834,
76836,
76837,
76846,
76852,
76862,
76866,
76869,Requires all Horrific Cores to be used before proceeding.
76876,
76877,
76879,
76880,
76881,
76886,
76888,You must be at least level $pcMinLevel to enter The Underbog.
76889,You must be at least level $pcMinLevel to enter Ahn'kahet: The Old Kingdom.
76891,
76893,
76895,
76896,
76897,
76899,
76900,Requires level $pcMinLevel.
76901,
76902,
76904,
76919,
76925,
76930,You must be at least level $pcMinLevel to enter Throne of the Tides.
76932,
76933,
76937,
76940,You must be at least level $pcMinLevel to enter Gate of the Setting Sun.
76941,You must be at least level $pcMinLevel to enter Siege of Niuzao Temple.
76942,You must be at least level $pcMinLevel to enter Grim Batol.
76943,You must be at least level $pcMinLevel to enter Lost City of the Tol'vir.
76946,
76948,
76950,
76951,
76952,
76953,
76955,
76959,
76965,
76969,
76970,
76971,
76972,
76973,
76974,You must be at least level $pcMinLevel to enter Shado-Pan Monastery.
76975,You must be at least level $pcMinLevel to enter Mogu'shan Palace.
76985,
76986,
76987,
76996,
77013,
77014,
77020,
77026,
77028,
77029,
77030,
77031,
77033,
77034,
77038,
77040,
77041,
77049,
77050,
77052,
77053,
77054,
77062,
77087,
77088,
77094,
77096,"Requires the achievement ""We Have the Technology""."
77097,
77101,
77106,
77107,
77112,
77117,
77118,
77120,
77133,
77143,
77144,
77145,
77146,
77147,
77148,
77149,
77150,
77151,
77160,
77163,
77168,
77169,
77171,
77173,
77177,
77178,
77180,
77181,
77195,
77196,
77214,
77221,
77224,
77226,
77227,
77229,
77230,
77241,
77247,
77249,Requires 3 points in a research project from the previous tier
77250,Requires 3 points in a research project from the previous tier
77251,
77256,
77267,
77271,
77272,
77279,
77280,
77281,
77284,
77288,
77314,
77316,
77317,
77319,
77321,
77333,
77357,
77358,
77359,
77360,
77361,
77364,
77406,
77416,
77417,
77420,
77421,
77429,
77430,
77436,
77437,
77441,
77448,
77464,You must be at least level $pcMinLevel to enter Ahn'kahet: The Old Kingdom on Heroic difficulty.
77465,You must be at least level $pcMinLevel to enter Azjol-Nerub on Heroic difficulty.
77466,You must be at least level $pcMinLevel to enter Utgarde Keep on Heroic difficulty.
77467,You must be at least level $pcMinLevel to enter Drak'Tharon Keep on Heroic difficulty.
77468,You must be at least level $pcMinLevel to enter Violet Hold on Heroic difficulty.
77471,You must be at least level $pcMinLevel to enter Trial of the Champion.
77472,You must be at least level $pcMinLevel to enter Trial of the Champion on Heroic difficulty.
77473,You must be at least level $pcMinLevel to enter Forge of Souls.
77474,You must be at least level $pcMinLevel to enter Forge of Souls on Heroic difficulty.
77475,You must be at least level $pcMinLevel to enter Stormstout Brewery.
77476,You must be at least level $pcMinLevel to enter Stormstout Brewery on Heroic difficulty.
77477,You must be at least level $pcMinLevel to enter The Stonecore.
77478,You must be at least level $pcMinLevel to enter The Stonecore on Heroic difficulty.
77479,You must be at least level $pcMinLevel to enter Halls of Stone.
77480,You must be at least level $pcMinLevel to enter Halls of Stone on Heroic difficulty.
77481,You must be at least level $pcMinLevel to enter The Nexus.
77482,You must be at least level $pcMinLevel to enter The Nexus on Heroic difficulty.
77483,You must be at least level $pcMinLevel to enter Temple of the Jade Serpent.
77484,You must be at least level $pcMinLevel to enter Temple of the Jade Serpent on Heroic difficulty.
77485,You must be at least level $pcMinLevel to enter Gundrak.
77486,You must be at least level $pcMinLevel to enter Gundrak on Heroic difficulty.
77487,You must be at least level $pcMinLevel to enter The Culling of Stratholme.
77488,You must be at least level $pcMinLevel to enter The Culling of Stratholme on Heroic difficulty.
77489,You must be at least level $pcMinLevel to enter Halls of Lightning.
77490,You must be at least level $pcMinLevel to enter Hall of Lightning on Heroic difficulty.
77491,You must be at least level $pcMinLevel to enter The Vortex Pinnacle.
77492,You must be at least level $pcMinLevel to enter The Vortex Pinnacle on Heroic difficulty.
77495,You must be at least level $pcMinLevel to enter The Oculus.
77496,You must be at least level $pcMinLevel to enter The Oculus on Heroic difficulty.
77497,You must be at least level $pcMinLevel to enter Utgarde Pinnacle.
77498,You must be at least level $pcMinLevel to enter Utgarde Pinnacle on Heroic difficulty.
77499,You must be at least level $pcMinLevel to enter Shadow Labyrinth.
77500,You must be at least level $pcMinLevel to enter Shadow Labyrinth on Heroic difficulty.
77502,You must be at least level $pcMinLevel to enter Halls of Valor on Heroic difficulty.
77504,You must be at least level $pcMinLevel to enter Halls of Valor on Mythic difficulty.
77505,You must be at least level $pcMinLevel to enter Maw of Souls.
77506,You must be at least level $pcMinLevel to enter Maw of Souls on Heroic difficulty.
77508,You must be at least level $pcMinLevel to enter Maw of Souls on Mythic difficulty.
77509,You must be at least level $pcMinLevel to enter Neltharion's Lair on Heroic difficulty.
77511,You must be at least level $pcMinLevel to enter Neltharion's Lair on Mythic difficulty.
77512,You must be at least level $pcMinLevel to enter Assault on Violet Hold on Heroic difficulty.
77513,You must be at least level $pcMinLevel to enter Assault on Violet Hold on Mythic difficulty.
77515,You must be at least level $pcMinLevel to enter Black Rook Hold.
77516,You must be at least level $pcMinLevel to enter Black Rook Hold on Heroic difficulty.
77517,
77519,You must be at least level $pcMinLevel to enter Black Rook Hold on Mythic difficulty.
77521,You must be at least level $pcMinLevel to enter Vault of the Wardens.
77522,You must be at least level $pcMinLevel to enter Vault of the Wardens on Heroic difficulty.
77524,You must be at least level $pcMinLevel to enter Vault of the Wardens on Mythic difficulty.
77526,You must be at least level $pcMinLevel to enter Eye of Azshara on Heroic difficulty.
77527,You must be at least level $pcMinLevel to enter Eye of Azshara on Mythic difficulty.
77528,You must be at least level $pcMinLevel to enter Eye of Azshara on Mythic difficulty.
77529,You must be at least level $pcMinLevel to enter Darkheart Thicket on Heroic difficulty.
77531,You must be at least level $pcMinLevel to enter Darkheart Thicket on Mythic difficulty.
77544,You must be at least level $pcMinLevel to enter Siege of Boralus on Mythic difficulty.
77545,You must be at least level $pcMinLevel to enter Siege of Boralus on Heroic difficulty.
77546,You must be at least level $pcMinLevel to enter Skyreach.
77551,You must be at least level $pcMinLevel to enter Old Hillsbrad Foothills.
77552,You must be at least level $pcMinLevel to enter Blackwing Lair.
77553,You must be at least level $pcMinLevel to enter Temple of Ahn'Qiraj.
77554,You must be at least level $pcMinLevel to enter Blackrock Spire.
77555,You must be at least level $pcMinLevel to enter Maraudon.
77571,
77576,
77577,
77578,
77579,
77603,
77608,
77609,
77610,
77621,
77627,
77628,
77649,
77650,
77651,
77652,
77653,
77654,
77655,
77656,
77657,
77658,
77659,
77660,
77661,
77662,
77663,
77664,
77665,
77666,
77667,
77668,
77669,
77670,
77671,
77672,
77673,
77674,
77675,
77676,
77677,
77678,
77679,
77680,
77681,
77682,
77683,
77684,
77685,
77686,
77687,
77688,
77689,
77690,
77691,
77692,
77693,
77694,
77695,
77696,
77697,
77698,
77699,
77700,
77701,
77702,
77703,
77704,
77705,
77706,
77707,
77708,
77711,
77714,
77718,
77719,
77720,
77722,
77723,
77726,
77737,
77758,
77759,
77760,
77761,
77762,
77763,
77764,
77765,
77766,
77767,
77768,
77769,
77770,
77771,
77772,
77773,
77774,
77775,
77776,
77777,
77778,
77779,
77780,
77781,
77782,
77783,
77784,
77785,
77786,
77787,
77788,
77789,
77790,
77791,
77792,
77793,
77794,
77795,
77796,
77797,
77798,
77799,
77800,
77801,
77802,
77803,
77804,
77805,
77807,
77808,
77809,
77810,
77811,
77812,
77813,
77814,
77815,
77816,
77817,
77818,
77819,
77820,
77821,
77822,
77838,
77881,
77901,
77902,
77903,
77904,
77905,"|cFFFF0000Complete ""Pardon Our Dust"" to continue.|r"
77906,
77912,
77913,
77919,
77923,
77930,
77931,
77932,
77933,
77934,
77935,
77936,
77937,
77938,
77939,
77940,
77941,
77942,
77943,
77944,
77945,
77946,
77947,
77948,
77949,
77950,
77951,
77952,
77953,
77954,
77958,
77959,
77973,
77977,
77985,
77986,
77992,
78009,
78011,
78026,
78027,
78028,
78029,
78030,
78035,
78045,
78046,
78047,
78049,
78050,
78051,
78052,
78053,
78054,
78055,
78056,
78057,
78058,
78059,
78063,
78064,
78067,
78069,
78073,
78075,
78076,
78083,
78084,
78085,
78086,
78087,
78088,
78099,
78121,
78122,
78123,
78124,
78125,
78126,
78127,
78128,
78129,
78130,
78131,
78132,
78133,
78134,
78135,
78136,
78137,
78138,
78139,
78140,
78141,
78142,
78143,
78144,
78145,
78146,
78147,
78148,
78149,
78150,
78151,
78152,
78153,
78154,
78155,
78156,
78157,
78159,
78160,
78161,
78162,
78163,
78167,
78168,
78169,
78170,
78171,
78172,
78173,
78174,
78175,
78176,
78177,
78178,
78179,
78180,
78201,
78205,
78206,
78207,
78208,
78209,
78210,
78211,
78212,
78213,
78214,
78215,
78216,
78217,
78218,
78219,
78221,
78222,
78223,
78224,
78228,
78229,
78230,
78231,
78232,
78233,
78239,
78240,
78241,
78242,
78243,
78252,
78253,
78254,
78255,
78256,
78257,
78258,
78259,
78260,
78261,
78267,
78268,
78269,
78270,
78272,
78273,
78274,
78275,
78277,
78278,
78279,
78280,
78281,
78282,
78283,
78284,
78285,
78286,
78287,
78288,
78289,
78290,
78292,
78293,
78294,
78295,
78297,
78298,
78299,
78300,
78301,
78302,
78303,
78304,
78305,
78307,
78308,
78309,
78310,
78312,
78313,
78314,
78315,
78317,
78318,
78319,
78320,
78321,
78322,
78323,
78324,
78325,
78326,
78327,
78328,
78329,
78330,
78332,
78333,
78334,
78335,
78353,
78354,
78357,
78368,
78372,
78382,
78383,
78384,
78394,
78395,
78397,
78398,
78399,
78403,
78404,This feature becomes available at level 10.
78405,This feature is not yet available.
78406,This feature is only available between level $pcMinLevel and level $pcMaxLevel.
78407,
78412,
78419,
78420,
78421,
78422,
78423,
78424,
78427,
78428,
78429,
78430,
78432,
78433,
78434,
78435,
78439,This feature becomes available at level $pcMinLevel.
78440,
78441,
78442,
78443,
78450,This feature becomes available at level $pcMinLevel.
78453,This feature becomes available at level $pcMinLevel.
78454,
78458,
78459,
78461,
78462,This feature becomes available at level $pcMinLevel.
78463,This feature becomes available at max level.
78468,
78485,
78486,
78487,
78488,
78490,
78501,
78507,
78510,
78512,
78519,
78525,
78526,
78527,
78528,
78529,
78530,
78531,
78532,
78533,
78534,
78535,
78536,
78537,
78538,
78539,
78542,
78544,
78545,
78546,
78549,
78550,
78551,
78552,
78553,
78554,
78555,
78556,
78557,
78558,
78559,
78560,
78561,
78562,
78563,
78564,
78565,
78567,
78568,
78569,
78570,Reach level $pcMinLevel to continue.
78571,
78572,
78573,
78574,
78576,
78577,
78578,
78579,
78581,
78583,
78585,
78587,
78591,
78592,
78593,
78601,
78605,
78607,
78609,
78612,
78622,
78626,
78644,
78650,
78654,
78661,
78670,
78680,
78681,
78682,
78692,
78693,
78694,
78695,
78696,
78697,
78698,
78699,
78704,
78708,
78709,
78710,
78718,
78719,
78720,
78724,
78729,
78739,
78756,
78768,
78777,Normal Halls of Atonement is not yet available.
78778,Heroic Halls of Atonement is not yet available.
78779,Mythic Halls of Atonement is not yet available.
78780,Normal Mists of Tirna Scithe is not yet available.
78781,Heroic difficulty is not available for this dungeon.
78782,Mythic Mists of Tirna Scithe is not yet available.
78783,Normal Necrotic Wake is not yet available.
78784,Heroic Necrotic Wake is not yet available.
78785,Mythic Nectrotic Wake is not yet available.
78786,Normal De Other Side is not yet available.
78787,Heroic De Other Side is not yet available.
78788,Mythic De Other Side is not yet available.
78789,Normal Sanguine Depths is not yet available.
78790,Heroic Sanguine Depths is not yet available.
78791,Mythic Sanguine Depths is not yet available.
78792,Normal Spires of Ascension is not yet available.
78793,Heroic Spires of Ascension is not yet available.
78794,Mythic Spires of Ascension is not yet available.
78795,Normal Theater of Pain is not yet available.
78796,Heroic Theater of Pain is not yet available.
78797,Mythic Theater of Pain is not yet available.
78798,Mythic+ is not yet available.
78801,Normal Plaguefall is not yet available.
78802,Heroic Plaguefall is not yet available.
78803,Mythic Plaguefall is not yet avialable.
78811,
78814,
78817,
78819,
78822,
78828,
78831,
78832,
78834,
78835,
78836,
78837,
78838,
78840,
78849,
78850,
78851,
78852,
78853,
78856,
78861,
78866,
78868,
78869,
78870,
78875,
78877,
78885,
78886,
78893,
78894,
78895,
78896,
78921,
78936,
78937,
78938,
78945,
78946,
78948,
78949,
78950,
78951,
78952,
78953,
78955,
78959,
78967,You must fully upgrade the Queen's Conservatory.
78969,
78973,
78984,
78986,
78987,
78991,
78996,
79001,
79002,
79003,
79004,
79006,
79009,
79023,
79032,
79033,
79040,
79044,
79060,
79063,
79065,
79068,
79076,
79077,
79078,
79079,
79083,
79086,
79087,
79088,
79089,
79090,
79092,
79097,
79101,
79102,
79110,
79117,
79128,
79130,
79144,
79147,
79148,
79149,
79191,
79202,
79203,
79208,
79210,
79213,
79215,
79222,
79223,
79226,
79227,
79228,
79229,
79230,
79231,
79232,
79233,
79234,
79235,
79236,
79237,
79238,
79240,
79241,
79242,
79243,
79244,
79245,
79246,
79247,
79248,
79249,
79250,
79251,
79252,
79253,
79254,
79255,
79256,
79257,
79259,
79260,
79261,
79262,
79263,
79264,
79265,
79278,
79310,
79311,
79316,
79325,
79326,
79328,
79331,
79332,
79334,
79351,
79354,
79355,
79363,
79365,
79366,
79368,
79372,
79394,
79395,
79399,
79400,
79427,
79434,
79435,
79436,
79438,
79439,
79441,
79444,
79446,
79452,
79455,
79461,
79464,
79476,
79486,"Learn Rank 3 Condensed Life-Force, Vitality Conduit, or Azeroth's Undying Gift on another character to unlock this essence."
79497,"Learn Rank 3 Blood of the Enemy, Artifice of Time, or Sphere of Suppression on another character to unlock this essence."
79498,Learn Rank 3 Worldvein Resonance on another character to unlock this essence.
79499,"Learn Rank 3 Focusing Iris, Life-Binder's Invocation, or Anima of Life and Death on another character to unlock this essence."
79500,Learn any Rank 3 Rustbolt Resistance essence on another character to unlock this essence.
79501,"Learn Rank 3 Focusing Iris, Life-Binder's Invocation, or Anima of Life and Death on another character to unlock this essence."
79502,Learn Rank 3 Crucible of Flame on another character to unlock this essence.
79503,Learn any Rank 3 Rustbolt Resistance essence on another character to unlock this essence.
79504,"Learn Rank 3 Condensed Life-Force, Vitality Conduit, or Azeroth's Undying Gift on another character to unlock this essence."
79505,Learn Rank 3 Ripple in Space on another character to unlock this essence.
79506,Learn any Rank 3 essence from Horrific Visions on another character to unlock this essence.
79507,Learn any Rank 3 Nazjatar reputation essence on another character to unlock this essence.
79508,"Learn Rank 3 Blood of the Enemy, Artifice of Time, or Sphere of Suppression on another character to unlock this essence."
79509,Learn any Rank 3 Rustbolt Resistance essence on another character to unlock this essence.
79510,"Learn Rank 3 Focusing Iris, Life-Binder's Invocation, or Anima of Life and Death on another character to unlock this essence."
79511,"Learn Rank 3 Condensed Life-Force, Vitality Conduit, or Azeroth's Undying Gift on another character to unlock this essence."
79512,Learn Rank 3 Vision of Perfection on another character to unlock this essence.
79513,"Learn Rank 3 Blood of the Enemy, Artifice of Time, or Sphere of Suppression on another character to unlock this essence."
79514,Learn any Rank 3 Rajani or Uldum Accord essence on another character to unlock this essence.
79515,Learn any Rank 3 Nazjatar reputation essence on another character to unlock this essence.
79516,Learn Rank 3 Memory of Lucid Dreams on another character to unlock this essence.
79517,Learn any Rank 3 Nazjatar reputation essence on another character to unlock this essence.
79518,Learn Rank 3 Conflict and Strife on another character to unlock this essence.
79519,Learn any Rank 3 Rajani or Uldum Accord essence on another character to unlock this essence.
79520,Learn any Rank 3 essence from Horrific Visions on another character to unlock this essence.
79521,Learn any Rank 3 Rajani or Uldum Accord essence on another character to unlock this essence.
79522,Learn any Rank 3 essence from Horrific Visions on another character to unlock this essence.
79523,Learn Rank 3 Formless Void on another character to unlock this essence.
79548,
79564,
79565,
79575,
79576,
79577,
79597,
79598,
79636,
79653,
79663,
79669,
79673,
79674,
79688,
79689,
79702,
79707,
79708,
79709,
79713,
79714,
79715,
79717,
79718,
79719,
79728,
79741,
79745,
79758,
79759,
79760,
79761,
79763,
79764,
79765,
79779,
79783,
79784,
79795,
79803,
79809,
79814,
79820,
79821,
79831,
79837,
79838,
79839,
79840,
79862,
79863,
79879,
79881,
79883,
79886,
79889,
79890,
79891,
79896,
79898,
79899,
79906,
79912,
79936,
79941,
79943,
79950,
79951,
79954,
79955,
79956,
79957,
79960,
79961,
79962,
79964,
79965,
79966,
79968,
79970,
79971,
79977,
79978,
79979,
79983,
79988,
79989,
79990,
79997,
80000,
80001,
80007,
80008,
80009,
80010,
80011,
80012,
80013,
80014,
80015,
80016,
80017,
80020,
80037,
80042,
80043,
80044,
80045,
80046,
80047,
80048,
80049,
80050,
80052,
80056,
80068,
80077,
80078,
80079,
80080,
80081,
80082,
80083,
80084,
80085,
80086,
80087,
80088,
80089,
80090,
80091,
80092,
80093,
80094,
80095,
80096,
80097,
80098,
80099,
