ID,Name_lang,Description_lang
470,Ancient Stone Keeper,"One of many golems that staffed and operated the great titan vault, the Ancient Stone Keeper was part of a small group that served as an intermediary between the watchers left in control of the facility and their many servants. With the corruption of the Obsidian Sentinel, the Ancient Stone Keeper is the last of its kind, performing its duty by protecting the secrets of the titans as best it can until its inevitable shutdown."
471,Galgann Firehammer,"Reacting to the discovery of Uldaman by Bronzebeard dwarves, the Dark Iron clan mounted an invasion of the vault to stop their ancestral foes from accessing the powerful artifacts within. Galgann Firehammer, a senator from Shadowforge City, was sent to oversee the continued excavation of Uldaman so that the emperor may harness the artifacts' destructive potential against the Dark Irons' enemies."
472,Grimlok,"In trogg society, the biggest, strongest, and most vicious trogg often becomes chieftain through displays of power. Grimlok is a comparative genius in that he has maintained control of the Stonevault troggs through intimidation and what might be considered crude psychological warfare. Having trained a deadly basilisk, Grimlok uses the threat of petrification by his beast to keep any would-be usurpers in line."
473,Archaedas,"Deep within Uldaman is a chamber containing one of the greatest treasures of the titans, created by Norgannon himself. However, thus far no explorers have managed to gain access to the relic, for any attempt at doing so activates the great watcher Archaedas, an immense guardian who easily dispatches treasure seekers through his powerful attacks and a veritable army of servants. Crafted from some of the oldest, strongest stone taken from Uldaman's depths, Archaedas is a foe as formidable as he is ancient."
474,Lady Anacondra,"Scarletleaf was the first to volunteer for Naralex's self-appointed mission to the Barrens. After her master's nightmare shattered her mind, the young acolyte cast aside her name, now envisioning a sinister reptilian future for Azeroth."
475,Lord Cobrahn,"Jarlaxla's skill at harnessing animal forms earned him renown among the druids of the Cenarion Circle. However, the Wailing Caverns' corruption twisted his unique abilities. Now, Jarlaxla has perfected a deadly serpentine form, renaming himself Cobrahn to reflect his vicious newfound power."
476,Lord Pythas,"A childhood friend of Naralex, the warrior Aryn was a quick study in druidism. Despite his training, the acolyte was defenseless against the corruption that would strip away his sanity. Aryn has taken on the name Pythas, combining his impressive melee prowess with his druidic arsenal to vanquish intruders."
477,Kresh,"An ancient resident of the Wailing Caverns, this giant turtle wanders the underground caves, his resilient mind unaffected by Naralex's relentless nightmares. Don't be fooled by his happy disposition; Kresh has thwarted many adventurers who longed to steal his massive shell."
478,Skum,"Skum first journeyed to the Wailing Caverns for relief from the Barrens' hostile environment. Like many of the caves' other inhabitants, he quickly succumbed to corruption. His veins now pulse with dark energies that have transformed him into a mighty and ruthless beast beyond redemption."
479,Lord Serpentis,"The Druids of the Fang's leader was once Naralex's finest student. His tragic downfall stemmed from his desire to become a shan'do, or ""honored teacher,"" like Naralex. As insanity took root, Serpentis rallied his brethren to his side and formed the Druids of the Fang."
480,Verdan the Everliving,"Little is known about this creature prior to Naralex's arrival at the Wailing Caverns. Thought to be the caves' original guardian, Verdan the Everliving could not escape the corruption that befell its home. Verdan is allied with the insane druids and maintains its vigil against those who trespass into its domain."
481,Mutanus the Devourer,"From the darkest corners of Naralex's twisted mind, the corruption plaguing the Emerald Dream has manifested in the form of the druid's worst enemy: murlocs. The aberration known as Mutanus has come to the waking world to devour any who seek to liberate Naralex from the Nightmare's clutches."
483,Gahz'rilla,"Legend has it that Gahz'rilla was an adored pet of the Old Gods, or even a demigod in her own right. Whatever the truth is, the Sandfury trolls have worshiped this monstrous hydra for thousands of years. Ever wary of the beast's icy wrath, the trolls will only rouse Gahz'rilla when they have plentiful sacrifices to sate the ravenous creature's appetite."
484,Antu'sul,"Antu'sul prefers his sul'lithuz basilisks strong and ruthless. He treats these scaled beasts like family, and he is known to strike down anyone--even fellow trolls--who harm his precious children. Rather than give his opponents a proper burial, Antu'sul allows the basilisks to feast on whoever dares cross him."
485,Theka the Martyr,"Long ago, the martyr Theka was slain in the brutal war between the qiraji and the trolls. Zul'Farrak still stands because of his brave sacrifice. Even in death he maintains a vigil over his beloved city, and it is said that the dozens of insectoid warriors who killed him were cursed to live as mindless scarabs, scuttling at the martyr's side."
486,Witch Doctor Zum'rah,"The powerful loa Bwonsamdi watches over the spirits of the Darkspear trolls, but many of the Sandfury tribe's fallen members are offered no such protection after death. These tortured spirits obey Zum'rah, a cruel witch doctor who uses his dark magic to force the city's dead into unending service."
487,Nekrum & Sezz'ziz,"Nekrum Gutchewer has mysteriously lived well past his natural life, but his decaying body remains strong enough to aid Sezz'ziz. Together, these two trolls have gathered sacrifices to the mythic beast Gahz'rilla, who slumbers at the city's heart. Many troll followers eagerly await the terrifying creature's awakening, and they will do anything to see the ritual through."
489,Chief Ukorz Sandscalp,"Chief Ukorz Sandscalp is obsessed with restoring his tribe to its former glory. He was raised on stories of a time when trolls lorded over their ancient lands without interference from goblins, gnomes, pirates, ogres, and other foreign interlopers. Sandscalp has called on his trusted comrade Ruuzlu to help him begin a new chapter in Sandfury history in the only way their tribe knows how: with swift and blinding violence."
523,Shirrak the Dead Watcher,"Shirrak was constructed by Exarch Maladaar to guard over the fallen draenei spirits who wander the Auchenai Crypts. A necrotic mass of eyes, teeth, and tentacles, this undead construct absorbs arcane energy with hungry abandon, and will not suffer the living to pass."
524,Exarch Maladaar,"The sole living remnant of the glory that once strode the halls of Auchenai, Maladaar has been driven mad by the loss of everyone and everything he ever loved. His lunatic dedication to the preservation of their memory has driven him to a mastery of the dark arts."
527,Watchkeeper Gargolmar,"Reviled amongst the denizens of Outland, Gargolmar is known to eat the hearts of those he catches near the Hellfire Citadel whether they were trying to enter or not. Charged by Kargath Bladefist himself with the defense of the ramparts, Watchkeeper Gargolmar is unflinching in his duty."
528,Omor the Unscarred,"Omor the Unscarred was a disciple of Hakkar the Houndmaster, and took charge of the legendary warrior's remaining felhounds  after his master's defeat during the War of the Ancients. Since that time, Omor has never been defeated in single combat.  The venerable demon is Illidan's envoy to the fel orcs of Hellfire Citadel."
529,Vazruden the Herald,"Vazruden guards the vital line of supplies, messages, and forces flowing between Hellfire Citidel and the Black Temple.  Astride his magnificent nether drake Nazan, Vazruden presents an unstoppable aerial force of fire, claws, and shrieking terror."
530,Selin Fireheart,"Once a respected captain of Kael'Thas Sunstrider's personal guard, Selin Fireheart has maintained an unswervingly fierce loyalty to his lord while losing his sanity. Selin has been seduced by the demonic energies of the crystals which surround his chamber, and cannot stop from reveling in their vile power. He will slay any who dare approach the Magister's Terrace and will drink the magic, life, and blood from their dead bodies."
531,Vexallus,"An arcane elemental of unimaginable power, Vexallus was summoned to the Magister's Terrace by a trio of blood elves who were slain by the force of his arrival. The magical energy in the surrounding crystals resonates within Vexallus, and his being is in a constant state of explosive chaotic flux."
532,Priestess Delrissa,"Delrissa is a shivarra priestess acting under the demon lord Kil'jaeden. It is Delrissa who revived Kael'thas Sunstrider after he was heavily wounded in an attack on Tempest Keep, and she has stayed in the blood elf lord's presence ever since. The priestess has a militant circle of loyal acolytes who serve her and will defend her at all cost."
533,Kael'thas Sunstrider,"Once a true champion to the blood elf people, and a defender of the race's ancient heritage, Kael'thas Sunstrider has fallen prey to the dark influences of the demon Kil'jaeden while sojourning in Outland. At the bidding of his new master, the wayward prince returned to Azeroth and seized the Sunwell, hoping to use the fount as a means to open a doorway for the demon to this new and verdant world. Kael'thas is a brilliant tactician, a powerful warrior, and his veins burn with limitless fel magic."
534,Pandemonius,"This infamous Void Lord is also known as the Duke of Chaos, the Eater of Nations, and Worldslayer. Pandemonius was one of the commanders serving under Dimensius when the ethereal homeworld of K'aresh was destroyed. He was later bound by Nexus-Prince Shaffar and forced to continue sating his unending hunger in service to the ethereals."
535,Tavarok,"Under the command of Kael'thas Sunstrider, Pathaleon the Calculator summoned a powerful colossus to gather the arcane energies flowing from beneath the Mana Tombs. Tavarok has unexpectedly been transformed by the unique emanations, losing the red-tinged corruption of Pathaleon's influence. The white colossus has gained his own free will and uses it to greedily consume all who would stand in his way."
536,Yor,"A ""gift"" from Illidan Stormrage to accompany Nexus-Prince Shaffar, Yor is a void hound of unlimited savagery and power.  The prince's advisors warned him that Illidan's demonic gift was most likely a ruse set to betray Shaffar once he had met his goals. The prince fed those advisors to Yor... but has since kept the hound in a stasis chamber, just in case."
537,Nexus-Prince Shaffar,"Convinced that vast riches lay within the depths of the Mana Tombs, Nexus-Prince Shaffar has spent untold amounts of his own considerable fortune to move an army into the shadowed halls of this crumbling ruin, and to keep competing ethereals out. The prince's greed knows no bounds, and he has vowed to uncover the mysteries of the Mana Tombs or die trying."
538,Lieutenant Drake,"Lieutenant Drake was an ambitious military man, with his eyes set upon the glory of command during the Second War. His ambition was only matched by his hatred for the green-skinned orcs who had slain so many of his companions, a hatred which took form in his cruel treatment of the prisoners in the internment camps of Durnholde Keep."
539,Captain Skarloc,"Fiercely loyal to Aedelas Blackmoore, Captain Skarloc rose through the ranks of the Durnholde military alongside his friend Aliden Perenolde.  When Aliden decided to take up operations in the Alterac Mountains, Skarloc stayed with his Lord and mentor. He became Aedelas's most trusted comrade and advisor, earning the title ""Blackmoore's Spear."""
540,Epoch Hunter,"The mysteriously-named Epoch Hunter is an assassin from the infinite dragonflight sent to alter the course of history by killing Thrall before he can escape from Durnholde. The shadowy drake has slain countless beings in service of his cause, but this will be his most important kill. He will summon every ounce of his strength, power, subtlety, and cunning to bring about the end of this timeline."
541,Darkweaver Syth,"Darkweaver Syth is charged by the Talon King Ikiss to defend the Sethekk Halls while the renegade arakkoa search for their enigmatic god. A master of shadowy magic, this wizened trickster has learned how to bend the very elements to his sway."
542,Anzu,"A mysterious avian deity worshipped by some of the more savage arakkoa, Anzu is a being whose origins and powers are unlike any other member of Outland's fallen pantheon. The Naaru are silent regarding this malevolent creature, for Anzu's ways are hidden from even them."
543,Talon King Ikiss,"Talon King Ikiss was the charismatic spiritual leader of the daring group of arakkoa which left their home in the Terokkar forest in search of a ""promised god."" He had received dreams of this god as he slept, and knew that revelation lay within the crumbling halls of Auchindoun. Ikiss was driven insane by the visions, and now declares himself to be Terokk reborn, a divine hero from arakkoa myth."
544,Ambassador Hellmaw,"A powerful demonic servant and acolyte of pain, Ambassador Hellmaw is dedicated to the art of death. He loves nothing more than the taste of a mortal's lifeblood tinged with horror and despair.  Hellmaw is bound by the fel orcs of the Shadow Labyrinth and fed a constant stream of prisoners, bolstering the demon to serve the black will of his masters."
545,Blackheart the Inciter,"When the orcish Horde first invaded Azeroth through the Dark Portal, two Shadow Council members instead turned their attentions to the ancient draenei burial grounds of Auchindoun. The unquiet spirits in the area proved to be excellent subjects for the warlock Blackheart to perfect his mind control abilities."
546,Grandmaster Vorpil,"In the early days of the Horde, Grandmaster Vorpil convinced the orc warlock Gul'dan to allow him to investigate the mysteries of Auchindoun, secretly desiring to harness the energy of the frighteningly powerful cosmic essences that permeated the area."
547,Murmur,"""In the beginning""... ""So far away""... such phrases cannot begin to describe this elemental's origin. Its existence heralds pure destruction. Worlds shatter and the pieces scatter at its whim. Only the truly mad would think to summon it. Perhaps there is yet time to banish Murmur before it fully enters Outland."
548,Zereketh the Unbound,"Most creatures from the Twisting Nether require constant directions from their masters, but a select few voidwraiths need no such orders. Zereketh stands at the entrance to Arcatraz, ready to slay all who would dare challenge him."
549,Dalliah the Doomsayer,"Before she was imprisoned by the naaru, Dalliah was one of the most vicious and aggressive warriors within the Burning Legion. Spending so much time as a cellmate to Wrath-Scryer Soccothrates did not improve her disposition either."
550,Wrath-Scryer Soccothrates,"Millennia ago, Soccothrates held a position of honor among the Wrathguards, standing at the side of the Burning Legion's top commanders. Confinement did not suit his considerable ego. Neither did his cellmate."
551,Harbinger Skyriss,"The naaru believed the persuasive voice of Harbinger Skyriss was silenced when they contained him and forced him into a long, dreamless sleep. The unfortunate warden of Arcatraz learned the naaru were wrong. Skyriss had just enough energy to speak to Warden Mellichar in a still, small voice. Time took care of the rest."
552,Chrono Lord Deja,"The Infinite Dragonflight tempted many drakonid with promises of power, but most found only servitude and despair. One of the few exceptions is Chrono Lord Deja, who gained influence within the flight through his raw power and cunning."
553,Temporus,"Although relatively young, Temporus was instrumental in identifying many of the Infinite Dragonflight's prime targets.  As a reward, he was given the responsibility of destroying anyone who might attempt to interfere with the dragonflight's plans."
554,Aeonus,"Powerful and wild, Aeonus was tasked by the Master of the Infinite Dragonflight to personally oversee the disruption of key moments in the true timeway."
555,The Maker,"All creatures who use the power of fel magic, willingly or otherwise, slowly take on the appearance of demons. The Maker accelerates their corruption and performs cruel experiments on any who attempt to resist."
556,Broggok,"Some creatures occasionally have second thoughts about their allegiance to their new, corrupt masters. Broggok ensures that any subversive notions among the fel orcs are permanently eradicated."
557,Keli'dan the Breaker,"When Illidan overthrew the pit lord Magtheridon and took control of Outland, he had the demonic leader imprisoned beneath the Hellfire Citadel. Only the most stalwart among Illidan's forces could ever hope to keep him contained; the ruthless orc, Keli'dan, was the only possible choice."
558,Commander Sarannis,"When the fallen blood elf leader, Kael'thas, seized control of the Tempest Keep, he immediately ordered Commander Sarannis to prepare defenses against whomever the naaru might send to reclaim the keep."
559,High Botanist Freywinn,"Mere minutes after entering the Botanica, Freywinn began conducting reckless experiments in order to unlock the power hidden among the native plant life of Outland."
560,Thorngrin the Tender,"Experiments require resources. Thorngrin the Tender makes sure that Kael'thas's botanists have the power and essence they need to reveal the naaru's secrets, even if that means untold numbers of living creatures must be sacrificed to obtain it."
561,Laj,"The naaru gathered samples of unusual wildlife from across Outland. Their safeguards were destroyed when the Botanica was invaded, leaving some of the most dangerous specimens free to roam."
562,Warp Splinter,"The night elves of Darnassus have asked for help in restoring an Ancient of the Arcane, who found itself trapped in Tempest Keep. Frightened by the recent attack by Kael'thas Sunstrider's forces, the Warp Splinter is unable to differentiate friend from foe and is liable to attack any who disturb it."
563,Mechano-Lord Capacitus,It takes a tremendous amount of skill and precision to harvest the power of the naaru's manacells. These talents can easily be turned upon any intruders.
564,Nethermancer Sepethrea,"Thanks to her skills at quickly summoning creatures to destroy any enemies, Sepethrea was chosen as an apprentice to Pathaleon the Calculator, the blood elf in charge of the Mechanar."
565,Pathaleon the Calculator,"Following the Sunwell's defilement, the vainglorious arcanist Pathaleon saw an opportunity to gain renown by aiding Kael'thas in finding a cure for his race's addiction to magic. This single-minded quest led him to join the blood elf prince on Outland and oversee his disastrous experiments. Most recently, Pathaleon has begun harnessing the Tempest Keep's otherworldly technologies in pursuit of fame and power."
566,Grand Warlock Nethekurse,"Nethekurse, once a shaman of the Shadowmoon clan, abandoned his reverence for the elements to master the art of wielding fel magic. The demonic energies at his command have left him a husk who finds delight only in torturing young fel orcs to test the limits of their mental and physical strength."
568,Warbringer O'mrogg,"The ruthless and cunning ogre O'mrogg is considered one of the Fel Horde's deadliest members. But this feared brute has a problem. The ogre's two heads have always struggled to agree on even the simplest matters. Two years ago, O'mrogg began a twelve-step plan to develop a synergy between his warring personalities. His heads have yet to decide on which step to start with."
569,Warchief Kargath Bladefist,"Chieftain of the Shattered Hand clan and warchief of the Fel Horde, Kargath is one of the greatest orcish heroes in recent memory. Over the years, he has severed both of his hands and replaced them with weapons of war, a bloody ritual unique to his clan. The joy he derives from inflicting pain on both others and himself is legendary among the orcs. As the Fel Horde's tyrannical ruler, he has channeled his ruthlessness and ferocity into forging an unstoppable army within the iron walls of Hellfire Citadel."
570,Mennu the Betrayer,"Mennu is one of the Broken, draenei twisted and deformed by demonic energies unleashed by the orcs. When the naga invaded Zangarmarsh, many of these tragic beings desperately attempted to escape the region. Mennu, however, chose a different path to freedom. In exchange for his own life, he betrayed his fellow Broken to the serpentine invaders and agreed to lord over his kin as a slave driver."
571,Rokmar the Crackler,"Following Draenor's destruction, Rokmar fled into the depths of Zangarmarsh. The energies that had torn the world apart enveloped the behemoth, bolstering its strength and size at the price of constant agony. The naga were awed by Rokmar's ferocity when they first arrived in the region. Rather than kill the beast, they enslaved it and used the creature to subjugate much of Zangarmarsh's indigenous life."
572,Quagmirran,"Quagmirran was once a ruler of Zangarmarsh's immense fungal giants. He was captured by the naga while wandering the region's serpentine caverns and subjected to excruciating torture. Now this broken being serves his overlords without question, silencing all who oppose the will of Lady Vashj."
573,Hydromancer Thespia,"At the height of the night elf empire, the Highborne Thespia delighted in art and music. Her love of these things vanished during the Great Sundering, when she and many of her kin were sucked into Azeroth's deeps and transformed into hateful naga. In the millennia that followed, Thespia remained a close confidant of her childhood friend, Lady Vashj. Without hesitation, she journeyed with her comrade to Zangarmarsh and vowed to oversee the naga's quest to drain the region's water supply."
574,Mekgineer Steamrigger,"The irradiation of Gnomeregan transformed many of the city's survivors into leper gnomes. Among these victims was the brilliant Mekgineer Steamrigger. Although he escaped Gnomeregan and retained his intellect, whatever ethics and compassion he had once possessed were gone. He wandered Azeroth, selling his knowledge to a number of unscrupulous groups such as the Bloodsail Buccaneers. Recently, the naga hired Steamrigger to operate the intricate machinery in Zangarmarsh's Steamvault."
575,Warlord Kalithresh,"Deep within the Steamvault, the naga have begun experimenting with a mysterious substance to strengthen their warriors and purge them of fear. Kalithresh was one of Lady Vashj's first servants to volunteer as a test subject for this dark elixir. As reward, he has been charged with guarding the expansive Steamvault and ensuring the region's arcane machinery operates without interruption."
576,Hungarfen,"Unlike his ally, Quagmirran, the great fungal giant Hungarfen has thus far eluded enslavement by the naga. Nonetheless, he remains aggressive to all outsiders who tread into the deepest caverns of Zangarmarsh. Oblivious to the naga's machinations in other parts of the region, Hungarfen spends much of his time tending the Underspore, an ancient plant said to be his most prized possession."
577,Ghaz'an,"Historians have long disagreed about whether the immense hydras of Azeroth and Outland share a common ancestor. What is clear, however, is that these ruthless creatures have existed on both realms since ancient times. Ghaz'an is one of the most infamous and fearsome hydras on Outland. Under the control of Lady Vashj, this ravenous fiend has stormed the lower reaches of Zangarmarsh to terrorize the region's denizens."
578,Swamplord Musel'ek,"To be one of the Broken is to be an outcast. This truth weighs heavy on Swamplord Musel'ek. Although he is a member of the Murkblood Broken, he prefers to roam the caverns beneath Zangarmarsh alone. During one of these recent wanderings, he used his mastery over beasts to enthrall Windcaller Claw, a druid who had been exploring the area in the form of a ferocious bear. Musel'ek has forced Claw to act as a loyal companion who will not judge him for the twisted being he has become."
579,The Black Stalker,"The marsh walkers of Outland are towering creatures that prowl the wilds, feasting on any lesser creatures they come across. The sporelings of Zangarmarsh tell tales concerning one of these predators, a particularly ruthless beast known as the Black Stalker. Broodmother to all marsh walkers, it is said she emerges from her lair deep in the Underbog only to satisfy her hunger for delicious sporelings."
580,Elder Nadox,"Nadox was once a venerated nerubian leader who taught the ancient ways of his race to generations of broods. When the War of the Spider ravaged Azjol-Nerub, he was overcome by legions of undead. The Lich King reanimated his corpse and bled everything wise and noble from Nadox, forcing him to slaughter his students, friends, and all other nerubians who opposed the might of the Scourge."
581,Prince Taldaram,"After Kael'thas's failed assault against the Lich King, some of his greatest blood elf followers were slaughtered and raised into undeath as darkfallen. Prince Taldaram is one of these cunning and bloodthirsty vampiric beings. Always seeking to please the Lich King, he has entered the war-torn depths of Ahn'kahet in search of lost nerubian relics that can empower the Scourge's murderous ranks."
582,Jedoga Shadowseeker,"Jedoga dreams of apocalypse. She is rumored to be one of the most fanatical adherents of the Twilight's Hammer. Under the guidance of the ruthless ogre mage Cho'gall, she learned to twist her shamanic powers to serve the Old Gods. Not long ago, Jedoga journeyed into the bowels of Ahn'kahet to prepare for the glorious day when Yogg-Saron will arise and envelop the lands of Azeroth in shadow."
583,Amanitar,"For ages, fungi and other benign forms of life have thrived in Ahn'kahet's damp sun-starved caverns. Only recently has Yogg-Saron spread its oppressive will into this isolated ecosystem. The Old God used its immense corruptive powers to warp one of Ahn'kahet's native beasts into a monstrous creature known as Amanitar, an unthinking terror bristling with the destructive energies of its master."
584,Herald Volazj,"Amid the Scourge's invasion of Azjol-Nerub, many of the kingdom's denizens tunneled underground to escape the Lich King's minions. Yet some of them dug too deep, exposing the tendrils of Yogg-Saron. Roused by this disturbance, the entity has sent one of its most ancient warriors - Herald Volazj - to cull the beleaguered nerubians and annihilate anyone foolish enough to threaten the Old God."
585,Krik'thir the Gatewatcher,"The gates of Azjol-Nerub stood unchallenged for centuries until the arrival of the Lich King. In mockery of Krik'thir's inability to protect his home, the nerubian was raised into undeath and forced to protect the very gates he failed to guard successfully in life."
586,Hadronox,"During the fall of Azjol-Nerub, nerubian viziers released a single spider that would one day grow to challenge the unyielding forces of the Lich King. Hadronox was instilled with a desire to avenge the fallen and reclaim its home from any that dare threaten it."
587,Anub'arak,"The fates of Azjol-Nerub and Anub'arak have long been intertwined.  In life, he was the empire's king. In death, he was its conqueror. Charged by the Lich King to protect his old empire once more, the traitor king stands vigilant against any that threaten his kingdom."
588,Trollgore,The Drakkari were among the most vicious troll tribes and Trollgore was a paragon of the tribe's savagery. This hulking monstrosity discovered that his vaunted ferocity paled in comparison to the Lich King's and he now serves as a grisly warning to all that dare challenge Arthas' reign.
589,Novos the Summoner,Novos was ever the opportunist and sought a means to rise above his mundane peers. The cultist carved his heart from his body and presented the still beating organ to his master seconds before his death. His initiative impressed his master who in turn remade him into a lich.
590,King Dred,"King Dred is a legend amongst the Drakkari. Stories tell of a troll hunting party locating a mighty beast that thrived in a habitat saturated with Scourge plague. The trolls tamed the devilsaur, believing that he alone held an antidote for the savage disease devastating their people."
591,The Prophet Tharon'ja,Not even the stolen powers of a loa could stay death's hand as the Scourge marched on Drak'Tharon Keep. Tharon'ja now prophesies only triumph for his new master as legions of trolls are slaughtered before the Lich King.
592,Slad'ran,"Slad'ran took no pleasure in sacrificing the loa he had served all his life. As the powers of his god surged into him, the high prophet swore that the Scourge would suffer for the atrocities the Drakkari trolls were forced to commit."
593,Drakkari Colossus,"The trolls' use of mojo in their voodoo magic has long been established, but the fusion of those magics into a golem was a revolutionary breakthrough. Their initial success led to the creation of numerous sentinels all spawned from their original creation: the colossus."
594,Moorabi,"The Drakkari sought to sacrifice Mam'toth for his powers, but instead the loa destroyed himself. Despite this act, Moorabi would not be denied his god-like powers. The high prophet drank of the loa's blood and will now stop at nothing to keep Zul'Drak firmly in troll hands."
595,Eck the Ferocious,"The Drakkari sealed their failed gorloc experiments away after numerous attempts to weaponize them. As the frost trolls battled the Scourge invading their beloved homeland, Eck and his minions awaited the moment their freedom was at hand."
596,Gal'darah,"The Drakkari turned to their loa as the Scourge invaded the nation of Zul'Drak. The frost trolls did not come to the loa with implorations; they came with blades. As blood flowed from their murdered god, Akali, the high prophet Gal'darah and his betrayers claimed the loa's strength as their own."
597,General Bjarngrim,"The iron forces of Loken are legion and their general, Bjarngrim, stands above them all. As the vanguard of Loken's Halls of Lightning, the iron commander ensures that any who trespass in his master's domain are terminated with extreme prejudice."
598,Volkhan,"Loken's powerful legions are a testament to the craftsmanship of his blacksmith, Volkhan. His work is never ending, ceaselessly creating soldiers to fight for the fallen keeper. Only when the blacksmith's creations stand atop the crumpled bodies of their enemies will his work be done."
599,Ionar,Loken does not rely on his iron minions as his personal defenders. The fallen keeper relies upon lightning itself. Ionar and its cohorts were given sanctuary within the Halls of Lightning in exchange for their unquestioning loyalty and willingness to slaughter any who seek to confront their new master.
600,Loken,The prime designate of Azeroth was tasked to keep Yogg-Saron secure within its prison. None could have foreseen that the keeper entrusted to safeguard the world from the Old God's malevolence would be the one responsible for its undoing.
601,Falric,This champion of the Scourge was among the first death knights created by Arthas after claiming Frostmourne. Falric loyally followed his prince on a doomed campaign to Northrend only to be rewarded with betrayal by the prince he served faithfully all his life.
602,Marwyn,"Marwyn had known Arthas all his life and saw him not just as his prince, but as a true friend. As Arthas sailed to Northrend, the knight followed him without hesitation. Though his friend would later plunge a cursed runeblade through his heart, Marwyn still felt it break upon seeing what the prince had become."
603,Escape from Arthas,"Two leaders sought to defeat the Lich King in single combat, but quickly learned they were no match against the power of the one true king. Seeking to avoid their fate, they tried to flee from his sanctum. Arthas would savor every moment of their futile efforts. There was no escape from the inevitable."
604,Krystallus,War isn't won by might alone; it is won by armies. This inherent truth inspired Loken to order the creation of loyal stone constructs to bolster his legions. Krystallus was chosen to oversee the operation and to crush any interloper that threatens its work.
605,Maiden of Grief,"Loken commands the forces of Ulduar, but not all serve him willingly. The Maiden of Grief has been ordered to destroy any who try reclaiming the Halls of Stone. She mourns turning on former allies, but fulfills her orders with violent purpose. Even her sorrows have been forged into weapons."
606,Tribunal of Ages,"Abedneum, Kaddrak, and Marnak make up the Tribunal of Ages, librarians for the titan discs that contain the ancient histories of Azeroth. The immobile constructs do not give up the titans' secrets easily, but adventurers such as the intrepid Brann Bronzebeard believe the reward is worth the risk."
607,Sjonnir the Ironshaper,"While some resisted Loken's corruption, Sjonnir the Ironshaper was eager to turn the Forge of Wills to a darker purpose. He considers his new creations vastly superior to the earthen, and will unleash them on any who defy Loken's will."
608,Forgemaster Garfrost,"Garfrost has crafted some of the most deadly weapons the Scourge has employed against the living. He can quickly forge saronite into terrible instruments of pain and death, or he can just throw it at his enemies."
609,Ick & Krick,"The diminutive necromancer Krick oversees the workers in the Pit of Saron. From atop the ghastly Ick, he can safely throw poison, explosives and dark magic at his enemies. From this vantage point, he has also learned dark secrets of Icecrown Citadel that could topple the Lich King."
610,Scourgelord Tyrannus,"The death knight Tyrannus was promoted to Scourgelord after slaying the giant Garfrost. His power, ruthlessness and frost wyrm, Rimefang, make him the perfect guardian for the Pit of Saron and the entrance to the Halls of Reflection."
611,Meathook,"Since Prince Arthas first encountered the Scourge abominations, they have become even more menacing. Meathook has grown stronger, more toxic and more agile than the others. Smarter was never the goal of the necromancers who created Meathook, but it only takes a base cunning to do what he does best."
612,Salramm the Fleshcrafter,"Salramm the Fleshcrafter was one of the first necromancers trained in the halls beneath Scholomance. He saw the test subjects, and occasional fellow students, as little more than a collection of interesting parts for his work. Now he has the entire population of Stratholme for his experiments... along with any interlopers who try to stop him."
613,Chrono-Lord Epoch,"The infinite dragonflight often tries subtle methods to manipulate the timeways, but if that fails they can send an assassin to deal with Arthas directly. While little is known about the agents of the infinite dragonflight, Epoch displays a dangerous mastery of time that makes him a deadly obstacle to Arthas's future."
614,Mal'Ganis,"The destiny of Mal'Ganis has already been written. Arthas's hatred for the dreadlord will cause the prince to travel to Northrend and take up Frostmourne. But this will only happen if Mal'Ganis finds him worthy. To prove his worthiness and begin down his path to becoming the Lich King, Arthas must survive Mal'Ganis's onslaught."
615,Bronjahm,"Bronjahm has served the Cult of the Damned from the early days. Kel'Thuzad himself taught Bronjahm the value of souls and how to grind them down to fuel the engines of the Scourge. He can corrupt the souls of his foes and tear them out piece by piece, making him the ideal guardian for the Lich King's Forge of Souls."
616,Devourer of Souls,"The dark industries Bronjahm carries out in the Forge of Souls produce tortured, fragmented spirits. To prevent their escape, and use every scrap of the damned, the Lich King created the Devourer of Souls. The Devourer of Souls hunts and consumes the stray spirits, and slowly breaks them down within its terrible form. The consumed souls are driven mad with anguish and suffering, but the Devourer's hunger is never sated."
617,Commander Stoutbeard,"Commander Stoutbeard led his troops against some of the most dangerous enemies of the Alliance. The Halls of Stasis may have slowed him down, but the sight of Horde adventurers will get him up and running again."
618,Grand Magus Telestra,"It is rumored the Grand Magus Telestra tutored Prince Kael'thas. Though she believed the Prince allying with the naga was foolish, she could not support Dalaran imprisoning her people. Malygos only needed to remind her of this betrayal to gain her as an instructor for his mage hunters."
619,Anomalus,"Directing so much of Azeroth's arcane energy through the Nexus has created tears in reality. As Malygos's forces try to drive back invading creatures, the chaotic arcane power has taken form as Anomalus. If the creature is not stopped, it will unmake everything it can touch."
620,Ormorok the Tree-Shaper,"The incredible arcane energies of the Nexus have transformed the Singing Gardens and its guardians. Ormorok's simple mind has become obsessed with the energies transforming him. For those who would interrupt his contemplations he has few words, but a mountain of violence."
621,Keristrasza,"Whether the tortures inflicted on Keristrasza were revenge for the death of Saragosa or a misguided attempt to turn her into an ally is known only to Malygos. Regardless of his intent, her allies have heard her cries of anguish and disturbing whispers of her diminishing mind."
