ID,Name_lang,Description_lang
999,Hold Your Ground,$@garrspelldesc
1000,Finesse Conduit,
1001,Potency Conduit,
1005,Finesse Conduit,
1006,Endurance Conduit,
1009,Endurance Conduit,
1010,Finesse Conduit,
1047,"Mirror, Mirror","This mysterious network of ancient mirrors can allow the user to move between various points across Revendreth.

By reactivating the network, you initially restore mirrors in The Eternal Terrace and Pridefall Hamlet."
1048,Looking Glass,"Restore additional power to the Mirror Network. Doing so opens up more locations to expand your influence across Revendreth.

Diverting this additional anima to the network will restore mirrors in The Halls of Atonement and The Banewood."
1049,Mirror's Edge,"Your mastery of Mirrors will be complete.

This final restoration effort will restore the mirrors in The Feeders' Thicket and Dominance Keep.

Now at full power the network provides you the ability to find and repair damaged mirrors across Revendreth. Venturing through these special mirrors can lead to new discoveries, and even unique rewards you can only access through these mirrors.

Adds a portal to Oribos within Sinfall."
1050,Ziggurat Now,"Begin to master knowledge of the massive Necropolis' that dominates the sky above Maldraxxus. 

Unlocks additional travel options through the Necropolis."
1051,A Keep Above,"Unlock a portal connecting the Seat of the Primus to the necropolis, Zerekriss. 

This fully mobile necropolis provides an aerial advantage over all the houses of Maldraxxus. Use this to your advantage. Allows access across the entire zone."
1052,Flying Fortress,"Unlock a portal beneath the necropolis, Exoramas, deep within the House of Rituals. 

Access to this portal is as dangerous as it is potentially advantageous.

Adds a portal to Oribos within your Sanctum."
1053,Nurtured Roots,"Activates the mysterious mushroom network that connects sites across Ardenweald. 

You can travel between the Heart of the Forest, and Forest's Edge, The Stalks, or Stillglade."
1054,Fun with Fungi,"The tendrils of the wondrous mushroom network grow further, restoring access to the Banks of Life, the Elder Stand, and Gormhive. 

Discover the hidden underground caverns that can only be accessed through the network. 

Improve your reputation with Marasmius to earn unique rewards for your efforts aiding the growth of the network."
1055,Blossoming Network,"The mushroom network rediscovers its full potential, restoring the connections to the Crumbled Ridge, Eventide Grove, and Tirna Scithe 

Allows you access to the mysterious islands that can be found at the very edges of the realm. 

Provides more opportunities to work towards gaining an exalted reputation with Marasmius to earn his rarest gifts!

Adds a portal to Oribos within the Heart of the Forest."
1056,Step of Faith,"Allows travel to Elysian Hold, Hero's Rest, Aspirant's Rest, and the Temple of Courage.

After arriving at a location cast Unburden, greatly increasing movement speed, and propelling you forward."
1057,Leap of Power,"Allows travel to Sagehaven, the Temple of Purity, and the Seat of Eternal Hymns.

Unburden duration increased by 100%.

Your Summon Steward ability can now create an Elysian Beacon, granting you access to the network in the field."
1058,Eternal Paths,"Allows travel to the Temple of Humility and the Terrace of the Collectors.

Unburden additionally reduces the radius at which enemies will detect you while active.

Your steward's Elysian Beacon can now be used by party members.

Establishes a portal to Oribos within Elysian Hold."
1062,Flowing Tendrils,"Allows you to channel anima to Purity's Pinnacle and the Temple of Courage, granting access to a special treasure and an enemy champion. Allows covenant callings to award Grateful Offerings in addition to other rewards."
1063,Streaming Threads,"Allows you to channel anima to the Temple of Humility and the Eternal Forge, granting access to a new World Quest and new Daily Quests. Increases the number of Grateful Offerings awarded by covenant callings."
1064,Flowing Power,"Allows you to channel anima to the Eonian Archives and the Citadel of Loyalty, granting access to Kyrian enhancements and an elite foe. Increases the number of Grateful Offerings earned from covenant callings to their highest level."
1065,Flowing Tendrils,"Allows you to channel anima to the House of the Chosen and the House of Constructs, granting access to a special treasure and an enemy champion. Allows covenant callings to award Grateful Offerings in addition to other rewards."
1066,Streaming Threads,"Allows you to channel anima to the House of Plagues and the House of Eyes, granting access to a new World Quest and new Daily Quests. Increases the number of Grateful Offerings awarded by covenant callings."
1067,Flowing Power,"Allows you to channel anima to the House of Rituals and the Theater of Pain, granting access to Necrolord enhancements and an elite foe. Increases the number of Grateful Offerings earned from covenant callings to their highest level."
1068,Flowing Tendrils,"Allows you to channel anima to the Crypt of the Forgotten and Wanecrypt Hill, granting access to a special treasure and an enemy champion. Allows covenant callings to award Grateful Offerings in addition to other rewards."
1069,Streaming Threads,"Allows you to channel anima to the Court of Harvesters and Pridefall Hamlet, granting access to a new World Quest and new Daily Quests. Increases the number of Grateful Offerings awarded by covenant callings."
1070,Flowing Power,"Allows you to channel anima to the Shrouded Asylum and Dominance Keep, granting access to Venthyr enhancements and an elite foe. Increases the number of Grateful Offerings earned from covenant callings to their highest level."
1071,Flowing Tendrils,"Allows you to channel anima to Glitterfall Basin and Dreamsong Fen, granting access to a special treasure and an enemy champion. Allows covenant callings to award Grateful Offerings in addition to other rewards."
1072,Streaming Threads,"Allows you to channel anima to Tirna Vaal and the Hibernal Hollow, granting access to a new World Quest and new Daily Quests. Increases the number of Grateful Offerings awarded by covenant callings."
1073,Flowing Power,"Allows you to channel anima to Claw's Edge and Tirna Scithe, granting access to Night Fae enhancements and an elite foe. Increases the number of Grateful Offerings earned from covenant callings to their highest level."
1074,Tactical Insight,Grants access to Adventures and their rewards.
1075,Grovetender's Gift,Increases the rate at which companions naturally heal by 25%.
1076,Hidden Pathways,Decreases the time an adventure takes to complete by 25%.
1077,Tactical Insight,Grants access to Adventures and their rewards.
1078,Enhanced Purification,Increases the rate at which companions naturally heal by 25%.
1079,Wings of Light,Decreases the time an adventure takes to complete by 25%.
1080,Tactical Insight,Grants access to Adventures and their rewards.
1081,Deserved Feast,Increases the rate at which companions naturally heal by 25%.
1082,Superior Efficiency,Decreases the time an adventure takes to complete by 25%.
1083,Tactical Insight,Grants access to Adventures and their rewards.
1084,Recuperative Treatments,Increases the rate at which companions naturally heal by 25%.
1085,Forced March,Decreases the time an adventure takes to complete by 25%.
1086,First Planting,"Restore the Queen's Conservatory, a sacred garden where you can nurture the wildseeds of powerful lost souls and prepare them for rebirth."
1087,Initial Growth,"Grants you access to catalyst plots, and activates an additional wildseed. 

Conservator Aoni will now offer daily catalyst quests.

You can also seek out a powerful, rare, and unusual spirit that may be able to aid your efforts in the Conservatory."
1088,Nurtured Souls,"This additional infusion of anima activates additional wildseed and catalyst plots to expand your growing potential.

Find another rare spirit who can lead you on a journey of enlightenment across Azeroth and beyond."
1089,Flourishing Beds,"Grants you access to additional wildseed and catalyst plots. 

You can now use the wildseed that has three possible catalyst connections. Increasing your potential for earning unique rewards.

Embark on a quest to find a rare spirit who can draw spirit animals to reside in your garden."
1090,Final Forms,"Restore the Conservatory to its former glory.

This final infusion of anima to the Conservatory activates the final wildseed plot.

That Wildseed can benefit from four possible catalyst links. This allows you to maximize your opportunites for unique rewards."
1091,First Steps,"Unlocks the sacred trial of the Path of Ascension, facilitating the capture of six Shadowlands memories for your soulbinds to train against for unique rewards."
1092,Sacred Trials,"Allows the capture of four more Shadowlands memories for training in the Path of Ascension.

Empowers some of your memories with accumulated anima, granting you access to their second trial.

Unlocks access to weekly quests."
1093,Continued Training,"Empowers more of your captured memories, unlocking the rest of the Trials of Loyalty as well as the first of the Trials of Wisdom.

The Brazier of Lessons Learned has been activated, increasing your soulbinds' health and damage in Ascension Coliseum."
1094,Teachings of Wisdom,"Your collected anima strengthens the remaining memories, granting access to the remaining Trials of Wisdom.

Unlocks access to a second weekly quest."
1095,Trials of Humility,"Unlocks the final trial for all of your captured memories, the Trial of Humility. 

The Brazier of Inward Reflection has been activated, increasing your soulbinds' health and damage in Ascension Coliseum."
1096,Build a Buddy,"Restoring anima to this area grants you the first rank of Abominable Stitching. Allowing you to build your own constructs!

Welcome Chordy and a variety of other useful constructs to aid you in gathering resources to build out the rest your construct forces."
1097,Crafting Limbs,"Grants you the second rank of prowess in Abominable Stitching. 

Allows you to build additional constructs. Gain access to a new battle pet, a construct disguise and other useful consumables."
1098,Bring Them to Life,"Grants you the third rank of prowess in Abominable Stitching.

Gain the ability to call in Emeni to aid you in combat. Allows you to build additional constructs to bolster your forces."
1099,Forged Friends,"Grants you the fourth rank of prowess in Abominable Stitching.

You can now create two dangerous high-end constructs, as well as a bag of treats to lure Twigin to your side. Use your constructs to access more unique rewards."
1100,Best Fiends Forever,"Grants you the final rank of prowess in Abominable Stitching.

Welcome the Soulfused Construct to your ranks and create the awesome Bonesewn Fleshroc. Marshal your entire stable of constructs to earn the rarest prizes."
1111,A New Court,"Re-establish the Ember Court, and start on a journey to restore it to its former glory. 

Help Theotar build this new court that will expand the influence of the Venthyr covenant across Revendreth and beyond."
1112,Discerning Taste,"This infusion of anima continues to build upon the Ember Courts growing reputation. 

Attract the attention of even the most discerning guests, allowing you to invite a fourth guest to each Ember Court. This expands further your opportunities for earning the respect of your guests."
1113,Homegrown Help,"Infuse more anima into the restoration of the Ember Court.

You will now be able to create a dredger butler to assist you in hosting the Ember Court."
1114,Court Influencer,"Increase the capacity for guests within the Ember Court.

Now you can expand the guest list, allowing you to invite a third guest to each Ember Court. Increasing your options for earning unique rewards from your guests."
1115,The Professionals,"The Ember Court reaches its full potential, and the daily parties are now the talk of all the realms.

You are now able to hire five specialist staff who will help you foster the perfect atmosphere in each and every Ember Court event. This gives you the best opportunity yet to earn the best rewards your guests have to offer!"
1121,Finesse Conduit,
1122,Potency Conduit,
1123,Endurance Conduit,
1124,Volatile Solvent,$@garrspelldesc
1125,Travel with Bloop,$@garrspelldesc
1126,Ooz's Frictionless Coating,$@garrspelldesc
1127,Plaguey's Watchful Eye,$@garrspelldesc
1128,Endurance Conduit,
1129,Kevin's Keyring,"Allows opening of locks that require up to 600 skill. 12 hour cooldown.

Each second spent channeling Warlord's Blade reduces Kevin's Keyring's cooldown by one hour."
1130,Plagueborn Cleansing Slime,$@garrspelldesc
1132,Endurance Conduit,
1133,Finesse Conduit,
1135,Potency Conduit,
1136,Ultimate Form,$@garrspelldesc
1137,Expanding Potential,The potential power of the anima reservoir remains untapped for now.
1138,Growing Power,The potential power of the anima reservoir remains untapped for now.
1139,Final Capacity,The potential power of the anima reservoir remains untapped for now.
1140,Expanding Potential,The possible power of the anima reservoir remains untapped for now.
1141,Growing Power,The possible power of the anima reservoir remains untapped for now.
1142,Final Capacity,The possible power of the anima reservoir remains untapped for now.
1143,Expanding Potential,The possible power of the anima reservoir remains untapped for now.
1144,Growing Power,The possible power of the anima reservoir remains untapped for now.
1145,Final Capacity,The possible power of the anima reservoir remains untapped for now.
1146,Expanding Potential,The possible power of the anima reservoir remains untapped for now.
1147,Growing Power,The possible power of the anima reservoir remains untapped for now.
1148,Final Capacity,The possible power of the anima reservoir remains untapped for now.
1154,Lead By Example,$@garrspelldesc
1155,Cartilaginous Legs,$@garrspelldesc
1156,Hearth Kidneystone,$@garrspelldesc
1158,Sulfuric Emission,$@garrspelldesc
1160,Gristled Toes,$@garrspelldesc
1161,Gnashing Chompers,$@garrspelldesc
1163,Emeni's Magnificent Skin,$@garrspelldesc
1164,Throughput Conduit,
1165,Finesse Conduit,
1167,Endurance Conduit,
1168,Potency Conduit,
1169,Endurance Conduit,
1170,Endurance Conduit,
1202,Wild Hunt's Charge,$@garrspelldesc
1203,Wild Hunt Tactics,$@garrspelldesc
1204,Horn of the Wild Hunt,$@garrspelldesc
1205,Face Your Foes,
1206,First Strike,$@garrspelldesc
1207,Hold the Line,$@garrspelldesc
1208,Vorkai Sharpening Techniques,$@garrspelldesc
1209,Potency Conduit,
1210,Finesse Conduit,
1211,Endurance Conduit,
1212,Potency Conduit,
1213,Endurance Conduit,
1214,Finesse Conduit,
1215,Endurance Conduit,
1216,Get In Formation,$@garrspelldesc
1217,Chris Test Talent 1,
1218,Chris Test Talent 2,
1237,Purity's Pinnacle,"Channel Anima to Purity's Pinnacle, allowing access to a special treasure."
1238,Temple of Courage,"Channel Anima to the Temple of Courage, allowing you to fight an enemy champion."
1239,Temple of Humility,"Channel Anima to the Temple of Humility, unlocking a new World Quest."
1240,Eternal Forge,"Channel Anima to the Eternal Forge, unlocking new Daily Quests."
1241,Citadel of Loyalty,"Channel Anima to the Citadel of Loyalty, allowing you and your allies to challenge an elite foe."
1242,Eonian Archives,"Channel Anima to the Eonian Archives, allowing access to mighty Kyrian enhancements."
1243,Glitterfall Basin,"Channel Anima to Glitterfall Basin, allowing access to a special treasure."
1244,Dreamsong Fenn,"Channel Anima to Dreamsong Fenn, allowing you to fight an enemy champion."
1245,Tirna Vaal,"Channel Anima to Tirna Vaal, unlocking a new World Quest."
1246,Hibernal Hollow,"Channel Anima to the Hibernal Hollow, unlocking new Daily Quests."
1247,Tirna Scithe,"Channel Anima to Tirna Scithe, allowing you and your allies to challenge an elite foe."
1248,Claw's Edge,"Channel Anima to Claw's Edge, allowing access to mighty Night Fae enhancements."
1249,House of the Chosen,"Channel Anima to the House of the Chosen, allowing access to a special treasure."
1250,House of Constructs,"Channel Anima to the House of Constructs, allowing you to fight an enemy champion."
1251,House of Plagues,"Channel Anima to the House of Plagues, unlocking a new World Quest."
1252,House of Eyes,"Channel Anima to the House of Eyes, unlocking new Daily Quests."
1253,Theater of Pain,"Channel Anima to the Theater of Pain, allowing you and your allies to challenge an elite foe."
1254,House of Rituals,"Channel Anima to the House of Rituals, allowing access to mighty Necrolord enhancements."
1255,Crypt of the Forgotten,"Channel Anima to the Crypt of the Forgotten, allowing access to a special treasure."
1256,Wanecrypt Hill,"Channel Anima to Wanecrypt Hill, allowing you to fight an enemy champion."
1257,Court of the Harvesters,"Channel Anima to the Court of the Harvesters, unlocking a new World Quest."
1258,Pridefall Hamlet,"Channel Anima to Pridefall Hamlet, unlocking new Daily Quests."
1259,Dominance Keep,"Channel Anima to Dominance Keep, allowing you and your allies to challenge an elite foe."
1260,The Shrouded Asylum,"Channel Anima to the Shrouded Asylum, allowing access to mighty Venthyr enhancements."
1263,Endurance Conduit,
1264,Potency Conduit,
1265,Potency Conduit,
1266,Serrated Shoulder Blades,$@garrspelldesc
1267,Resourceful Fleshcrafting,$@garrspelldesc
1268,Heirmir's Arsenal: Ravenous Pendant,$@garrspelldesc
1269,Heirmir's Arsenal: Alacritous Boots,$@garrspelldesc
1270,Bone Spurs,$@garrspelldesc
1271,Smithing Expertise,$@garrspelldesc
1272,Forgeborne Reveries,$@garrspelldesc
1273,Endurance Conduit,
1274,Endurance Conduit,
1275,Finesse Conduit,
1276,Finesse Conduit,
1277,Heirmir's Arsenal: Marrowed Gemstone,$@garrspelldesc
1303,Let Go of the Past,$@garrspelldesc
1305,Potency Conduit,
1306,Finesse Conduit,
1308,Focusing Mantra,$@garrspelldesc
1309,Phial of Patience,$@garrspelldesc
1310,Cleansed Vestments,$@garrspelldesc
1311,Endurance Conduit,
1312,Endurance Conduit,
1313,Finesse Conduit,
1314,Bond of Friendship,$@garrspelldesc
1315,Potency Conduit,
1316,Combat Meditation,$@garrspelldesc
1317,Road of Trials,$@garrspelldesc
1364,Potency Conduit,
1365,Finesse Conduit,
1366,Potency Conduit,
1367,Ascendant Phial,$@garrspelldesc
1368,Mentorship,$@garrspelldesc
1369,Kyrian Insight,$@garrspelldesc
1370,Kyrian Grace,$@garrspelldesc
1371,Kyrian Perseverence,$@garrspelldesc
1372,Cleansing Rites,$@garrspelldesc
1373,Ever Forward,$@garrspelldesc
1374,Endurance Conduit,
1375,Endurance Conduit,
1377,Endurance Conduit,
1378,Valiant Strikes,$@garrspelldesc
1379,Finesse Conduit,
1380,Endurance Conduit,
1381,Potency Conduit,
1393,Agent of Chaos,$@garrspelldesc
1394,Fancy Footwork,$@garrspelldesc
1395,Potency Conduit,
1396,Endurance Conduit,
1397,Finesse Conduit,
1398,Friends in Low Places,$@garrspelldesc
1399,Finesse Conduit,
1400,Potency Conduit,
1401,Endurance Conduit,
1402,Exacting Preparation,$@garrspelldesc
1403,Familiar Predicaments,$@garrspelldesc
1404,Dauntless Duelist,$@garrspelldesc
1405,Endurance Conduit,
1406,Thrill Seeker,$@garrspelldesc
1407,Elite Mixture,$@garrspelldesc
1408,Forgelite Filter,$@garrspelldesc
1409,Endurance Conduit,
1410,Hammer of Genesis,$@garrspelldesc
1411,Sparkling Driftglobe Core,$@garrspelldesc
1412,Soulsteel Clamps,$@garrspelldesc
1413,Finesse Conduit,$@garrspelldesc
1414,Endurance Conduit,
1415,Potency Conduit,
1416,Regenerating Materials,$@garrspelldesc
1417,Steward's Resilience,$@garrspelldesc
1418,Forgelite Prime's Expertise,$@garrspelldesc
1419,Unbreakable Body,$@garrspelldesc
1420,Expedition Leader,$@garrspelldesc
1421,Superior Tactics,$@garrspelldesc
1422,Endurance Conduit,
1423,Potency Conduit,
1424,Enduring Gloom,$@garrspelldesc
1425,Move As One,$@garrspelldesc
1426,Service in Stone,$@garrspelldesc
1545,Watch the Shoes!,$@garrspelldesc
1546,Leisurely Gait,$@garrspelldesc
1547,Potency Conduit,
1548,Finesse Conduit,
1549,Endurance Conduit,
1550,Refined Palate,$@garrspelldesc
1551,Soothing Shade,$@garrspelldesc
1552,Token of Appreciation,$@garrspelldesc
1553,Finesse Conduit,
1554,Potency Conduit,
1555,Endurance Conduit,
1556,Endurance Conduit,
1557,Life of the Party,$@garrspelldesc
1559,Exquisite Ingredients,$@garrspelldesc
1560,Wasteland Propriety,$@garrspelldesc
1561,Summon Steward,$@garrspelldesc
1562,Shackle the Unworthy,$@garrspelldesc
1563,Spear of Bastion,$@garrspelldesc
1564,Divine Toll,$@garrspelldesc
1565,Elysian Decree,$@garrspelldesc
1566,Boon of the Ascended,$@garrspelldesc
1567,Kindred Spirits,$@garrspelldesc
1568,Echoing Reprimand,$@garrspelldesc
1569,Resonating Arrow,$@garrspelldesc
1570,Vesper Totem,$@garrspelldesc
1571,Radiant Spark,$@garrspelldesc
1572,Scouring Tithe,$@garrspelldesc
1573,Weapons of Order,$@garrspelldesc
1575,Fleshcraft,$@garrspelldesc
1576,Abomination Limb,$@garrspelldesc
1577,Vanquisher's Hammer,$@garrspelldesc
1578,Fodder to the Flame,$@garrspelldesc
1579,Unholy Nova,$@garrspelldesc
1580,Adaptive Swarm,$@garrspelldesc
1581,Serrated Bone Spike,$@garrspelldesc
1582,Death Chakram,$@garrspelldesc
1583,Primordial Wave,$@garrspelldesc
1584,Deathborne,$@garrspelldesc
1585,Decimating Bolt,$@garrspelldesc
1586,Bonedust Brew,$@garrspelldesc
1587,Conqueror's Banner,$@garrspelldesc
1588,Door of Shadows,$@garrspelldesc
1589,Swarming Mist,$@garrspelldesc
1590,Ashen Hallow,$@garrspelldesc
1591,Sinful Brand,$@garrspelldesc
1592,Mindgames,$@garrspelldesc
1593,Ravenous Frenzy,$@garrspelldesc
1594,Flagellation,$@garrspelldesc
1595,Flayed Shot,$@garrspelldesc
1596,Chain Harvest,$@garrspelldesc
1597,Mirrors of Torment,$@garrspelldesc
1598,Impending Catastrophe,$@garrspelldesc
1599,Fallen Order,$@garrspelldesc
1600,Condemn,$@garrspelldesc
1601,Soulshape,$@garrspelldesc
1602,Death's Due,$@garrspelldesc
1603,Blessing of the Seasons,$@garrspelldesc
1604,The Hunt,$@garrspelldesc
1605,Fae Blessings,$@garrspelldesc
1606,Convoke the Spirits,$@garrspelldesc
1607,Sepsis,$@garrspelldesc
1608,Wild Spirits,$@garrspelldesc
1609,Fae Transfusion,$@garrspelldesc
1610,Shifting Power,$@garrspelldesc
1611,Soul Rot,$@garrspelldesc
1612,Faeline Stomp,$@garrspelldesc
1613,Ancient Aftershock,$@garrspelldesc
1765,Endurance Conduit,
1766,Finesse Conduit,
1767,Finesse Conduit,
1770,Emeni's Ambulatory Flesh,$@garrspelldesc
1783,Blessing of the Ancients,$@garrspelldesc
1784,Freed from Torment,$@garrspelldesc
1785,Empowered Perseverance,$@garrspelldesc
1786,Inexplicable Power,$@garrspelldesc
1787,Empowered Swiftness,$@garrspelldesc
1788,The Adamant Vaults,$@garrspelldesc
1789,Enduring Souls,$@garrspelldesc
1790,Good Reflexes,$@garrspelldesc
1791,Death Denied,$@garrspelldesc
1792,Discovered Cache,$@garrspelldesc
1793,Undeterred,$@garrspelldesc
1794,Efficient Looter,"Automatically loot enemies, excluding Torghast Bosses."
1799,Potency Conduit,
1800,Overwhelming Discharge,
1801,Endurance Conduit,
1802,Pustule Eruption,
1803,Resilient Stitching,
1804,Finesse Conduit,
1805,Potency Conduit,
1806,Carver's Eye,
1807,Waking Bone Breastplate,
1808,Endurance Conduit,
1809,Finesse Conduit,
1810,Mnemonic Weaponry,
1811,Potency Conduit,
1812,Better Together,
1813,Path of the Devoted,
1814,Endurance Conduit,
1815,Finesse Conduit,
1816,Newfound Resolve,
1819,Potency Conduit,
1820,Viscous Trail,
1821,Undulating Maneuvers,
1822,Endurance Conduit,
1823,Finesse Conduit,
1824,Kevin's Oozeling,
1825,Potency Conduit,
1826,Spear of the Archon,
1827,Hope Springs Eternal,
1828,Endurance Conduit,
1829,Finesse Conduit,
1830,Light the Path,
1831,Potency Conduit,
1832,Soulglow Spectrometer,
1833,Reactive Retrofitting,
1834,Endurance Conduit,
1835,Finesse Conduit,
1836,Effusive Anima Accelerator,
1837,Potency Conduit,
1838,Called Shot,
1839,Survivor's Rally,
1840,Endurance Conduit,
1841,Finesse Conduit,
1842,Bonded Hearts,
1843,Potency Conduit,
1844,Cunning Dreams,
1845,Waking Dream,
1846,Endurance Conduit,
1847,Finesse Conduit,
1848,Dream Delver,
1849,Potency Conduit,
1850,Vorkai Ambush,
1851,Hunt's Exhilaration,
1852,Endurance Conduit,
1853,Finesse Conduit,
1854,Wild Hunt Strategem,
1855,Potency Conduit,
1856,Regenerative Stone Skin,
1857,Intimidation Tactics,
1858,Finesse Conduit,
1859,Endurance Conduit,
1860,Battlefield Presence,
1861,Unflinching,$@garrspelldesc
1863,Elite Slayer,$@garrspelldesc
1864,Meddle With Fate,$@garrspelldesc
1865,Anima Plunderer,$@garrspelldesc
1866,Potency Conduit,
1867,Sinful Preservation,
1868,Nimble Steps,
1869,Finesse Conduit,
1870,Endurance Conduit,
1871,Fatal Flaw,
1872,Potency Conduit,
1873,It's Always Tea Time,
1874,Always Room For More,
1875,Finesse Conduit,
1876,Endurance Conduit,
1877,Party Favors,
1878,Empowered Nova,$@garrspelldesc
1881,Blue Dragonflight Affinity,[TEMP] Passive Bonus from the Blue Dragonflight.
1882,Green Dragonflight Affinity,[TEMP] Passive Bonus from the Green Dragonflight.
1883,Red Dragonflight Affinity,[TEMP] Passive Bonus from the Red Dragonflight.
1884,Black Dragonflight Affinity,[TEMP] Passive Bonus from the Black Dragonflight.
1885,Gold Dragonflight Affinity,[TEMP] Passive Bonus from the Gold Dragonflight.
1886,Vent Mastery,[TEMP] Allows you to harnass primal vents in the Dragon Isles that can refresh your drake's flight energy.
1887,Winds Mastery,[TEMP] Increases the amount of time your drake can maintain flight.
1888,Airstream Novice,[TEMP] Increases your speed when using airstreams across the Dragon Isles.
1889,Primal Mastery,[TEMP] Allows your drake to harnass the power of primal vents in the [zone 1 and zone 2] of the Dragon Isles.
1890,Escape Artist,[TEMP] [ACTIVE] Calls your drake to come and rescue you from combat.
1891,Improved Vent Mastery,[TEMP] Using a primal vent now refreshes more flight energy.
1892,Stronger Wings,[TEMP] Increases your drake flying speed.
1893,Improved Primal Mastery,[TEMP] Allows your drake to harnass the power of primal vents in the [zone 3] of the Dragon Isles.
1894,Fire from Above,[TEMP] [ACTIVE] Your drake swoops down and uses a breath attack against enemies in a cone in front of you.
1895,Improved Escape Artist,[TEMP] Decreases the cooldown of Escape Artist.
1896,Winds Mastery,[TEMP] Increases the amount of time your drake can maintain flight.
1897,Airstream Mastery,[TEMP] Allows the use of volitile streams in the Dragon Isles.
1898,Free Flight,Unlocks unlimited flying in the Dragon Isles.
1899,Gathering Mastery,[TEMP] Allows you to gather resources while mounted on your drake.
1900,Mounting Mastery,[TEMP] Mitigates being dismounted from your drake by combat.
1901,Metrial Understanding,"Activates Pocopoc, and grants access to Lore Concordances in Zereth Mortis.

|L290-Pocopoc generates 1 Energy every 6 min, up to a maximum of 10.

Activating a Lore Concordance will grant a beneficial combat effect to all players within 50 yds for 10 min if you have full understanding of the Concordance.|l"
1902,Altonian Understanding,"|L290-Allows you to communicate, interact, and quest with various Jiro in the Terrace of Formation and Pilgrim's Grace.|l"
1904,Aealic Understanding,"|L290-Grants access to Enhancement Consoles in Exile's Hollow, Haven, and Pilgrim's Grace.

Spending Pocopoc Energy at an Enhancement Console grants you a choice of temporary powers that work in Shadowlands outdoor areas and Oribos.|l"
1907,Trebalim Understanding,"|L290-Enhances Pocopoc to allow you to choose an Aggressive or Supportive combat focus, and grants Pocopoc a new combat ability while in one of these roles.

Allows you to completely understand Lore Concordances.|l"
1913,Jump Jets,Allows usage of Jump Jets
1914,Device 2,Allows usage of device 2
1915,Device 3,Allows usage of device 3
1916,Upgrade Device 1,
1917,Upgrade Device 1,
1918,Upgrade Device 2,
1919,Upgrade Device 2,
1920,Upgrade Device 3,
1921,Upgrade Device 3,
1922,Upgrade Device 1,
1923,Upgrade Device 1,
1924,Upgrade Device 1,
1925,Upgrade Device 2,
1926,Upgrade Device 2,
1927,Upgrade Device 2,
1928,Upgrade Device 3,
1929,Upgrade Device 3,
1930,Upgrade Device 3,
1931,Sopranian Understanding,"|L290-Allows you to communicate, interact, and quest with Automa in the Untamed Verdure, Arrangement Index and Endless Sands.

Improves your understanding of the Synthesis Forge, allowing for the discovery and creation of larger creatures.|l"
1932,Dealic Understanding,"|L290-Allows Pocopoc to temporarily take control of Coreless Automa.

Increases your understanding of Lore Concordances.

Grants you access to the Synthesis Forge south of Pilgrim's Grace, which can be used in the discovery and creation of small creatures.|l"
1934,Data Miner,Core will locate sources of data that can be used to learn the language of the First Ones
1935,Friend of Jiro,Can take over deactivated Jiro
1936,Decryption Matrix,Can decrypt Lore entires and enter them into the Lore Console
1937,Automa Hacking,"Can take control of Automa Units.
Rank 1: Tier 1 Automa
Rank 2: Tier 2 Automa
Rank 3: Automa Oracles"
1938,Combat Frame,Core will now assist you in combat.
1939,Guardian Consoles,Can use Guardian Consoles to create and temporarily take-over an Automa form.
1940,Mighty Flap,[TEMP] Increases your drake flight speed temporarily upon taking off.
1941,Winds Mastery,[TEMP] Increases your Dragon Companion flight duration.
1942,Free Flight,Allows unlimited flight in Dragon Isles.
1943,Escape Artist,[TEMP] [Active] Call your drake to come and rescue you from combat.
1944,Fire From Above,[TEMP] [Active] Your drake swoops in and does a cone attack in front of you.
1948,Friend of Jiro (Region X),Can interact wtih deactivated Jiro in Region  X
1949,Friend of Jiro (Region Y),Can interact wtih deactivated Jiro in Region  X
1950,Friend of Jiro (Region Z),Can interact wtih deactivated Jiro in Region Z
1951,Lore Console - Flora,Can interact with Lore Consoles - Flora
1952,Lore Console - Fauna,Can interact with Lore Consoles - Fauna
1953,Lore Console - Unnatural,Can interact with Lore Consoles - Unnatural
1954,Mini-Game Consoles 01,Can interact with Mini-Game Consoles type 01
1955,Mini-Game Consoles 02,Can interact with Mini-Game Consoles type 02
1956,Mini-Game Consoles 03,Can interact with Mini-Game Consoles type 03
1957,Mini-Game Consoles 04,Can interact with Mini-Game Consoles type 04
1958,Mini-Game Consoles 05,Can interact with Mini-Game Consoles type 05
1959,Pet can be TANK,Pet can be TANK
1960,Pet can be MOUNT,Pet can be MOUNT
1961,Pet can be SUPPORT,Pet can be SUPPORT
1969,Visial,"|L290-Grants access to the Core Configuration Console in Exile's Hollow, allowing you to customize Pocopoc's appearance.|l"
1970,Echial,|L290-Allows you to ask Pocopoc to seek out and mark nearby Echoed Jiro on your minimap.|l
1971,Corial,"|L290-Allows you to ask Pocopoc to seek out and mark nearby Coreless Automa on your minimap.

Allows Pocopoc to communicate with wildlife and asks it to track valuables in hard-to-reach locations. Valuables may include forgotten treasure vaults, or elusive herbs and mineral deposits.|l"
1972,Cachial Understanding,"|L290-Allows you to attempt to decrypt Caches of Creation. Ask Pocopoc to seek out and mark nearby Caches on your minimap.

Successfully decrypting Caches of Creation awards Cyphers of the First Ones.|l"
1975,Boost!,Unlock the ability to gain a temporary speed boost.
