ID,Display_lang
47551,Aethas' Intensity
47552,Jaina's Radiance
47553,Bolvar's Devotion
47554,Lady Liadrin's Conviction
47556,Crusader Orb
47560,Boots of the Crackling Flame
47561,Gloves of the Dark Exile
47562,Symbol of Redemption
47563,Girdle of the Dauntless Conqueror
47564,Gaze of the Unknown
47565,Vambraces of Unholy Command
47566,The Warlord's Depravity
47567,Gauntlets of Revelation
47568,True-Aim Long Rifle
47569,Spectral Kris
47570,Saronite Swordbreakers
47571,Saronite Swordbreakers
47572,Titanium Spikeguards
47573,Titanium Spikeguards
47574,Sunforged Bracers
47575,Sunforged Bracers
47576,Crusader's Dragonscale Bracers
47577,Crusader's Dragonscale Bracers
47578,Carnivorous Band
47579,Black Chitin Bracers
47580,Black Chitin Bracers
47581,Bracers of Swift Death
47582,Bracers of Swift Death
47583,Moonshadow Armguards
47584,Moonshadow Armguards
47585,Bejeweled Wizard's Bracers
47586,Bejeweled Wizard's Bracers
47587,Royal Moonshroud Bracers
47588,Royal Moonshroud Bracers
47589,Titanium Razorplate
47590,Titanium Razorplate
47591,Breastplate of the White Knight
47592,Breastplate of the White Knight
47593,Sunforged Breastplate
47594,Sunforged Breastplate
47595,Crusader's Dragonscale Breastplate
47596,Crusader's Dragonscale Breastplate
47597,Ensorcelled Nerubian Breastplate
47598,Ensorcelled Nerubian Breastplate
47599,Knightbane Carapace
47600,Knightbane Carapace
47601,Lunar Eclipse Robes
47602,Lunar Eclipse Robes
47603,Merlin's Robe
47604,Merlin's Robe
47605,Royal Moonshroud Robe
47606,Royal Moonshroud Robe
47607,Collar of Ceaseless Torment
47608,Acidmaw Boots
47609,Gauntlets of Rising Anger
47610,Armbands of the Northern Stalker
47611,Dreadscale Armguards
47612,Rod of Imprisoned Souls
47613,Shoulderpads of the Glacial Wilds
47614,Girdle of the Impaler
47615,Belt of the Frozen Reach
47616,Shoulderguards of the Spirit Walker
47617,Icehowl Cinch
47618,Firestorm Ring
47619,Amulet of Binding Elements
47620,Leggings of the Demonic Messenger
47621,Girdle of the Farseer
47658,Brimstone Igniter
47659,Crimson Star
47660,Blades of the Sable Cross
47663,Felspark Bindings
47669,Belt of the Winter Solstice
47674,Helm of Thunderous Rampage
47675,Faceplate of Thunderous Rampage
47676,Dirk of the Night Watch
47677,Faceplate of the Honorbound
47678,Headplate of the Honorbound
47679,Endurance of the Infernal
47680,Armguards of the Nether Lord
47681,Heaume of the Restless Watch
47682,Helm of the Restless Watch
47683,Sentinel Scouting Greaves
47684,Coif of the Brooding Dragon
47685,Helm of the Brooding Dragon
47686,Helm of Inner Warmth
47687,Headguard of Inner Warmth
47688,Mask of Lethal Intent
47689,Hood of Lethal Intent
47690,Helm of Abundant Growth
47691,Mask of Abundant Growth
47692,Hood of Smoldering Aftermath
47693,Hood of Fiery Aftermath
47694,Helm of Clouded Sight
47695,Hood of Clouded Sight
47696,Shoulderplates of Trembling Rage
47697,Pauldrons of Trembling Rage
47698,Shoulderplates of Enduring Order
47699,Shoulderguards of Enduring Order
47700,Loop of the Twin Val'kyr
47701,Shoulderplates of the Cavalier
47702,Pauldrons of the Cavalier
47703,Planestalker Signet
47704,Epaulets of the Devourer
47705,Pauldrons of the Devourer
47706,Shoulders of the Groundbreaker
47707,Mantle of the Groundbreaker
47708,Duskstalker Shoulderpads
47709,Duskstalker Pauldrons
47710,Epaulets of the Fateful Accord
47711,Girdle of the Nether Champion
47712,Shoulders of the Fateful Accord
47713,Mantle of Catastrophic Emanation
47714,Pauldrons of Catastrophic Emanation
47715,Pauldrons of Revered Mortality
47716,Mantle of Revered Mortality
47717,Faceplate of the Silver Champion
47718,Helm of the Silver Ranger
47719,Gloves of the Silver Assassin
47720,Pauldrons of the Silver Defender
47721,Sandals of the Silver Magus
47724,Blade of the Silver Disciple
47725,Victor's Call
47726,Talisman of Volatile Power
47727,Fervor of the Frostborn
47728,Binding Light
47736,Icefall Blade
47737,Reckoning
47738,Sabatons of the Lingering Vortex
47739,Armor of Shifting Shadows
47740,The Diplomat
47741,Baelgun's Heavy Crossbow
47742,Chalice of Benedictus
47743,Enlightenment
47744,Gloves of the Azure Prophet
47745,Gloves of Looming Shadow
47746,Helm of the Snowy Grotto
47747,Darkbane Pendant
47748,Khadgar's Hood of Conquest
47749,Khadgar's Robe of Conquest
47750,Khadgar's Leggings of Conquest
47751,Khadgar's Shoulderpads of Conquest
47752,Khadgar's Gauntlets of Conquest
47753,Khadgar's Gauntlets of Triumph
47754,Khadgar's Hood of Triumph
47755,Khadgar's Leggings of Triumph
47756,Khadgar's Robe of Triumph
47757,Khadgar's Shoulderpads of Triumph
47758,Khadgar's Shoulderpads of Triumph
47759,Khadgar's Robe of Triumph
47760,Khadgar's Leggings of Triumph
47761,Khadgar's Hood of Triumph
47762,Khadgar's Gauntlets of Triumph
47763,Sunstrider's Gauntlets of Triumph
47764,Sunstrider's Hood of Triumph
47765,Sunstrider's Leggings of Triumph
47766,Sunstrider's Robe of Triumph
47767,Sunstrider's Shoulderpads of Triumph
47768,Sunstrider's Shoulderpads of Triumph
47769,Sunstrider's Robe of Triumph
47770,Sunstrider's Leggings of Triumph
47771,Sunstrider's Hood of Triumph
47772,Sunstrider's Gauntlets of Triumph
47773,Sunstrider's Gauntlets of Conquest
47774,Sunstrider's Hood of Conquest
47775,Sunstrider's Leggings of Conquest
47776,Sunstrider's Robe of Conquest
47777,Sunstrider's Shoulderpads of Conquest
47778,Kel'Thuzad's Hood of Triumph
47779,Kel'Thuzad's Robe of Triumph
47780,Kel'Thuzad's Leggings of Triumph
47781,Kel'Thuzad's Shoulderpads of Triumph
47782,Kel'Thuzad's Gloves of Triumph
47783,Kel'Thuzad's Gloves of Conquest
47784,Kel'Thuzad's Hood of Conquest
47785,Kel'Thuzad's Leggings of Conquest
47786,Kel'Thuzad's Robe of Conquest
47787,Kel'Thuzad's Shoulderpads of Conquest
47788,Kel'Thuzad's Gloves of Triumph
47789,Kel'Thuzad's Hood of Triumph
47790,Kel'Thuzad's Leggings of Triumph
47791,Kel'Thuzad's Robe of Triumph
47792,Kel'Thuzad's Shoulderpads of Triumph
47793,Gul'dan's Shoulderpads of Triumph
47794,Gul'dan's Robe of Triumph
47795,Gul'dan's Leggings of Triumph
47796,Gul'dan's Hood of Triumph
47797,Gul'dan's Gloves of Triumph
47798,Gul'dan's Shoulderpads of Conquest
47799,Gul'dan's Robe of Conquest
47800,Gul'dan's Leggings of Conquest
47801,Gul'dan's Hood of Conquest
47802,Gul'dan's Gloves of Conquest
47803,Gul'dan's Gloves of Triumph
47804,Gul'dan's Hood of Triumph
47805,Gul'dan's Leggings of Triumph
47806,Gul'dan's Robe of Triumph
47807,Gul'dan's Shoulderpads of Triumph
47808,The Lion's Maw
47809,Argent Resolve
47810,Crusader's Glory
47811,Chestguard of the Warden
47812,Vigilant Ward
47813,Helmet of the Crypt Lord
47814,Westfall Saber
47815,Cold Convergence
47816,The Grinder
47829,Pauldrons of the Timeless Hunter
47830,Legplates of the Silver Hand
47832,Spaulders of the Snow Bandit
47834,Fordragon Blades
47835,Bulwark of the Royal Guard
47836,Legplates of the Immortal Spider
47837,Cinch of the Undying
47838,Vestments of the Sleepless
47849,Collar of Unending Torment
47850,Bracers of the Northern Stalker
47851,Gauntlets of Mounting Anger
47852,Dreadscale Bracers
47853,Acidmaw Treads
47854,Gormok's Band
47855,Icehowl Binding
47856,Scepter of Imprisoned Souls
47857,Pauldrons of the Glacial Wilds
47858,Girdle of the Frozen Reach
47859,Belt of the Impaler
47860,Pauldrons of the Spirit Walker
47861,Felspark Bracers
47862,Firestorm Band
47863,Belt of the Bloodhoof Emissary
47864,Pendant of Binding Elements
47865,Legwraps of the Demonic Messenger
47866,Darkspear Ritual Binding
47867,Warsong Poacher's Greaves
47868,Planestalker Band
47869,Armplates of the Nether Lord
47870,Belt of the Nether Champion
47871,Orcish Deathblade
47872,Fortitude of the Infernal
47873,Sunreaver Magus' Sandals
47874,Sunreaver Disciple's Blade
47875,Sunreaver Ranger's Helm
47876,Sunreaver Champion's Faceplate
47877,Sunreaver Defender's Pauldrons
47878,Sunreaver Assassin's Gloves
47879,Fetish of Volatile Power
47880,Binding Stone
47881,Vengeance of the Forsaken
47882,Eitrigg's Oath
47883,Widebarrel Flintlock
47884,Edge of Agony
47885,Greaves of the Lingering Vortex
47886,Nemesis Blade
47887,Vest of Shifting Shadows
47888,Band of the Twin Val'kyr
47889,Looming Shadow Wraps
47890,Darkbane Amulet
47891,Helm of the High Mesa
47892,Illumination
47893,Sen'jin Ritualist Gloves
47894,Mace of the Earthborn Chieftain
47895,Pride of the Kor'kron
47896,Stoneskin Chestplate
47897,Helm of the Crypt Lord
47898,Frostblade Hatchet
47899,Ardent Guard
47900,Perdition
47901,Pauldrons of the Shadow Hunter
47902,Legplates of Redeemed Blood
47903,Forsaken Bonecarver
47904,Shoulderpads of the Snow Bandit
47905,Blackhorn Bludgeon
47906,Robes of the Sleepless
47907,Darkmaw Crossbow
47908,Sunwalker Legguards
47909,Belt of the Eternal
47910,Aegis of the Coliseum
47911,Anguish
47913,Lightbane Focus
47914,Velen's Cowl of Conquest
47915,Collar of Ceaseless Torment
47916,Armbands of the Northern Stalker
47917,Gauntlets of Rising Anger
47918,Dreadscale Armguards
47919,Acidmaw Boots
47920,Carnivorous Band
47921,Icehowl Cinch
47922,Rod of Imprisoned Souls
47923,Shoulderpads of the Glacial Wilds
47924,Belt of the Frozen Reach
47925,Girdle of the Impaler
47926,Shoulderguards of the Spirit Walker
47927,Felspark Bindings
47928,Firestorm Ring
47929,Belt of the Winter Solstice
47930,Amulet of Binding Elements
47931,Leggings of the Demonic Messenger
47932,Girdle of the Farseer
47933,Sentinel Scouting Greaves
47934,Planestalker Signet
47935,Armguards of the Nether Lord
47936,Velen's Robe of Conquest
47937,Girdle of the Nether Champion
47938,Dirk of the Night Watch
47939,Endurance of the Infernal
47940,Sandals of the Silver Magus
47941,Blade of the Silver Disciple
47942,Helm of the Silver Ranger
47943,Faceplate of the Silver Champion
47944,Pauldrons of the Silver Defender
47945,Gloves of the Silver Assassin
47946,Talisman of Volatile Power
47947,Binding Light
47948,Victor's Call
47949,Fervor of the Frostborn
47950,The Diplomat
47951,Reckoning
47952,Sabatons of the Lingering Vortex
47953,Icefall Blade
47954,Armor of Shifting Shadows
47955,Loop of the Twin Val'kyr
47956,Gloves of Looming Shadow
47957,Darkbane Pendant
47958,Chalice of Benedictus
47959,Helm of the Snowy Grotto
47960,Enlightenment
47961,Gloves of the Azure Prophet
47962,Argent Resolve
47963,Vigilant Ward
47964,Chestguard of the Warden
47965,Helmet of the Crypt Lord
47966,The Lion's Maw
47967,Crusader's Glory
47968,Cold Convergence
47969,Pauldrons of the Timeless Hunter
47970,Legplates of the Silver Hand
47971,Westfall Saber
47972,Spaulders of the Snow Bandit
47973,The Grinder
47974,Vestments of the Sleepless
47975,Baelgun's Heavy Crossbow
47976,Legplates of the Immortal Spider
47977,Cinch of the Undying
47978,Bulwark of the Royal Guard
47979,Fordragon Blades
47980,Velen's Leggings of Conquest
47981,Velen's Shoulderpads of Conquest
47982,Velen's Gloves of Conquest
47983,Velen's Gloves of Triumph
47984,Velen's Cowl of Triumph
47985,Velen's Leggings of Triumph
47986,Velen's Robe of Triumph
47987,Velen's Shoulderpads of Triumph
47988,Collar of Unending Torment
47989,Bracers of the Northern Stalker
47990,Gauntlets of Mounting Anger
47991,Dreadscale Bracers
47992,Acidmaw Treads
47993,Gormok's Band
47994,Icehowl Binding
47995,Scepter of Imprisoned Souls
47996,Pauldrons of the Glacial Wilds
47997,Girdle of the Frozen Reach
47998,Belt of the Impaler
47999,Pauldrons of the Spirit Walker
48000,Felspark Bracers
48001,Firestorm Band
48002,Belt of the Bloodhoof Emissary
48003,Pendant of Binding Elements
48004,Legwraps of the Demonic Messenger
48005,Darkspear Ritual Binding
48006,Warsong Poacher's Greaves
48007,Planestalker Band
48008,Armplates of the Nether Lord
48009,Belt of the Nether Champion
48010,Orcish Deathblade
48011,Fortitude of the Infernal
48012,Sunreaver Magus' Sandals
48013,Sunreaver Disciple's Blade
48014,Sunreaver Ranger's Helm
48015,Sunreaver Champion's Faceplate
48016,Sunreaver Defender's Pauldrons
48017,Sunreaver Assassin's Gloves
48018,Fetish of Volatile Power
48019,Binding Stone
48020,Vengeance of the Forsaken
48021,Eitrigg's Oath
48022,Widebarrel Flintlock
48023,Edge of Agony
48024,Greaves of the Lingering Vortex
48025,Nemesis Blade
48026,Vest of Shifting Shadows
48027,Band of the Twin Val'kyr
48028,Looming Shadow Wraps
48029,Velen's Shoulderpads of Triumph
48030,Darkbane Amulet
48031,Velen's Robe of Triumph
48032,Lightbane Focus
48033,Velen's Leggings of Triumph
48034,Helm of the High Mesa
48035,Velen's Cowl of Triumph
48036,Illumination
48037,Velen's Gloves of Triumph
48038,Sen'jin Ritualist Gloves
48039,Mace of the Earthborn Chieftain
48040,Pride of the Kor'kron
48041,Stoneskin Chestplate
48042,Helm of the Crypt Lord
48043,Frostblade Hatchet
48044,Ardent Guard
48045,Perdition
48046,Pauldrons of the Shadow Hunter
48047,Legplates of the Redeemed Blood Knight
48048,Forsaken Bonecarver
48049,Shoulderpads of the Snow Bandit
48050,Blackhorn Bludgeon
48051,Robes of the Sleepless
48052,Darkmaw Crossbow
48053,Sunwalker Legguards
48054,Belt of the Eternal
48055,Aegis of the Coliseum
48056,Anguish
48057,Zabra's Gloves of Triumph
48058,Zabra's Cowl of Triumph
48059,Zabra's Leggings of Triumph
48060,Zabra's Robe of Triumph
48061,Zabra's Shoulderpads of Triumph
48062,Zabra's Shoulderpads of Triumph
48063,Zabra's Robe of Triumph
48064,Zabra's Leggings of Triumph
48065,Zabra's Cowl of Triumph
48066,Zabra's Gloves of Triumph
48067,Zabra's Gloves of Conquest
48068,Zabra's Cowl of Conquest
48069,Zabra's Leggings of Conquest
48070,Zabra's Robe of Conquest
48071,Zabra's Shoulderpads of Conquest
48072,Velen's Handwraps of Conquest
48073,Velen's Circlet of Conquest
48074,Velen's Pants of Conquest
48075,Velen's Raiments of Conquest
48076,Velen's Mantle of Conquest
48077,Velen's Handwraps of Triumph
48078,Velen's Circlet of Triumph
48079,Velen's Pants of Triumph
48080,Velen's Raiments of Triumph
48081,Velen's Mantle of Triumph
48082,Velen's Mantle of Triumph
48083,Velen's Raiments of Triumph
48084,Velen's Pants of Triumph
48085,Velen's Circlet of Triumph
48086,Velen's Handwraps of Triumph
48087,Zabra's Handwraps of Triumph
48088,Zabra's Circlet of Triumph
48089,Zabra's Pants of Triumph
48090,Zabra's Raiments of Triumph
48091,Zabra's Mantle of Triumph
48092,Zabra's Mantle of Triumph
48093,Zabra's Raiments of Triumph
48094,Zabra's Pants of Triumph
48095,Zabra's Circlet of Triumph
48096,Zabra's Handwraps of Triumph
48097,Zabra's Handwraps of Conquest
48098,Zabra's Circlet of Conquest
48099,Zabra's Pants of Conquest
48100,Zabra's Raiments of Conquest
48101,Zabra's Mantle of Conquest
48102,Malfurion's Headpiece of Conquest
48129,Malfurion's Robe of Conquest
48130,Malfurion's Leggings of Conquest
48131,Malfurion's Spaulders of Conquest
48132,Malfurion's Handguards of Conquest
48133,Malfurion's Handguards of Triumph
48134,Malfurion's Headpiece of Triumph
48135,Malfurion's Leggings of Triumph
48136,Malfurion's Robe of Triumph
48137,Malfurion's Spaulders of Triumph
48138,Malfurion's Spaulders of Triumph
48139,Malfurion's Robe of Triumph
48140,Malfurion's Leggings of Triumph
48141,Malfurion's Headpiece of Triumph
48142,Malfurion's Handguards of Triumph
48143,Runetotem's Handguards of Triumph
48144,Runetotem's Headpiece of Triumph
48145,Runetotem's Leggings of Triumph
48146,Runetotem's Robe of Triumph
48147,Runetotem's Spaulders of Triumph
48148,Runetotem's Spaulders of Triumph
48149,Runetotem's Robe of Triumph
48150,Runetotem's Leggings of Triumph
48151,Runetotem's Headpiece of Triumph
48152,Runetotem's Handguards of Triumph
48153,Runetotem's Handguards of Conquest
48154,Runetotem's Headpiece of Conquest
48155,Runetotem's Leggings of Conquest
48156,Runetotem's Robe of Conquest
48157,Runetotem's Spaulders of Conquest
48158,Malfurion's Cover of Conquest
48159,Malfurion's Vestments of Conquest
48160,Malfurion's Trousers of Conquest
48161,Malfurion's Mantle of Conquest
48162,Malfurion's Gloves of Conquest
48163,Malfurion's Gloves of Triumph
48164,Malfurion's Cover of Triumph
48165,Malfurion's Trousers of Triumph
48166,Malfurion's Vestments of Triumph
48167,Malfurion's Mantle of Triumph
48168,Malfurion's Mantle of Triumph
48169,Malfurion's Vestments of Triumph
48170,Malfurion's Trousers of Triumph
48171,Malfurion's Cover of Triumph
48172,Malfurion's Gloves of Triumph
48173,Runetotem's Gloves of Triumph
48174,Runetotem's Cover of Triumph
48175,Runetotem's Trousers of Triumph
48176,Runetotem's Vestments of Triumph
48177,Runetotem's Mantle of Triumph
48178,Runetotem's Mantle of Triumph
48179,Runetotem's Vestments of Triumph
48180,Runetotem's Trousers of Triumph
48181,Runetotem's Cover of Triumph
48182,Runetotem's Gloves of Triumph
48183,Runetotem's Gloves of Conquest
48184,Runetotem's Cover of Conquest
48185,Runetotem's Trousers of Conquest
48186,Runetotem's Vestments of Conquest
48187,Runetotem's Mantle of Conquest
48188,Runetotem's Headguard of Conquest
48189,Runetotem's Raiments of Conquest
48190,Runetotem's Legguards of Conquest
48191,Runetotem's Shoulderpads of Conquest
48192,Runetotem's Handgrips of Conquest
48193,Runetotem's Handgrips of Triumph
48194,Runetotem's Headguard of Triumph
48195,Runetotem's Legguards of Triumph
48196,Runetotem's Raiments of Triumph
48197,Runetotem's Shoulderpads of Triumph
48198,Runetotem's Shoulderpads of Triumph
48199,Runetotem's Raiments of Triumph
48200,Runetotem's Legguards of Triumph
48201,Runetotem's Headguard of Triumph
48202,Runetotem's Handgrips of Triumph
48203,Malfurion's Handgrips of Triumph
48204,Malfurion's Headguard of Triumph
48205,Malfurion's Legguards of Triumph
48206,Malfurion's Raiments of Triumph
48207,Malfurion's Shoulderpads of Triumph
48208,Malfurion's Shoulderpads of Triumph
48209,Malfurion's Raiments of Triumph
48210,Malfurion's Legguards of Triumph
48211,Malfurion's Headguard of Triumph
48212,Malfurion's Handgrips of Triumph
48213,Malfurion's Handgrips of Conquest
48214,Malfurion's Headguard of Conquest
48215,Malfurion's Legguards of Conquest
48216,Malfurion's Raiments of Conquest
48217,Malfurion's Shoulderpads of Conquest
48218,VanCleef's Helmet of Conquest
48219,VanCleef's Breastplate of Conquest
48220,VanCleef's Legplates of Conquest
48221,VanCleef's Pauldrons of Conquest
48222,VanCleef's Gauntlets of Conquest
48223,VanCleef's Breastplate of Triumph
48224,VanCleef's Gauntlets of Triumph
48225,VanCleef's Helmet of Triumph
48226,VanCleef's Legplates of Triumph
48227,VanCleef's Pauldrons of Triumph
48228,VanCleef's Pauldrons of Triumph
48229,VanCleef's Legplates of Triumph
48230,VanCleef's Helmet of Triumph
48231,VanCleef's Gauntlets of Triumph
48232,VanCleef's Breastplate of Triumph
48233,Garona's Breastplate of Triumph
48234,Garona's Gauntlets of Triumph
48235,Garona's Helmet of Triumph
48236,Garona's Legplates of Triumph
48237,Garona's Pauldrons of Triumph
48238,Garona's Pauldrons of Triumph
48239,Garona's Legplates of Triumph
48240,Garona's Helmet of Triumph
48241,Garona's Gauntlets of Triumph
48242,Garona's Breastplate of Triumph
48243,Garona's Breastplate of Conquest
48244,Garona's Gauntlets of Conquest
48245,Garona's Helmet of Conquest
48246,Garona's Legplates of Conquest
48247,Garona's Pauldrons of Conquest
48250,Windrunner's Headpiece of Conquest
48251,Windrunner's Tunic of Conquest
48252,Windrunner's Legguards of Conquest
48253,Windrunner's Spaulders of Conquest
48254,Windrunner's Handguards of Conquest
48255,Windrunner's Tunic of Triumph
48256,Windrunner's Handguards of Triumph
48257,Windrunner's Headpiece of Triumph
48258,Windrunner's Legguards of Triumph
48259,Windrunner's Spaulders of Triumph
48260,Windrunner's Spaulders of Triumph
48261,Windrunner's Legguards of Triumph
48262,Windrunner's Headpiece of Triumph
48263,Windrunner's Handguards of Triumph
48264,Windrunner's Tunic of Triumph
48265,Windrunner's Tunic of Triumph
48266,Windrunner's Handguards of Triumph
48267,Windrunner's Headpiece of Triumph
48268,Windrunner's Legguards of Triumph
48269,Windrunner's Spaulders of Triumph
48270,Windrunner's Spaulders of Triumph
48271,Windrunner's Legguards of Triumph
48272,Windrunner's Headpiece of Triumph
48273,Windrunner's Handguards of Triumph
48274,Windrunner's Tunic of Triumph
48275,Windrunner's Tunic of Conquest
48276,Windrunner's Handguards of Conquest
48277,Windrunner's Headpiece of Conquest
48278,Windrunner's Legguards of Conquest
48279,Windrunner's Spaulders of Conquest
48280,Nobundo's Headpiece of Conquest
48281,Nobundo's Tunic of Conquest
48282,Nobundo's Legguards of Conquest
48283,Nobundo's Spaulders of Conquest
48284,Nobundo's Handguards of Conquest
48285,Nobundo's Tunic of Triumph
48286,Nobundo's Handguards of Triumph
48287,Nobundo's Headpiece of Triumph
48288,Nobundo's Legguards of Triumph
48289,Nobundo's Spaulders of Triumph
48290,Nobundo's Spaulders of Triumph
48291,Nobundo's Legguards of Triumph
48292,Nobundo's Headpiece of Triumph
48293,Nobundo's Handguards of Triumph
48294,Nobundo's Tunic of Triumph
48295,Thrall's Tunic of Conquest
48296,Thrall's Handguards of Conquest
48297,Thrall's Headpiece of Conquest
48298,Thrall's Legguards of Conquest
48299,Thrall's Spaulders of Conquest
48300,Thrall's Tunic of Triumph
48301,Thrall's Handguards of Triumph
48302,Thrall's Headpiece of Triumph
48303,Thrall's Legguards of Triumph
48304,Thrall's Spaulders of Triumph
48305,Thrall's Tunic of Triumph
48306,Thrall's Handguards of Triumph
48307,Thrall's Headpiece of Triumph
48308,Thrall's Legguards of Triumph
48309,Thrall's Spaulders of Triumph
48310,Nobundo's Hauberk of Conquest
48312,Nobundo's Gloves of Conquest
48313,Nobundo's Helm of Conquest
48314,Nobundo's Kilt of Conquest
48315,Nobundo's Shoulderpads of Conquest
48316,Nobundo's Hauberk of Triumph
48317,Nobundo's Gloves of Triumph
48318,Nobundo's Helm of Triumph
48319,Nobundo's Kilt of Triumph
48320,Nobundo's Shoulderpads of Triumph
48321,Nobundo's Shoulderpads of Triumph
48322,Nobundo's Kilt of Triumph
48323,Nobundo's Helm of Triumph
48324,Nobundo's Gloves of Triumph
48325,Nobundo's Hauberk of Triumph
48326,Thrall's Hauberk of Triumph
48327,Thrall's Gloves of Triumph
48328,Thrall's Helm of Triumph
48329,Thrall's Kilt of Triumph
48330,Thrall's Shoulderpads of Triumph
48331,Thrall's Shoulderpads of Triumph
48332,Thrall's Kilt of Triumph
48333,Thrall's Helm of Triumph
48334,Thrall's Gloves of Triumph
48335,Thrall's Hauberk of Triumph
48336,Thrall's Hauberk of Conquest
48337,Thrall's Gloves of Conquest
48338,Thrall's Helm of Conquest
48339,Thrall's Kilt of Conquest
48340,Thrall's Shoulderpads of Conquest
48341,Nobundo's Chestguard of Conquest
48342,Nobundo's Grips of Conquest
48343,Nobundo's Faceguard of Conquest
48344,Nobundo's War-Kilt of Conquest
48345,Nobundo's Shoulderguards of Conquest
48346,Nobundo's Chestguard of Triumph
48347,Nobundo's Grips of Triumph
48348,Nobundo's Faceguard of Triumph
48349,Nobundo's War-Kilt of Triumph
48350,Nobundo's Shoulderguards of Triumph
48351,Nobundo's Shoulderguards of Triumph
48352,Nobundo's War-Kilt of Triumph
48353,Nobundo's Faceguard of Triumph
48354,Nobundo's Grips of Triumph
48355,Nobundo's Chestguard of Triumph
48356,Thrall's Chestguard of Triumph
48357,Thrall's Grips of Triumph
48358,Thrall's Faceguard of Triumph
48359,Thrall's War-Kilt of Triumph
48360,Thrall's Shoulderguards of Triumph
48361,Thrall's Shoulderguards of Triumph
48362,Thrall's War-Kilt of Triumph
48363,Thrall's Faceguard of Triumph
48364,Thrall's Grips of Triumph
48365,Thrall's Chestguard of Triumph
48366,Thrall's Chestguard of Conquest
48367,Thrall's Grips of Conquest
48368,Thrall's Faceguard of Conquest
48369,Thrall's War-Kilt of Conquest
48370,Thrall's Shoulderguards of Conquest
48371,Wrynn's Helmet of Conquest
48372,Wrynn's Battleplate of Conquest
48373,Wrynn's Legplates of Conquest
48374,Wrynn's Shoulderplates of Conquest
48375,Wrynn's Gauntlets of Conquest
48376,Wrynn's Battleplate of Triumph
48377,Wrynn's Gauntlets of Triumph
48378,Wrynn's Helmet of Triumph
48379,Wrynn's Legplates of Triumph
48380,Wrynn's Shoulderplates of Triumph
48381,Wrynn's Shoulderplates of Triumph
48382,Wrynn's Legplates of Triumph
48383,Wrynn's Helmet of Triumph
48384,Wrynn's Gauntlets of Triumph
48385,Wrynn's Battleplate of Triumph
48386,Hellscream's Battleplate of Conquest
48387,Hellscream's Gauntlets of Conquest
48388,Hellscream's Helmet of Conquest
48389,Hellscream's Legplates of Conquest
48390,Hellscream's Shoulderplates of Conquest
48391,Hellscream's Battleplate of Triumph
48392,Hellscream's Gauntlets of Triumph
48393,Hellscream's Helmet of Triumph
48394,Hellscream's Legplates of Triumph
48395,Hellscream's Shoulderplates of Triumph
48396,Hellscream's Battleplate of Triumph
48397,Hellscream's Gauntlets of Triumph
48398,Hellscream's Helmet of Triumph
48399,Hellscream's Legplates of Triumph
48400,Hellscream's Shoulderplates of Triumph
48402,Relentless Gladiator's Sunderer
48404,Relentless Gladiator's Crusher
48406,Relentless Gladiator's Claymore
48408,Relentless Gladiator's Mageblade
48410,Relentless Gladiator's Skirmish Staff
48412,Relentless Gladiator's Acute Staff
48414,Relentless Gladiator's Combat Staff
48420,Relentless Gladiator's Recurve
48422,Relentless Gladiator's Repeater
48424,Relentless Gladiator's Shotgun
48426,Relentless Gladiator's Dicer
48428,Relentless Gladiator's Dirk
48429,Wrynn's Greathelm of Conquest
48430,Wrynn's Greathelm of Triumph
48432,Relentless Gladiator's Fleshslicer
48433,Wrynn's Greathelm of Triumph
48435,Relentless Gladiator's Punisher
48436,Wrynn's Breastplate of Conquest
48438,Relentless Gladiator's Swiftblade
48440,Relentless Gladiator's Splitter
48442,Relentless Gladiator's Eviscerator
48444,Relentless Gladiator's Claw
48445,Wrynn's Legguards of Conquest
48446,Wrynn's Legguards of Triumph
48447,Wrynn's Legguards of Triumph
48448,Wrynn's Pauldrons of Conquest
48449,Wrynn's Handguards of Conquest
48450,Wrynn's Breastplate of Triumph
48451,Wrynn's Breastplate of Triumph
48452,Wrynn's Handguards of Triumph
48453,Wrynn's Handguards of Triumph
48454,Wrynn's Pauldrons of Triumph
48455,Wrynn's Pauldrons of Triumph
48456,Hellscream's Breastplate of Conquest
48457,Hellscream's Handguards of Conquest
48458,Hellscream's Greathelm of Conquest
48459,Hellscream's Legguards of Conquest
48460,Hellscream's Pauldrons of Conquest
48461,Hellscream's Breastplate of Triumph
48462,Hellscream's Handguards of Triumph
48463,Hellscream's Greathelm of Triumph
48464,Hellscream's Legguards of Triumph
48465,Hellscream's Pauldrons of Triumph
48466,Hellscream's Breastplate of Triumph
48467,Hellscream's Handguards of Triumph
48468,Hellscream's Greathelm of Triumph
48469,Hellscream's Legguards of Triumph
48470,Hellscream's Pauldrons of Triumph
48472,Thassarian's Helmet of Conquest
48474,Thassarian's Battleplate of Conquest
48476,Thassarian's Legplates of Conquest
48478,Thassarian's Shoulderplates of Conquest
48480,Thassarian's Gauntlets of Conquest
48481,Thassarian's Battleplate of Triumph
48482,Thassarian's Gauntlets of Triumph
48483,Thassarian's Helmet of Triumph
48484,Thassarian's Legplates of Triumph
48485,Thassarian's Shoulderplates of Triumph
48486,Thassarian's Shoulderplates of Triumph
48487,Thassarian's Legplates of Triumph
48488,Thassarian's Helmet of Triumph
